model_id,operation_asof_date,stock_id,stock_name,signal_date,selected_trigger_id,selected_confirmation_date,operation_lifecycle_state,audit_status,included_in_daily_adapter,tdcc_list_type,tdcc_rank,rank_bucket,classification_id,attack_method,price_position_type,risk_type,evidence_confluence_scope,evidence_confluence_id,evidence_sample_size,evidence_win_rate,evidence_avg_return,evidence_median_return,evidence_out_of_sample_pass,ranking_research_score,reason,generated_at
volume_range_breakout,20260709,0055,元大MSCI金融,20260529,pullback_5ma_confirmed,20260601,active_operation_suppressed,lifecycle_suppressed,False,,,,,,,,,,,,,,,,missing_confirmation_operation_snapshot,2026-07-09 19:41:39 Asia/Taipei
volume_range_breakout,20260709,0057,富邦摩台,20260529,next_day_break_signal_high_confirmed,20260601,active_operation_suppressed,lifecycle_suppressed,False,,,,,,,,,,,,,,,,missing_confirmation_operation_snapshot,2026-07-09 19:41:39 Asia/Taipei
volume_range_breakout,20260709,1101,台泥,20260529,next_day_break_signal_high_confirmed,20260601,active_operation_suppressed,lifecycle_suppressed,False,,,,,,,,,,,,,,,,missing_confirmation_operation_snapshot,2026-07-09 19:41:39 Asia/Taipei
volume_range_breakout,20260709,1301,台塑,20260529,pullback_5ma_confirmed,20260601,active_operation_suppressed,lifecycle_suppressed,False,,,,,,,,,,,,,,,,missing_confirmation_operation_snapshot,2026-07-09 19:41:39 Asia/Taipei
volume_range_breakout,20260709,1303,南亞,20260529,next_day_break_signal_high_confirmed,20260601,active_operation_suppressed,lifecycle_suppressed,False,,,,,,,,,,,,,,,,missing_confirmation_operation_snapshot,2026-07-09 19:41:39 Asia/Taipei
volume_range_breakout,20260709,1312,國喬,20260529,next_day_break_signal_high_confirmed,20260601,active_operation_suppressed,lifecycle_suppressed,False,,,,,,,,,,,,,,,,missing_confirmation_operation_snapshot,2026-07-09 19:41:39 Asia/Taipei
volume_range_breakout,20260709,1326,台化,20260529,next_day_break_signal_high_confirmed,20260601,active_operation_suppressed,lifecycle_suppressed,False,,,,,,,,,,,,,,,,missing_confirmation_operation_snapshot,2026-07-09 19:41:39 Asia/Taipei
volume_range_breakout,20260709,1434,福懋,20260529,next_day_break_signal_high_confirmed,20260601,active_operation_suppressed,lifecycle_suppressed,False,,,,,,,,,,,,,,,,missing_confirmation_operation_snapshot,2026-07-09 19:41:39 Asia/Taipei
volume_range_breakout,20260709,1440,南紡,20260529,pullback_5ma_confirmed,20260601,active_operation_suppressed,lifecycle_suppressed,False,,,,,,,,,,,,,,,,missing_confirmation_operation_snapshot,2026-07-09 19:41:39 Asia/Taipei
volume_range_breakout,20260709,1444,力麗,20260529,next_day_break_signal_high_confirmed,20260601,active_operation_suppressed,lifecycle_suppressed,False,,,,,,,,,,,,,,,,missing_confirmation_operation_snapshot,2026-07-09 19:41:39 Asia/Taipei
volume_range_breakout,20260709,1447,力鵬,20260529,next_day_break_signal_high_confirmed,20260601,active_operation_suppressed,lifecycle_suppressed,False,,,,,,,,,,,,,,,,missing_confirmation_operation_snapshot,2026-07-09 19:41:39 Asia/Taipei
volume_range_breakout,20260709,1449,佳和,20260529,next_day_break_signal_high_confirmed,20260601,active_operation_suppressed,lifecycle_suppressed,False,,,,,,,,,,,,,,,,missing_confirmation_operation_snapshot,2026-07-09 19:41:39 Asia/Taipei
volume_range_breakout,20260709,1471,首利,20260529,next_day_break_signal_high_confirmed,20260601,active_operation_suppressed,lifecycle_suppressed,False,,,,,,,,,,,,,,,,missing_confirmation_operation_snapshot,2026-07-09 19:41:39 Asia/Taipei
volume_range_breakout,20260709,1504,東元,20260529,next_day_break_signal_high_confirmed,20260601,active_operation_suppressed,lifecycle_suppressed,False,,,,,,,,,,,,,,,,missing_confirmation_operation_snapshot,2026-07-09 19:41:39 Asia/Taipei
volume_range_breakout,20260709,1536,和大,20260529,next_day_break_signal_high_confirmed,20260601,active_operation_suppressed,lifecycle_suppressed,False,,,,,,,,,,,,,,,,missing_confirmation_operation_snapshot,2026-07-09 19:41:39 Asia/Taipei
volume_range_breakout,20260709,1568,倉佑,20260529,next_day_break_signal_high_confirmed,20260601,active_operation_suppressed,lifecycle_suppressed,False,,,,,,,,,,,,,,,,missing_confirmation_operation_snapshot,2026-07-09 19:41:39 Asia/Taipei
volume_range_breakout,20260709,1587,吉茂,20260529,pullback_5ma_confirmed,20260601,active_operation_suppressed,lifecycle_suppressed,False,,,,,,,,,,,,,,,,missing_confirmation_operation_snapshot,2026-07-09 19:41:39 Asia/Taipei
volume_range_breakout,20260709,1605,華新,20260529,next_day_break_signal_high_confirmed,20260601,active_operation_suppressed,lifecycle_suppressed,False,,,,,,,,,,,,,,,,missing_confirmation_operation_snapshot,2026-07-09 19:41:39 Asia/Taipei
volume_range_breakout,20260709,1608,華榮,20260529,next_day_break_signal_high_confirmed,20260601,active_operation_suppressed,lifecycle_suppressed,False,,,,,,,,,,,,,,,,missing_confirmation_operation_snapshot,2026-07-09 19:41:39 Asia/Taipei
volume_range_breakout,20260709,1612,宏泰,20260529,next_day_break_signal_high_confirmed,20260601,active_operation_suppressed,lifecycle_suppressed,False,,,,,,,,,,,,,,,,missing_confirmation_operation_snapshot,2026-07-09 19:41:39 Asia/Taipei
volume_range_breakout,20260709,1616,億泰,20260529,next_day_break_signal_high_confirmed,20260601,active_operation_suppressed,lifecycle_suppressed,False,,,,,,,,,,,,,,,,missing_confirmation_operation_snapshot,2026-07-09 19:41:39 Asia/Taipei
volume_range_breakout,20260709,1617,榮星,20260529,next_day_break_signal_high_confirmed,20260601,active_operation_suppressed,lifecycle_suppressed,False,,,,,,,,,,,,,,,,missing_confirmation_operation_snapshot,2026-07-09 19:41:39 Asia/Taipei
volume_range_breakout,20260709,1618,合機,20260529,pullback_5ma_confirmed,20260601,active_operation_suppressed,lifecycle_suppressed,False,,,,,,,,,,,,,,,,missing_confirmation_operation_snapshot,2026-07-09 19:41:39 Asia/Taipei
volume_range_breakout,20260709,1710,東聯,20260529,pullback_5ma_confirmed,20260605,active_operation_suppressed,lifecycle_suppressed,False,,,,,,,,,,,,,,,,missing_confirmation_operation_snapshot,2026-07-09 19:41:39 Asia/Taipei
