generated_at,data_family_id,data_version,source_id,source_kind,market,industry_schema,source_url,raw_archive_ref,raw_payload_sha256,source_row_sha256,source_table_date,source_table_date_raw,observed_at,first_observed_at,source_available_at,availability_precision,pit_status,historical_pit_eligible,research_asof_join_allowed,allowed_for_formal_model_use,fiscal_year,fiscal_year_roc,fiscal_quarter,fiscal_period,statement_scope,period_basis,monetary_unit,per_share_unit,stock_id,stock_name,revision_id,revision_number,revision_count,supersedes_revision_id,is_latest_known_revision,operating_revenue,operating_cost,gross_profit,operating_expenses,operating_income,non_operating_income_expense,pretax_income,income_tax_expense,net_income,parent_net_income,basic_eps,gross_margin_pct,operating_margin_pct,net_margin_pct,margin_derivation_status,metric_completeness_status,source_metric_labels,provenance_status,numerical_anomaly_candidate,numerical_anomaly_triggers,anomaly_disposition,primary_metric_retained,anomaly_evidence_status,coverage_note
2026-07-16 01:31:57 Asia/Taipei,financial_statement_point_in_time_history,financial_statement_pit_v1,twse_general,official_openapi_current_snapshot,TWSE,general,https://openapi.twse.com.tw/v1/opendata/t187ap06_L_ci,sha256://70af406fc44ef35a3f32741f810e47d311e12eed4823b88d07119713093b888a,70af406fc44ef35a3f32741f810e47d311e12eed4823b88d07119713093b888a,da082074e82be54cd1c31af1eada0765cf884f440efe4f47afb61708c4989c60,2026-07-15,1150715,2026-07-16T01:31:56+08:00,2026-07-16T01:31:56+08:00,2026-07-16T01:31:56+08:00,first_observed_at,current_snapshot_first_observed_only,False,True,False,2026,115,1,2026Q1,official_endpoint_reported_scope,cumulative_ytd,thousand_ntd,ntd_per_share,2417,圓剛,b4786cf58c23a6b283e89e02a93967d8c7e48fd7f098458d29bd04691457ba0f,1,1,,True,893462,375465,517997,467258,50739,25318,76057,8099,67958,35406,0.28,57.9764,5.6789,7.6061,general_schema_ratios_derived_from_cumulative_reported_values,required_metrics_complete,operating_revenue=營業收入;operating_cost=營業成本;gross_profit=營業毛利（毛損）淨額;operating_expenses=營業費用;operating_income=營業利益（損失）;non_operating_income_expense=營業外收入及支出;pretax_income=稅前淨利（淨損）;income_tax_expense=所得稅費用（利益）;net_income=本期淨利（淨損）;parent_net_income=淨利（淨損）歸屬於母公司業主;basic_eps=基本每股盈餘（元）,raw_payload_sha_and_source_row_sha_verified,False,,not_triggered,True,not_required,Current OpenAPI rows are usable only from first_observed_at forward and are not historical PIT. Exact company filing availability plus historical coverage validation is required before model use.
2026-07-16 01:31:57 Asia/Taipei,financial_statement_point_in_time_history,financial_statement_pit_v1,twse_general,official_openapi_current_snapshot,TWSE,general,https://openapi.twse.com.tw/v1/opendata/t187ap06_L_ci,sha256://70af406fc44ef35a3f32741f810e47d311e12eed4823b88d07119713093b888a,70af406fc44ef35a3f32741f810e47d311e12eed4823b88d07119713093b888a,e4330e40be2e2b6484cf74ad85c2f4a81a39a2c0fba7f8b6079e9b2000b32229,2026-07-15,1150715,2026-07-16T01:31:56+08:00,2026-07-16T01:31:56+08:00,2026-07-16T01:31:56+08:00,first_observed_at,current_snapshot_first_observed_only,False,True,False,2026,115,1,2026Q1,official_endpoint_reported_scope,cumulative_ytd,thousand_ntd,ntd_per_share,2419,仲琦,b5c48211a9170b096fcde78cc4b7441dfa88dfa05ffc4413453495f242c0cef1,1,1,,True,2075187,1677560,397627,370038,27589,33245,60834,19669,41165,22312,0.07,19.1610,1.3295,1.9837,general_schema_ratios_derived_from_cumulative_reported_values,required_metrics_complete,operating_revenue=營業收入;operating_cost=營業成本;gross_profit=營業毛利（毛損）淨額;operating_expenses=營業費用;operating_income=營業利益（損失）;non_operating_income_expense=營業外收入及支出;pretax_income=稅前淨利（淨損）;income_tax_expense=所得稅費用（利益）;net_income=本期淨利（淨損）;parent_net_income=淨利（淨損）歸屬於母公司業主;basic_eps=基本每股盈餘（元）,raw_payload_sha_and_source_row_sha_verified,False,,not_triggered,True,not_required,Current OpenAPI rows are usable only from first_observed_at forward and are not historical PIT. Exact company filing availability plus historical coverage validation is required before model use.
2026-07-16 01:31:57 Asia/Taipei,financial_statement_point_in_time_history,financial_statement_pit_v1,twse_general,official_openapi_current_snapshot,TWSE,general,https://openapi.twse.com.tw/v1/opendata/t187ap06_L_ci,sha256://70af406fc44ef35a3f32741f810e47d311e12eed4823b88d07119713093b888a,70af406fc44ef35a3f32741f810e47d311e12eed4823b88d07119713093b888a,beb90ed1d3ad8b3b15f0252215241e8ec7e8e4ea76398e216354b45a4e8c049a,2026-07-15,1150715,2026-07-16T01:31:56+08:00,2026-07-16T01:31:56+08:00,2026-07-16T01:31:56+08:00,first_observed_at,current_snapshot_first_observed_only,False,True,False,2026,115,1,2026Q1,official_endpoint_reported_scope,cumulative_ytd,thousand_ntd,ntd_per_share,2420,新巨,05713afba769644d90cccc23df73bdab2086a49f9ff77384072b1e43f05c0f13,1,1,,True,548082,286338,261744,98145,163599,38019,201618,41910,159708,159523,1.05,47.7564,29.8494,29.1394,general_schema_ratios_derived_from_cumulative_reported_values,required_metrics_complete,operating_revenue=營業收入;operating_cost=營業成本;gross_profit=營業毛利（毛損）淨額;operating_expenses=營業費用;operating_income=營業利益（損失）;non_operating_income_expense=營業外收入及支出;pretax_income=稅前淨利（淨損）;income_tax_expense=所得稅費用（利益）;net_income=本期淨利（淨損）;parent_net_income=淨利（淨損）歸屬於母公司業主;basic_eps=基本每股盈餘（元）,raw_payload_sha_and_source_row_sha_verified,False,,not_triggered,True,not_required,Current OpenAPI rows are usable only from first_observed_at forward and are not historical PIT. Exact company filing availability plus historical coverage validation is required before model use.
2026-07-16 01:31:57 Asia/Taipei,financial_statement_point_in_time_history,financial_statement_pit_v1,twse_general,official_openapi_current_snapshot,TWSE,general,https://openapi.twse.com.tw/v1/opendata/t187ap06_L_ci,sha256://70af406fc44ef35a3f32741f810e47d311e12eed4823b88d07119713093b888a,70af406fc44ef35a3f32741f810e47d311e12eed4823b88d07119713093b888a,3ce8d30cf07c376ee992bfa3313fe8eec67602ba09fbe81919150dcbbf8f94bf,2026-07-15,1150715,2026-07-16T01:31:56+08:00,2026-07-16T01:31:56+08:00,2026-07-16T01:31:56+08:00,first_observed_at,current_snapshot_first_observed_only,False,True,False,2026,115,1,2026Q1,official_endpoint_reported_scope,cumulative_ytd,thousand_ntd,ntd_per_share,2421,建準,71a059b6a243db8874065336dc3607802bd5d71af63d8f4bc6ba010ee1b618d9,1,1,,True,5019470,3430135,1589335,800974,788361,16411,804772,155735,649037,649037,2.36,31.6634,15.7061,12.9304,general_schema_ratios_derived_from_cumulative_reported_values,required_metrics_complete,operating_revenue=營業收入;operating_cost=營業成本;gross_profit=營業毛利（毛損）淨額;operating_expenses=營業費用;operating_income=營業利益（損失）;non_operating_income_expense=營業外收入及支出;pretax_income=稅前淨利（淨損）;income_tax_expense=所得稅費用（利益）;net_income=本期淨利（淨損）;parent_net_income=淨利（淨損）歸屬於母公司業主;basic_eps=基本每股盈餘（元）,raw_payload_sha_and_source_row_sha_verified,False,,not_triggered,True,not_required,Current OpenAPI rows are usable only from first_observed_at forward and are not historical PIT. Exact company filing availability plus historical coverage validation is required before model use.
2026-07-16 01:31:57 Asia/Taipei,financial_statement_point_in_time_history,financial_statement_pit_v1,twse_general,official_openapi_current_snapshot,TWSE,general,https://openapi.twse.com.tw/v1/opendata/t187ap06_L_ci,sha256://70af406fc44ef35a3f32741f810e47d311e12eed4823b88d07119713093b888a,70af406fc44ef35a3f32741f810e47d311e12eed4823b88d07119713093b888a,e6bfc01f965715bdda23b8eb8bf3bec436f18d293a96f3bccb9e29112e0142b1,2026-07-15,1150715,2026-07-16T01:31:56+08:00,2026-07-16T01:31:56+08:00,2026-07-16T01:31:56+08:00,first_observed_at,current_snapshot_first_observed_only,False,True,False,2026,115,1,2026Q1,official_endpoint_reported_scope,cumulative_ytd,thousand_ntd,ntd_per_share,2423,固緯,15d74a4db213f8b4f347bf14fd16565903b5fda21d321684751853b7060a9f8b,1,1,,True,820800,359622,461178,248046,213132,30320,243452,55144,188308,188308,1.3,56.1864,25.9664,22.9420,general_schema_ratios_derived_from_cumulative_reported_values,required_metrics_complete,operating_revenue=營業收入;operating_cost=營業成本;gross_profit=營業毛利（毛損）淨額;operating_expenses=營業費用;operating_income=營業利益（損失）;non_operating_income_expense=營業外收入及支出;pretax_income=稅前淨利（淨損）;income_tax_expense=所得稅費用（利益）;net_income=本期淨利（淨損）;parent_net_income=淨利（淨損）歸屬於母公司業主;basic_eps=基本每股盈餘（元）,raw_payload_sha_and_source_row_sha_verified,False,,not_triggered,True,not_required,Current OpenAPI rows are usable only from first_observed_at forward and are not historical PIT. Exact company filing availability plus historical coverage validation is required before model use.
2026-07-16 01:31:57 Asia/Taipei,financial_statement_point_in_time_history,financial_statement_pit_v1,twse_general,official_openapi_current_snapshot,TWSE,general,https://openapi.twse.com.tw/v1/opendata/t187ap06_L_ci,sha256://70af406fc44ef35a3f32741f810e47d311e12eed4823b88d07119713093b888a,70af406fc44ef35a3f32741f810e47d311e12eed4823b88d07119713093b888a,7ada3a511b4a5d82f4324a0085c609fc3df33ef35811fab96425bd785ba500fc,2026-07-15,1150715,2026-07-16T01:31:56+08:00,2026-07-16T01:31:56+08:00,2026-07-16T01:31:56+08:00,first_observed_at,current_snapshot_first_observed_only,False,True,False,2026,115,1,2026Q1,official_endpoint_reported_scope,cumulative_ytd,thousand_ntd,ntd_per_share,2424,隴華,7c72ba32a5179470a55c2a418c5f379b0d7236e911dc9e294491527711bcaa3c,1,1,,True,36826,37534,-708,41380,-42088,3268,-38820,0,-38820,-34736,-0.58,-1.9226,-114.2888,-105.4147,general_schema_ratios_derived_from_cumulative_reported_values,required_metrics_complete,operating_revenue=營業收入;operating_cost=營業成本;gross_profit=營業毛利（毛損）淨額;operating_expenses=營業費用;operating_income=營業利益（損失）;non_operating_income_expense=營業外收入及支出;pretax_income=稅前淨利（淨損）;income_tax_expense=所得稅費用（利益）;net_income=本期淨利（淨損）;parent_net_income=淨利（淨損）歸屬於母公司業主;basic_eps=基本每股盈餘（元）,raw_payload_sha_and_source_row_sha_verified,False,,not_triggered,True,not_required,Current OpenAPI rows are usable only from first_observed_at forward and are not historical PIT. Exact company filing availability plus historical coverage validation is required before model use.
2026-07-16 01:31:57 Asia/Taipei,financial_statement_point_in_time_history,financial_statement_pit_v1,twse_general,official_openapi_current_snapshot,TWSE,general,https://openapi.twse.com.tw/v1/opendata/t187ap06_L_ci,sha256://70af406fc44ef35a3f32741f810e47d311e12eed4823b88d07119713093b888a,70af406fc44ef35a3f32741f810e47d311e12eed4823b88d07119713093b888a,7bb3cb1b7874097909e43dd2949999ac100584795becb70e77ec95a3060214bd,2026-07-15,1150715,2026-07-16T01:31:56+08:00,2026-07-16T01:31:56+08:00,2026-07-16T01:31:56+08:00,first_observed_at,current_snapshot_first_observed_only,False,True,False,2026,115,1,2026Q1,official_endpoint_reported_scope,cumulative_ytd,thousand_ntd,ntd_per_share,2425,承啟,5e64d4fafb8c48c9a519dddbf87311799b0f80415239f0eaa7f2ae738612e28d,1,1,,True,742329,685143,57186,57102,84,19542,19626,14929,112581,59718,0.62,7.7036,0.0113,15.1659,general_schema_ratios_derived_from_cumulative_reported_values,required_metrics_complete,operating_revenue=營業收入;operating_cost=營業成本;gross_profit=營業毛利（毛損）淨額;operating_expenses=營業費用;operating_income=營業利益（損失）;non_operating_income_expense=營業外收入及支出;pretax_income=稅前淨利（淨損）;income_tax_expense=所得稅費用（利益）;net_income=本期淨利（淨損）;parent_net_income=淨利（淨損）歸屬於母公司業主;basic_eps=基本每股盈餘（元）,raw_payload_sha_and_source_row_sha_verified,False,,not_triggered,True,not_required,Current OpenAPI rows are usable only from first_observed_at forward and are not historical PIT. Exact company filing availability plus historical coverage validation is required before model use.
2026-07-16 01:31:57 Asia/Taipei,financial_statement_point_in_time_history,financial_statement_pit_v1,twse_general,official_openapi_current_snapshot,TWSE,general,https://openapi.twse.com.tw/v1/opendata/t187ap06_L_ci,sha256://70af406fc44ef35a3f32741f810e47d311e12eed4823b88d07119713093b888a,70af406fc44ef35a3f32741f810e47d311e12eed4823b88d07119713093b888a,d82ab0287ac053ce8bf3e6b5371547bb7c1663421998e1a6f62fe58fe9d0661c,2026-07-15,1150715,2026-07-16T01:31:56+08:00,2026-07-16T01:31:56+08:00,2026-07-16T01:31:56+08:00,first_observed_at,current_snapshot_first_observed_only,False,True,False,2026,115,1,2026Q1,official_endpoint_reported_scope,cumulative_ytd,thousand_ntd,ntd_per_share,2426,鼎元,4a6795b598cb0f98160156b8547de0c69554dd707c8106d9bcd27f0b6f9ce2a5,1,1,,True,545147,438109,107038,90313,16725,1005,17730,1096,16634,16634,0.06,19.6347,3.0680,3.0513,general_schema_ratios_derived_from_cumulative_reported_values,required_metrics_complete,operating_revenue=營業收入;operating_cost=營業成本;gross_profit=營業毛利（毛損）淨額;operating_expenses=營業費用;operating_income=營業利益（損失）;non_operating_income_expense=營業外收入及支出;pretax_income=稅前淨利（淨損）;income_tax_expense=所得稅費用（利益）;net_income=本期淨利（淨損）;parent_net_income=淨利（淨損）歸屬於母公司業主;basic_eps=基本每股盈餘（元）,raw_payload_sha_and_source_row_sha_verified,False,,not_triggered,True,not_required,Current OpenAPI rows are usable only from first_observed_at forward and are not historical PIT. Exact company filing availability plus historical coverage validation is required before model use.
2026-07-16 01:31:57 Asia/Taipei,financial_statement_point_in_time_history,financial_statement_pit_v1,twse_general,official_openapi_current_snapshot,TWSE,general,https://openapi.twse.com.tw/v1/opendata/t187ap06_L_ci,sha256://70af406fc44ef35a3f32741f810e47d311e12eed4823b88d07119713093b888a,70af406fc44ef35a3f32741f810e47d311e12eed4823b88d07119713093b888a,51c38b6e1fe0a6402946f6492aff85bc7c23fb3ddcfc4f23caefd21fdc004f2b,2026-07-15,1150715,2026-07-16T01:31:56+08:00,2026-07-16T01:31:56+08:00,2026-07-16T01:31:56+08:00,first_observed_at,current_snapshot_first_observed_only,False,True,False,2026,115,1,2026Q1,official_endpoint_reported_scope,cumulative_ytd,thousand_ntd,ntd_per_share,2427,三商電,eba4d9be174dba5866f72b5cc207d4001be32fcd9793cedd2559a286749bf1db,1,1,,True,1890793,1533220,357573,290137,67436,2338,69774,14029,55745,55745,0.28,18.9113,3.5665,2.9482,general_schema_ratios_derived_from_cumulative_reported_values,required_metrics_complete,operating_revenue=營業收入;operating_cost=營業成本;gross_profit=營業毛利（毛損）淨額;operating_expenses=營業費用;operating_income=營業利益（損失）;non_operating_income_expense=營業外收入及支出;pretax_income=稅前淨利（淨損）;income_tax_expense=所得稅費用（利益）;net_income=本期淨利（淨損）;parent_net_income=淨利（淨損）歸屬於母公司業主;basic_eps=基本每股盈餘（元）,raw_payload_sha_and_source_row_sha_verified,False,,not_triggered,True,not_required,Current OpenAPI rows are usable only from first_observed_at forward and are not historical PIT. Exact company filing availability plus historical coverage validation is required before model use.
2026-07-16 01:31:57 Asia/Taipei,financial_statement_point_in_time_history,financial_statement_pit_v1,twse_general,official_openapi_current_snapshot,TWSE,general,https://openapi.twse.com.tw/v1/opendata/t187ap06_L_ci,sha256://70af406fc44ef35a3f32741f810e47d311e12eed4823b88d07119713093b888a,70af406fc44ef35a3f32741f810e47d311e12eed4823b88d07119713093b888a,3435dd45b4b0c3f064d690efbc5414aeaa069f2e9015650a6bbdc15d8ea7c1a9,2026-07-15,1150715,2026-07-16T01:31:56+08:00,2026-07-16T01:31:56+08:00,2026-07-16T01:31:56+08:00,first_observed_at,current_snapshot_first_observed_only,False,True,False,2026,115,1,2026Q1,official_endpoint_reported_scope,cumulative_ytd,thousand_ntd,ntd_per_share,2428,興勤,ed57b2f502fd54f80e1f7d2e5d2e9f05f02aae03473bb70041acfadae0537f13,1,1,,True,2053739,1356021,697718,289115,408603,-46276,362327,77885,284442,283006,2.21,33.9731,19.8956,13.8500,general_schema_ratios_derived_from_cumulative_reported_values,required_metrics_complete,operating_revenue=營業收入;operating_cost=營業成本;gross_profit=營業毛利（毛損）淨額;operating_expenses=營業費用;operating_income=營業利益（損失）;non_operating_income_expense=營業外收入及支出;pretax_income=稅前淨利（淨損）;income_tax_expense=所得稅費用（利益）;net_income=本期淨利（淨損）;parent_net_income=淨利（淨損）歸屬於母公司業主;basic_eps=基本每股盈餘（元）,raw_payload_sha_and_source_row_sha_verified,False,,not_triggered,True,not_required,Current OpenAPI rows are usable only from first_observed_at forward and are not historical PIT. Exact company filing availability plus historical coverage validation is required before model use.
2026-07-16 01:31:57 Asia/Taipei,financial_statement_point_in_time_history,financial_statement_pit_v1,twse_general,official_openapi_current_snapshot,TWSE,general,https://openapi.twse.com.tw/v1/opendata/t187ap06_L_ci,sha256://70af406fc44ef35a3f32741f810e47d311e12eed4823b88d07119713093b888a,70af406fc44ef35a3f32741f810e47d311e12eed4823b88d07119713093b888a,4f034682b1c3f2723d6cd9eaa071170b1fb4238431c1d83b9e0f8c0cdd860b6e,2026-07-15,1150715,2026-07-16T01:31:56+08:00,2026-07-16T01:31:56+08:00,2026-07-16T01:31:56+08:00,first_observed_at,current_snapshot_first_observed_only,False,True,False,2026,115,1,2026Q1,official_endpoint_reported_scope,cumulative_ytd,thousand_ntd,ntd_per_share,2429,銘旺科,2b3db924a24511cb65ff171ec7f0108ca38c758f104ec024cfba301e2046e57d,1,1,,True,109224,104592,4632,38522,-33890,-4209,-38099,265,-38364,-38194,-0.45,4.2408,-31.0280,-35.1241,general_schema_ratios_derived_from_cumulative_reported_values,required_metrics_complete,operating_revenue=營業收入;operating_cost=營業成本;gross_profit=營業毛利（毛損）淨額;operating_expenses=營業費用;operating_income=營業利益（損失）;non_operating_income_expense=營業外收入及支出;pretax_income=稅前淨利（淨損）;income_tax_expense=所得稅費用（利益）;net_income=本期淨利（淨損）;parent_net_income=淨利（淨損）歸屬於母公司業主;basic_eps=基本每股盈餘（元）,raw_payload_sha_and_source_row_sha_verified,False,,not_triggered,True,not_required,Current OpenAPI rows are usable only from first_observed_at forward and are not historical PIT. Exact company filing availability plus historical coverage validation is required before model use.
2026-07-16 01:31:57 Asia/Taipei,financial_statement_point_in_time_history,financial_statement_pit_v1,twse_general,official_openapi_current_snapshot,TWSE,general,https://openapi.twse.com.tw/v1/opendata/t187ap06_L_ci,sha256://70af406fc44ef35a3f32741f810e47d311e12eed4823b88d07119713093b888a,70af406fc44ef35a3f32741f810e47d311e12eed4823b88d07119713093b888a,fc0401e2a58c9a98a8a4db2069af4b15109f9b228d499b012e5db9a3080bd5a1,2026-07-15,1150715,2026-07-16T01:31:56+08:00,2026-07-16T01:31:56+08:00,2026-07-16T01:31:56+08:00,first_observed_at,current_snapshot_first_observed_only,False,True,False,2026,115,1,2026Q1,official_endpoint_reported_scope,cumulative_ytd,thousand_ntd,ntd_per_share,2430,燦坤,c1e938a49caaf4d811e60c6479b3f2af8f0d41791eb1ad02d345edb16de9e533,1,1,,True,4297210,3661284,635926,612861,23065,-12277,10788,2229,8559,8559,0.07,14.7986,0.5367,0.1992,general_schema_ratios_derived_from_cumulative_reported_values,required_metrics_complete,operating_revenue=營業收入;operating_cost=營業成本;gross_profit=營業毛利（毛損）淨額;operating_expenses=營業費用;operating_income=營業利益（損失）;non_operating_income_expense=營業外收入及支出;pretax_income=稅前淨利（淨損）;income_tax_expense=所得稅費用（利益）;net_income=本期淨利（淨損）;parent_net_income=淨利（淨損）歸屬於母公司業主;basic_eps=基本每股盈餘（元）,raw_payload_sha_and_source_row_sha_verified,False,,not_triggered,True,not_required,Current OpenAPI rows are usable only from first_observed_at forward and are not historical PIT. Exact company filing availability plus historical coverage validation is required before model use.
2026-07-16 01:31:57 Asia/Taipei,financial_statement_point_in_time_history,financial_statement_pit_v1,twse_general,official_openapi_current_snapshot,TWSE,general,https://openapi.twse.com.tw/v1/opendata/t187ap06_L_ci,sha256://70af406fc44ef35a3f32741f810e47d311e12eed4823b88d07119713093b888a,70af406fc44ef35a3f32741f810e47d311e12eed4823b88d07119713093b888a,dc3bceaa7ff5d1245ae415822c91e04e78846eff1fd63163c1ea11230cfc143d,2026-07-15,1150715,2026-07-16T01:31:56+08:00,2026-07-16T01:31:56+08:00,2026-07-16T01:31:56+08:00,first_observed_at,current_snapshot_first_observed_only,False,True,False,2026,115,1,2026Q1,official_endpoint_reported_scope,cumulative_ytd,thousand_ntd,ntd_per_share,2431,聯昌,54d5a65153403e5629e2b1361f87a90f5fa96a49d1d65a68da47a2acd70a6546,1,1,,True,62551,66540,-3989,23476,-27465,4996,-22469,-2,-22467,-22467,-0.2,-6.3772,-43.9082,-35.9179,general_schema_ratios_derived_from_cumulative_reported_values,required_metrics_complete,operating_revenue=營業收入;operating_cost=營業成本;gross_profit=營業毛利（毛損）淨額;operating_expenses=營業費用;operating_income=營業利益（損失）;non_operating_income_expense=營業外收入及支出;pretax_income=稅前淨利（淨損）;income_tax_expense=所得稅費用（利益）;net_income=本期淨利（淨損）;parent_net_income=淨利（淨損）歸屬於母公司業主;basic_eps=基本每股盈餘（元）,raw_payload_sha_and_source_row_sha_verified,False,,not_triggered,True,not_required,Current OpenAPI rows are usable only from first_observed_at forward and are not historical PIT. Exact company filing availability plus historical coverage validation is required before model use.
2026-07-16 01:31:57 Asia/Taipei,financial_statement_point_in_time_history,financial_statement_pit_v1,twse_general,official_openapi_current_snapshot,TWSE,general,https://openapi.twse.com.tw/v1/opendata/t187ap06_L_ci,sha256://70af406fc44ef35a3f32741f810e47d311e12eed4823b88d07119713093b888a,70af406fc44ef35a3f32741f810e47d311e12eed4823b88d07119713093b888a,9e89fee06725d2e91e6c684dcb95de0c569aa7e6e493c993da3b6551d8d6af4f,2026-07-15,1150715,2026-07-16T01:31:56+08:00,2026-07-16T01:31:56+08:00,2026-07-16T01:31:56+08:00,first_observed_at,current_snapshot_first_observed_only,False,True,False,2026,115,1,2026Q1,official_endpoint_reported_scope,cumulative_ytd,thousand_ntd,ntd_per_share,2432,倚天酷碁-創,1546153328d3563011fe842830ad5db90c502f260bcfd36e3f57cdbf79810b5b,1,1,,True,950969,847105,103864,85590,18274,2633,20907,4695,16212,16212,0.26,10.9219,1.9216,1.7048,general_schema_ratios_derived_from_cumulative_reported_values,required_metrics_complete,operating_revenue=營業收入;operating_cost=營業成本;gross_profit=營業毛利（毛損）淨額;operating_expenses=營業費用;operating_income=營業利益（損失）;non_operating_income_expense=營業外收入及支出;pretax_income=稅前淨利（淨損）;income_tax_expense=所得稅費用（利益）;net_income=本期淨利（淨損）;parent_net_income=淨利（淨損）歸屬於母公司業主;basic_eps=基本每股盈餘（元）,raw_payload_sha_and_source_row_sha_verified,False,,not_triggered,True,not_required,Current OpenAPI rows are usable only from first_observed_at forward and are not historical PIT. Exact company filing availability plus historical coverage validation is required before model use.
2026-07-16 01:31:57 Asia/Taipei,financial_statement_point_in_time_history,financial_statement_pit_v1,twse_general,official_openapi_current_snapshot,TWSE,general,https://openapi.twse.com.tw/v1/opendata/t187ap06_L_ci,sha256://70af406fc44ef35a3f32741f810e47d311e12eed4823b88d07119713093b888a,70af406fc44ef35a3f32741f810e47d311e12eed4823b88d07119713093b888a,2e6c3a865f25e404cec8baa976534c14c90bec50cab55489d68baf074c59ad84,2026-07-15,1150715,2026-07-16T01:31:56+08:00,2026-07-16T01:31:56+08:00,2026-07-16T01:31:56+08:00,first_observed_at,current_snapshot_first_observed_only,False,True,False,2026,115,1,2026Q1,official_endpoint_reported_scope,cumulative_ytd,thousand_ntd,ntd_per_share,2433,互盛電,50629a5162519987daa5bc46933dd592f33497a036e648133fa54ecf424584e0,1,1,,True,678056,441549,236507,143293,93214,3530,96744,20053,76691,72981,0.51,34.8802,13.7472,11.3104,general_schema_ratios_derived_from_cumulative_reported_values,required_metrics_complete,operating_revenue=營業收入;operating_cost=營業成本;gross_profit=營業毛利（毛損）淨額;operating_expenses=營業費用;operating_income=營業利益（損失）;non_operating_income_expense=營業外收入及支出;pretax_income=稅前淨利（淨損）;income_tax_expense=所得稅費用（利益）;net_income=本期淨利（淨損）;parent_net_income=淨利（淨損）歸屬於母公司業主;basic_eps=基本每股盈餘（元）,raw_payload_sha_and_source_row_sha_verified,False,,not_triggered,True,not_required,Current OpenAPI rows are usable only from first_observed_at forward and are not historical PIT. Exact company filing availability plus historical coverage validation is required before model use.
2026-07-16 01:31:57 Asia/Taipei,financial_statement_point_in_time_history,financial_statement_pit_v1,twse_general,official_openapi_current_snapshot,TWSE,general,https://openapi.twse.com.tw/v1/opendata/t187ap06_L_ci,sha256://70af406fc44ef35a3f32741f810e47d311e12eed4823b88d07119713093b888a,70af406fc44ef35a3f32741f810e47d311e12eed4823b88d07119713093b888a,ec51c1cc30ba142b214675a04a2c868509c4a29c054a6cf62ca404591c7a0455,2026-07-15,1150715,2026-07-16T01:31:56+08:00,2026-07-16T01:31:56+08:00,2026-07-16T01:31:56+08:00,first_observed_at,current_snapshot_first_observed_only,False,True,False,2026,115,1,2026Q1,official_endpoint_reported_scope,cumulative_ytd,thousand_ntd,ntd_per_share,2434,統懋,64c0562faf76ec37e1c13c0ffd9d8b29e8897205f69bb17680ea8625f861c3c7,1,1,,True,10860,13708,-2848,13972,-16820,15510,-1310,3419,-4729,-4729,-0.13,-26.2247,-154.8803,-43.5451,general_schema_ratios_derived_from_cumulative_reported_values,required_metrics_complete,operating_revenue=營業收入;operating_cost=營業成本;gross_profit=營業毛利（毛損）淨額;operating_expenses=營業費用;operating_income=營業利益（損失）;non_operating_income_expense=營業外收入及支出;pretax_income=稅前淨利（淨損）;income_tax_expense=所得稅費用（利益）;net_income=本期淨利（淨損）;parent_net_income=淨利（淨損）歸屬於母公司業主;basic_eps=基本每股盈餘（元）,raw_payload_sha_and_source_row_sha_verified,False,,not_triggered,True,not_required,Current OpenAPI rows are usable only from first_observed_at forward and are not historical PIT. Exact company filing availability plus historical coverage validation is required before model use.
2026-07-16 01:31:57 Asia/Taipei,financial_statement_point_in_time_history,financial_statement_pit_v1,twse_general,official_openapi_current_snapshot,TWSE,general,https://openapi.twse.com.tw/v1/opendata/t187ap06_L_ci,sha256://70af406fc44ef35a3f32741f810e47d311e12eed4823b88d07119713093b888a,70af406fc44ef35a3f32741f810e47d311e12eed4823b88d07119713093b888a,a403b046702444300cb162e67f26910217d3bca96e7fb8b1d1bba6e205b9c503,2026-07-15,1150715,2026-07-16T01:31:56+08:00,2026-07-16T01:31:56+08:00,2026-07-16T01:31:56+08:00,first_observed_at,current_snapshot_first_observed_only,False,True,False,2026,115,1,2026Q1,official_endpoint_reported_scope,cumulative_ytd,thousand_ntd,ntd_per_share,2436,偉詮電,6fd6d0f5965111a5a53063a9d70a2457a90a7cecb72e44e82014d0990a78860d,1,1,,True,1047731,696345,351386,208113,143273,31946,175219,37758,137461,137922,0.7,33.5378,13.6746,13.1199,general_schema_ratios_derived_from_cumulative_reported_values,required_metrics_complete,operating_revenue=營業收入;operating_cost=營業成本;gross_profit=營業毛利（毛損）淨額;operating_expenses=營業費用;operating_income=營業利益（損失）;non_operating_income_expense=營業外收入及支出;pretax_income=稅前淨利（淨損）;income_tax_expense=所得稅費用（利益）;net_income=本期淨利（淨損）;parent_net_income=淨利（淨損）歸屬於母公司業主;basic_eps=基本每股盈餘（元）,raw_payload_sha_and_source_row_sha_verified,False,,not_triggered,True,not_required,Current OpenAPI rows are usable only from first_observed_at forward and are not historical PIT. Exact company filing availability plus historical coverage validation is required before model use.
