date,open,high,low,close,volume,ma5,ema23,ma20,ma60,ma120,return_1d,return_5d,return_20d,volume_ratio,distance_to_ema23_pct,distance_to_ma20_pct,distance_to_high_60_pct
20251103,46.25,46.25,45.3,45.55,8820441.0,46.54,45.4662,45.785,43.68,42.9267,-0.7625,-2.5668,1.4477,0.4225,0.1843,-0.5133,-8.5341
20251104,45.4,45.9,44.25,44.3,11734006.0,46.0,45.369,45.7125,43.6908,42.9483,-2.7442,-5.7447,-3.1694,0.5797,-2.3562,-3.09,-11.0442
20251105,43.8,43.8,43.1,43.55,15674323.0,45.2,45.2174,45.6375,43.6808,42.9713,-1.693,-8.4122,-3.3296,0.7979,-3.6876,-4.5741,-12.5502
20251106,43.55,43.7,43.05,43.2,14513549.0,44.5,45.0493,45.5225,43.6592,42.9871,-0.8037,-7.4946,-5.0549,0.7361,-4.1051,-5.1019,-13.253
20251107,43.05,43.15,42.25,42.35,13545667.0,43.79,44.8244,45.3525,43.6275,43.0042,-1.9676,-7.7342,-7.4317,0.6817,-5.5201,-6.6204,-14.9598
20251110,42.75,43.45,42.5,43.3,10499227.0,43.34,44.6973,45.1925,43.6217,43.0212,2.2432,-4.9396,-6.8817,0.5623,-3.1262,-4.1876,-13.0522
20251111,43.5,43.5,42.0,42.0,14726385.0,42.88,44.4726,44.9475,43.58,43.0262,-3.0023,-5.1919,-10.4478,0.8449,-5.5597,-6.5577,-15.6627
20251112,42.8,43.8,42.6,42.8,21339941.0,42.73,44.3332,44.77,43.5608,43.0279,1.9048,-1.7222,-7.6591,1.2507,-3.4583,-4.4003,-14.0562
20251113,43.0,43.75,43.0,43.65,20776944.0,42.82,44.2762,44.69,43.5517,43.0342,1.986,1.0417,-3.5359,1.2242,-1.4144,-2.3271,-12.3494
20251114,43.2,43.2,42.2,42.25,19284981.0,42.8,44.1074,44.65,43.5425,43.0346,-3.2073,-0.2361,-1.8583,1.1604,-4.2111,-5.3751,-15.1606
20251117,42.25,42.55,41.6,41.6,14064752.0,42.46,43.8984,44.54,43.5217,43.0333,-1.5385,-3.9261,-5.0228,0.8318,-5.2358,-6.6008,-16.4659
20251118,41.5,41.75,40.65,40.85,16651787.0,42.23,43.6444,44.3275,43.5008,43.0296,-1.8029,-2.7381,-9.4235,0.9732,-6.4027,-7.845,-17.9719
20251119,40.95,41.25,40.5,40.65,10125959.0,41.8,43.3949,44.09,43.48,43.0229,-0.4896,-5.0234,-10.4626,0.597,-6.3253,-7.8022,-18.3735
20251120,41.6,41.9,41.4,41.7,9171137.0,41.41,43.2536,43.875,43.4792,43.0262,2.583,-4.4674,-9.3478,0.5579,-3.5919,-4.9573,-16.2651
20251121,41.25,41.6,40.7,40.8,12120881.0,41.12,43.0492,43.6225,43.4733,43.0154,-2.1583,-3.432,-11.0142,0.7448,-5.2246,-6.4703,-18.0723
20251124,41.15,41.5,40.8,41.05,15036050.0,41.01,42.8826,43.3375,43.4625,43.0117,0.6127,-1.3221,-12.1925,0.9347,-4.2734,-5.2783,-17.5703
20251125,41.4,41.45,41.0,41.05,8592752.0,41.05,42.7299,43.04,43.465,42.9988,0.0,0.4896,-12.6596,0.5454,-3.9313,-4.6236,-17.5703
