# PRICE_WINDOW_180

columns=date,open,high,low,close,volume,ma5,ema23,ma20,ma60,ma120,return_1d,return_5d,return_20d,volume_ratio,distance_to_ema23_pct,distance_to_ma20_pct,distance_to_high_60_pct

PRICE_WINDOW_180_ROW_001=20251106,95.5,95.5,93.6,94.9,77000.0,91.02,79.0943,91.02,91.02,91.02,-0.6283,,,0.5582,19.9833,4.2628,-3.1633

PRICE_WINDOW_180_ROW_002=20251107,94.4,94.9,93.4,94.3,71000.0,95.44,80.3615,91.5667,91.5667,91.5667,-0.6322,30.6094,,0.56,17.3448,2.9851,-3.7755

PRICE_WINDOW_180_ROW_003=20251110,92.9,93.0,89.4,89.4,150000.0,93.9,81.1147,91.2571,91.2571,91.2571,-5.1962,-7.93,,1.1529,10.2143,-2.0351,-8.7755

PRICE_WINDOW_180_ROW_004=20251111,87.5,91.3,83.2,90.0,252000.0,92.82,81.8551,91.1,91.1,91.1,0.6711,-5.6604,,1.7338,9.9503,-1.2075,-8.1633

PRICE_WINDOW_180_ROW_005=20251112,90.2,90.2,86.4,86.4,168000.0,91.0,82.2339,90.5778,90.5778,90.5778,-4.0,-9.5288,,1.1362,5.0662,-4.6124,-11.8367

PRICE_WINDOW_180_ROW_006=20251113,84.5,86.3,83.5,84.6,179000.0,88.94,82.431,89.98,89.98,89.98,-2.0833,-10.8535,,1.1856,2.6312,-5.9791,-13.6735

PRICE_WINDOW_180_ROW_007=20251114,83.6,84.9,81.8,84.6,180000.0,87.0,82.6118,89.4909,89.4909,89.4909,0.0,-10.2863,,1.1718,2.4067,-5.4653,-13.6735

PRICE_WINDOW_180_ROW_008=20251117,83.4,83.5,82.5,82.5,61000.0,85.62,82.6025,88.9083,88.9083,88.9083,-2.4823,-7.7181,,0.4181,-0.1241,-7.2078,-15.8163

PRICE_WINDOW_180_ROW_009=20251118,82.5,82.6,80.5,80.5,92000.0,83.72,82.4273,88.2615,88.2615,88.2615,-2.4242,-10.5556,,0.649,-2.3381,-8.7938,-17.8571

PRICE_WINDOW_180_ROW_010=20251119,80.2,80.7,77.3,77.7,117000.0,81.98,82.0333,87.5071,87.5071,87.5071,-3.4783,-10.0694,,0.8358,-5.2824,-11.2072,-20.7143

PRICE_WINDOW_180_ROW_011=20251120,77.9,81.5,77.9,79.7,150000.0,81.0,81.8389,86.9867,86.9867,86.9867,2.574,-5.792,,1.0665,-2.6135,-8.3768,-18.6735

