# PRICE_WINDOW_71

columns=date,open,high,low,close,volume,ma5,ema23,ma20,ma60,ma120,return_1d,return_5d,return_20d,volume_ratio,distance_to_ema23_pct,distance_to_ma20_pct,distance_to_high_60_pct

PRICE_WINDOW_180_ROW_001=20250411,10.92,11.12,10.78,11.07,1595000.0,,,,,,,,,,,,

PRICE_WINDOW_180_ROW_002=20250521,11.15,11.15,10.98,11.06,872000.0,,,,,,-0.0903,,,,,,

PRICE_WINDOW_180_ROW_003=20250908,20.78,20.78,19.7,20.0,14378000.0,,,,,,80.8318,,,,,,

PRICE_WINDOW_180_ROW_004=20250912,22.24,22.44,21.83,22.11,17704000.0,,,,,,10.55,,,,,,

PRICE_WINDOW_180_ROW_005=20250916,21.9,22.09,21.4,21.49,8313000.0,17.146,13.4063,17.146,17.146,17.146,-2.8042,,,0.9697,60.2974,25.3354,-4.2335

PRICE_WINDOW_180_ROW_006=20251015,21.42,21.63,21.02,21.5,7075000.0,19.232,14.0808,17.8717,17.8717,17.8717,0.0465,94.2186,,0.8501,52.6901,20.3022,-4.1889

PRICE_WINDOW_180_ROW_007=20251017,22.0,22.01,21.3,21.55,7458000.0,21.33,14.7032,18.3971,18.3971,18.3971,0.2326,94.8463,,0.9096,46.5664,17.1378,-3.9661

PRICE_WINDOW_180_ROW_008=20260522,39.1,40.0,38.72,39.97,39000.0,25.324,16.8088,21.0938,21.0938,21.0938,85.4756,99.85,,0.0054,137.7921,89.4874,-0.075

PRICE_WINDOW_180_ROW_009=20260525,40.65,41.8,40.5,41.48,41000.0,29.198,18.8647,23.3589,23.3589,23.3589,3.7778,87.6074,,0.0064,119.8812,77.5769,-0.7656

PRICE_WINDOW_180_ROW_010=20260526,42.09,42.53,41.63,42.0,42000.0,33.3,20.7927,25.223,25.223,25.223,1.2536,95.4397,,0.0073,101.9942,66.5147,-1.2462

PRICE_WINDOW_180_ROW_011=20260527,42.43,43.51,42.23,42.52,43000.0,37.504,22.6033,26.7955,26.7955,26.7955,1.2381,97.7674,,0.0082,88.1143,58.6836,-2.2753

PRICE_WINDOW_180_ROW_012=20260528,42.52,42.54,41.55,42.04,42000.0,41.602,24.223,28.0658,28.0658,28.0658,-1.1289,95.0812,,0.0087,73.554,49.7907,-3.3785

PRICE_WINDOW_180_ROW_013=20260529,42.81,43.7,42.2,43.12,43000.0,42.232,25.7978,29.2238,29.2238,29.2238,2.569,7.8809,,0.0097,67.1463,47.5507,-1.3272

PRICE_WINDOW_180_ROW_014=20260601,43.0,43.0,41.14,41.57,42000.0,42.25,27.1121,30.1057,30.1057,30.1057,-3.5946,0.217,,0.0102,53.3263,38.0801,-4.8741

PRICE_WINDOW_180_ROW_015=20260602,41.18,43.01,40.9,43.0,42.0,42.45,28.4361,30.9653,30.9653,30.9653,3.44,2.381,,0.0,51.2162,38.865,-1.6018

PRICE_WINDOW_180_ROW_016=20260603,43.19,45.83,43.14,45.07,45000.0,42.96,29.8223,31.8469,31.8469,31.8469,4.814,5.9972,,0.0125,51.1287,41.5209,-1.6583

PRICE_WINDOW_180_ROW_017=20260604,44.65,45.2,44.16,44.8,45000.0,43.512,31.0704,32.6088,32.6088,32.6088,-0.5991,6.5652,,0.0132,44.1887,37.3861,-2.2474

PRICE_WINDOW_180_ROW_018=20260605,45.0,45.75,44.2,44.28,45000.0,43.744,32.1712,33.2572,33.2572,33.2572,-1.1607,2.6902,,0.014,37.6386,33.144,-3.3821

PRICE_WINDOW_180_ROW_019=20260608,40.8,43.25,40.8,42.37,5340000.0,43.904,33.0211,33.7368,33.7368,33.7368,-4.3135,1.9245,,1.6063,28.3119,25.5897,-7.5496

PRICE_WINDOW_180_ROW_020=20260609,42.61,43.66,42.15,43.52,3054000.0,44.008,33.896,34.226,34.226,34.226,2.7142,1.2093,,0.9224,28.3927,27.1548,-5.0404

PRICE_WINDOW_180_ROW_021=20260610,43.52,43.7,42.32,42.32,5359000.0,43.458,34.598,35.7885,34.6114,34.6114,-2.7574,-6.1016,282.2945,1.5316,22.3192,18.2503,-7.6587

PRICE_WINDOW_180_ROW_022=20260611,42.01,43.2,41.98,42.1,4272000.0,42.918,35.2232,37.3405,34.9518,34.9518,-0.5198,-6.0268,280.651,1.1643,19.5236,12.7462,-8.1388

PRICE_WINDOW_180_ROW_023=20260612,43.2,43.5,42.42,42.66,3205000.0,42.594,35.8429,38.4735,35.287,35.287,1.3302,-3.6585,113.3,1.0304,19.0193,10.8815,-6.9169

PRICE_WINDOW_180_ROW_024=20260615,43.03,44.1,42.2,44.09,3942000.0,42.938,36.5302,39.5725,35.6538,35.6538,3.3521,4.0595,99.412,1.6274,20.6948,11.4158,-3.7966

PRICE_WINDOW_180_ROW_025=20260616,44.73,45.85,44.5,45.38,3278000.0,43.31,37.2677,40.767,36.0428,36.0428,2.9258,4.2739,111.168,1.5102,21.7678,11.3155,-1.0251

PRICE_WINDOW_180_ROW_026=20260617,45.27,46.65,45.19,46.19,2984000.0,44.084,38.0112,42.0015,36.4331,36.4331,1.7849,9.1446,114.8372,1.5178,21.5169,9.9723,-0.9861

PRICE_WINDOW_180_ROW_027=20260618,46.98,48.91,46.87,48.91,4608000.0,45.446,38.9194,43.3695,36.8952,36.8952,5.8887,16.1758,126.9606,2.5271,25.6699,12.7751,0.0

PRICE_WINDOW_180_ROW_028=20260622,49.73,50.1,48.19,49.07,7411000.0,46.728,39.7653,43.8245,37.33,37.33,0.3271,15.0258,22.7671,3.3809,23.399,11.9693,-2.0559

PRICE_WINDOW_180_ROW_029=20260623,49.7,49.79,48.0,48.1,3168000.0,47.53,40.4599,44.1555,37.7014,37.7014,-1.9768,9.095,15.9595,1.349,18.8833,8.9332,-3.992

PRICE_WINDOW_180_ROW_030=20260624,47.5,48.65,47.26,48.65,3287000.0,48.184,41.1424,44.488,38.0663,38.0663,1.1435,7.2058,15.8333,1.3092,18.2479,9.3553,-2.8942

PRICE_WINDOW_180_ROW_031=20260625,49.12,50.5,48.86,50.05,3549000.0,48.956,41.8847,44.8645,38.4529,38.4529,2.8777,8.3568,17.7093,1.3213,19.4948,11.5581,-0.8911

