date,open,high,low,close,volume,ma5,ema23,ma20,ma60,ma120,return_1d,return_5d,return_20d,volume_ratio,distance_to_ema23_pct,distance_to_ma20_pct,distance_to_high_60_pct
20251222,9.32,9.32,9.0,9.01,133000.0,9.014,8.939,8.879,8.9197,8.9762,0.2225,-1.0977,6.0,0.7131,0.7945,1.4754,-8.8979
20251223,9.01,9.09,8.9,9.01,145000.0,9.006,8.9449,8.9015,8.9182,8.9766,0.0,-0.442,5.257,0.7554,0.7278,1.2189,-8.8979
20251224,9.0,9.05,8.9,9.0,114000.0,9.002,8.9495,8.92,8.9143,8.9769,-0.111,-0.2217,4.2874,0.5876,0.5644,0.8969,-8.999
20251226,9.0,9.13,9.0,9.01,164000.0,9.004,8.9545,8.9455,8.9145,8.9773,0.1111,0.1111,6.0,0.838,0.6194,0.721,-8.8979
20251229,9.01,9.25,9.0,9.05,293000.0,9.016,8.9625,8.9675,8.9142,8.9782,0.444,0.6674,5.1103,1.4352,0.9764,0.92,-8.4934
20251230,9.05,9.09,9.0,9.06,217000.0,9.026,8.9706,8.9935,8.9148,8.9792,0.1105,0.5549,6.089,1.0316,0.9964,0.7394,-8.3923
20251231,9.06,9.14,9.06,9.13,168000.0,9.05,8.9839,9.0135,8.9165,8.9809,0.7726,1.3319,4.5819,0.8048,1.6263,1.2925,-7.6845
20260102,9.6,9.78,9.18,9.45,450000.0,9.14,9.0227,9.0485,8.921,8.9864,3.5049,5.0,8.0,2.0031,4.7354,4.4372,-4.4489
20260105,9.5,9.5,9.1,9.15,251000.0,9.168,9.0333,9.066,8.9225,8.9883,-3.1746,1.5538,3.9773,1.1198,1.2914,0.9265,-7.4823
20260106,9.18,9.48,9.07,9.39,365000.0,9.236,9.0631,9.1005,8.9282,8.9928,2.623,3.7569,7.931,1.5183,3.6073,3.1811,-5.0556
20260107,9.48,9.5,9.31,9.38,375000.0,9.3,9.0895,9.114,8.9303,8.9972,-0.1065,3.532,2.9638,1.5733,3.1963,2.9186,-5.1567
20260108,9.38,10.3,9.35,10.3,1459000.0,9.534,9.1904,9.156,8.9518,9.0117,9.8081,12.8149,8.8795,5.22,12.074,12.4945,0.0
20260109,10.5,11.3,10.0,11.3,4310000.0,9.904,9.3662,9.268,8.991,9.0368,9.7087,19.5767,24.7241,9.1034,20.6471,21.9249,0.0
20260112,11.7,12.4,11.5,12.4,5615000.0,10.554,9.619,9.441,9.0498,9.0734,9.7345,35.5191,38.7025,7.5258,28.9118,31.342,0.0
20260113,13.3,13.3,12.3,12.3,5017000.0,11.136,9.8424,9.6055,9.1063,9.1081,-0.8065,30.9904,36.515,5.0682,24.9696,28.0516,-7.5188
20260114,12.75,12.8,11.6,12.3,2201000.0,11.72,10.0472,9.765,9.1627,9.142,0.0,31.1301,35.0165,2.0194,22.4222,25.9601,-7.5188
20260115,12.4,12.4,11.4,11.65,1917000.0,11.99,10.1808,9.895,9.2068,9.1684,-5.2846,13.1068,28.7293,1.6271,14.4315,17.7362,-12.406
20260116,11.65,11.65,11.0,11.2,1891000.0,11.97,10.2657,10.004,9.2432,9.1896,-3.8627,-0.885,24.1685,1.4947,9.1012,11.9552,-15.7895
20260119,11.2,12.3,10.8,12.3,2370000.0,11.95,10.4352,10.169,9.2998,9.2216,9.8214,-0.8065,36.6667,1.7192,17.87,20.9558,-7.5188
20260120,12.8,13.5,12.5,13.5,5111000.0,12.19,10.6906,10.3945,9.3768,9.2653,9.7561,9.7561,50.1669,3.1389,26.2789,29.8764,0.0
20260121,13.9,14.5,13.05,13.5,7299000.0,12.43,10.9247,10.619,9.4518,9.3081,0.0,9.7561,49.8335,3.6741,23.5728,27.1306,-6.8966
20260122,13.1,13.5,12.7,12.85,2294000.0,12.67,11.0852,10.811,9.5177,9.3435,-4.8148,10.3004,42.6193,1.0955,15.9206,18.8604,-11.3793
20260123,12.6,12.9,11.85,12.0,1780000.0,12.83,11.1614,10.961,9.5682,9.3698,-6.6148,7.1429,33.3333,0.8175,7.5133,9.4791,-17.2414
20260126,12.15,12.95,11.3,12.8,2245000.0,12.93,11.298,11.1505,9.6338,9.4034,6.6667,4.065,42.0644,0.984,13.2948,14.7931,-11.7241
20260127,12.65,12.65,12.1,12.1,1098000.0,12.65,11.3648,11.303,9.6892,9.4296,-5.4688,-10.3704,33.7017,0.4729,6.4691,7.0512,-16.5517
20260128,12.35,12.35,11.9,11.9,901000.0,12.33,11.4094,11.445,9.7422,9.4534,-1.6529,-11.8519,31.3466,0.3825,4.3,3.9755,-17.931
20260129,12.1,12.45,11.75,12.2,978000.0,12.2,11.4753,11.5985,9.8037,9.4795,2.521,-5.0584,33.6254,0.4081,6.3155,5.186,-15.8621
20260130,12.25,12.25,11.5,11.5,852000.0,12.1,11.4773,11.701,9.8542,9.4986,-5.7377,-4.1667,21.6931,0.3526,0.1974,-1.7178,-20.6897
20260202,11.45,11.45,10.8,10.9,945000.0,11.72,11.4292,11.7885,9.8963,9.5117,-5.2174,-14.8438,19.1257,0.3855,-4.6305,-7.537,-24.8276
20260203,10.95,11.45,10.95,11.3,526000.0,11.56,11.4185,11.884,9.9313,9.5282,3.6697,-6.6116,20.3408,0.2139,-1.0374,-4.9142,-22.069
20260204,11.4,11.55,11.05,11.35,379000.0,11.45,11.4128,11.9825,9.9598,9.545,0.4425,-4.6218,21.0021,0.1541,-0.5499,-5.2785,-21.7241
20260205,11.3,11.35,11.1,11.1,283000.0,11.23,11.3867,12.0225,9.9913,9.5591,-2.2026,-9.0164,7.767,0.1179,-2.5178,-7.6731,-23.4483
20260206,11.05,11.3,10.6,11.0,536000.0,11.13,11.3545,12.0075,10.0188,9.5721,-0.9009,-4.3478,-2.6549,0.2423,-3.1218,-8.3906,-24.1379
20260209,11.5,12.1,11.5,12.1,1124000.0,11.37,11.4166,11.9925,10.0688,9.5946,10.0,11.0092,-2.4194,0.5656,5.9861,0.8964,-16.5517
20260210,12.3,12.6,11.55,11.55,1948000.0,11.42,11.4277,11.955,10.109,9.6119,-4.5455,2.2124,-6.0976,1.0622,1.0701,-3.3877,-20.3448
20260211,11.15,11.6,11.0,11.4,914000.0,11.43,11.4254,11.91,10.1498,9.6276,-1.2987,0.4405,-7.3171,0.5165,-0.2223,-4.2821,-21.3793
20260223,11.4,11.6,11.25,11.35,673000.0,11.48,11.4191,11.895,10.1968,9.6426,-0.4386,2.2523,-2.5751,0.3942,-0.6053,-4.5818,-21.7241
20260224,11.4,12.45,11.4,12.45,1362000.0,11.77,11.505,11.9575,10.262,9.6668,9.6916,13.1818,11.1607,0.8103,8.2136,4.1188,-14.1379
20260225,12.75,13.05,12.0,12.55,2727000.0,11.86,11.5921,11.97,10.3252,9.6915,0.8032,3.719,2.0325,1.6053,8.2633,4.8454,-13.4483
20260226,12.55,12.9,12.4,12.6,1611000.0,12.07,11.6761,11.925,10.391,9.7161,0.3984,9.0909,-6.6667,1.0573,7.9128,5.6604,-13.1034
20260302,12.4,12.7,11.95,12.65,1161000.0,12.32,11.7573,11.8825,10.4602,9.7408,0.3968,10.9649,-6.2963,0.9541,7.5931,6.4591,-12.7586
20260303,12.8,13.3,12.05,12.1,1389000.0,12.47,11.7858,11.845,10.5192,9.7604,-4.3478,6.6079,-5.8366,1.1856,2.6658,2.1528,-16.5517
20260304,11.6,11.9,11.0,11.25,968000.0,12.23,11.7412,11.8075,10.5628,9.7642,-7.0248,-9.6386,-6.25,0.8559,-4.1833,-4.7216,-22.4138
20260305,11.4,12.35,11.4,11.95,1024000.0,12.11,11.7586,11.765,10.6203,9.8061,6.2222,-4.7809,-6.6406,0.9571,1.628,1.5725,-17.5862
20260306,11.45,11.8,11.35,11.7,718000.0,11.93,11.7537,11.745,10.6718,9.8389,-2.0921,-7.1429,-3.3058,0.6832,-0.4568,-0.3831,-19.3103
20260309,11.0,11.1,10.7,11.0,840000.0,11.6,11.6909,11.7,10.7128,9.8556,-5.9829,-13.0435,-7.563,0.8016,-5.9096,-5.9829,-24.1379
20260310,11.15,11.4,11.1,11.2,504000.0,11.42,11.65,11.65,10.754,9.8664,1.8182,-7.438,-8.1967,0.4921,-3.8625,-3.8627,-22.7586
20260311,10.8,11.55,10.8,11.3,692000.0,11.43,11.6208,11.64,10.7965,9.8801,0.8929,0.4444,-1.7391,0.681,-2.7607,-2.921,-22.069
20260312,11.3,11.55,11.1,11.45,419000.0,11.33,11.6066,11.6675,10.8407,9.8974,1.3274,-4.1841,5.0459,0.4233,-1.349,-1.8642,-21.0345
20260313,11.15,11.45,11.0,11.15,454000.0,11.22,11.5685,11.66,10.8815,9.9124,-2.6201,-4.7009,-1.3274,0.4603,-3.6178,-4.3739,-23.1034
20260316,11.3,11.5,11.05,11.2,536000.0,11.26,11.5378,11.6525,10.9163,9.9274,0.4484,1.8182,-1.3216,0.5392,-2.9279,-3.8833,-22.7586
20260317,11.45,12.3,11.4,12.3,1214000.0,11.48,11.6013,11.7125,10.9637,9.9532,9.8214,9.8214,10.8108,1.1665,6.0223,5.016,-15.1724
20260318,13.3,13.35,12.25,12.25,3145000.0,11.67,11.6554,11.775,11.0168,9.9786,-0.4065,8.4071,11.3636,2.6854,5.1016,4.034,-15.5172
20260319,11.7,12.2,11.7,12.0,1019000.0,11.78,11.6841,11.77,11.0678,10.0023,-2.0408,4.8035,-0.8264,0.874,2.7036,1.9541,-17.2414
20260320,12.25,12.25,11.75,11.8,713000.0,11.91,11.6938,11.7825,11.1143,10.024,-1.6667,5.8296,2.1645,0.6457,0.9085,0.1485,-18.6207
20260323,11.5,11.75,11.2,11.3,533000.0,11.93,11.661,11.7775,11.1508,10.0419,-4.2373,0.8929,-0.8772,0.4912,-3.0954,-4.0543,-22.069
20260324,11.9,11.9,11.2,11.5,546000.0,11.77,11.6475,11.785,11.1917,10.0617,1.7699,-6.5041,1.3216,0.5061,-1.2667,-2.4183,-20.6897
20260325,11.5,11.75,11.35,11.5,369000.0,11.62,11.6352,11.7375,11.233,10.08,0.0,-6.1224,-7.6305,0.3586,-1.1624,-2.0234,-20.6897
20260326,11.75,11.75,11.4,11.4,440000.0,11.5,11.6156,11.68,11.273,10.0989,-0.8696,-5.0,-9.1633,0.481,-1.8565,-2.3973,-21.3793
20260327,11.3,11.45,11.25,11.4,251000.0,11.42,11.5977,11.62,11.3132,10.1177,0.0,-3.3898,-9.5238,0.2964,-1.7044,-1.8933,-21.3793
