# PRICE_WINDOW_160

columns=date,open,high,low,close,volume,ma5,ema23,ma20,ma60,ma120,return_1d,return_5d,return_20d,volume_ratio,distance_to_ema23_pct,distance_to_ma20_pct,distance_to_high_60_pct

PRICE_WINDOW_180_ROW_001=20250407,14.95,16.3,14.9,16.3,4782731.0,,,,,,,,,,,,

PRICE_WINDOW_180_ROW_002=20251103,9.4,9.41,9.33,9.35,499000.0,,,,,,-42.638,,,,,,

PRICE_WINDOW_180_ROW_003=20251104,9.36,9.37,9.3,9.33,317000.0,,,,,,-0.2139,,,,,,

PRICE_WINDOW_180_ROW_004=20251105,9.33,9.33,9.23,9.23,443000.0,,,,,,-1.0718,,,,,,

PRICE_WINDOW_180_ROW_005=20251106,9.26,9.75,9.26,9.7,782000.0,10.782,14.2758,10.782,10.782,10.782,5.0921,,,0.573,-32.0527,-10.0352,-40.4908

PRICE_WINDOW_180_ROW_006=20251107,9.66,9.66,9.56,9.6,419000.0,9.442,13.8861,10.585,10.585,10.585,-1.0309,-41.1043,,0.3471,-30.8662,-9.3056,-41.1043

PRICE_WINDOW_180_ROW_007=20251110,9.56,9.56,9.32,9.38,338000.0,9.448,13.5106,10.4129,10.4129,10.4129,-2.2917,0.3209,,0.3121,-30.5731,-9.9191,-42.454

PRICE_WINDOW_180_ROW_008=20251111,9.43,9.56,9.38,9.4,297000.0,9.462,13.1681,10.2863,10.2863,10.2863,0.2132,0.7503,,0.3016,-28.6151,-8.6159,-42.3313

PRICE_WINDOW_180_ROW_009=20251112,9.47,9.61,9.44,9.6,267000.0,9.536,12.8707,10.21,10.21,10.21,2.1277,4.0087,,0.295,-25.4121,-5.9745,-41.1043

PRICE_WINDOW_180_ROW_010=20251113,9.64,9.85,9.63,9.76,476000.0,9.548,12.6115,10.165,10.165,10.165,1.6667,0.6186,,0.5522,-22.6103,-3.9843,-40.1227

PRICE_WINDOW_180_ROW_011=20251114,9.8,9.85,9.7,9.78,327000.0,9.584,12.3755,10.13,10.13,10.13,0.2049,1.875,,0.402,-20.9731,-3.4551,-40.0

PRICE_WINDOW_180_ROW_012=20251117,9.83,9.83,9.66,9.67,240000.0,9.642,12.1501,10.0917,10.0917,10.0917,-1.1247,3.0917,,0.3135,-20.412,-4.1784,-40.6748

PRICE_WINDOW_180_ROW_013=20251118,9.67,9.67,9.45,9.52,295000.0,9.666,11.9309,10.0477,10.0477,10.0477,-1.5512,1.2766,,0.4044,-20.2072,-5.2519,-41.5951

PRICE_WINDOW_180_ROW_014=20251119,9.45,9.5,9.43,9.46,143000.0,9.638,11.725,10.0057,10.0057,10.0057,-0.6303,-1.4583,,0.208,-19.3176,-5.454,-41.9632

PRICE_WINDOW_180_ROW_015=20251120,9.53,9.53,9.45,9.48,135000.0,9.582,11.5379,9.9707,9.9707,9.9707,0.2114,-2.8689,,0.2075,-17.8361,-4.9211,-41.8405

PRICE_WINDOW_180_ROW_016=20251121,9.48,9.53,9.37,9.38,301000.0,9.502,11.3581,9.9338,9.9338,9.9338,-1.0549,-4.09,,0.4786,-17.4156,-5.5744,-42.454

PRICE_WINDOW_180_ROW_017=20251124,9.4,9.45,9.38,9.42,121000.0,9.452,11.1966,9.9035,9.9035,9.9035,0.4264,-2.5853,,0.202,-15.8671,-4.8824,-42.2086

PRICE_WINDOW_180_ROW_018=20251125,9.44,9.5,9.41,9.5,92000.0,9.448,11.0552,9.8811,9.8811,9.8811,0.8493,-0.2101,,0.1612,-14.0675,-3.857,-41.7178

PRICE_WINDOW_180_ROW_019=20251126,9.46,9.65,9.46,9.61,167000.0,9.478,10.9348,9.8668,9.8668,9.8668,1.1579,1.5856,,0.3039,-12.1151,-2.6031,-41.0429

PRICE_WINDOW_180_ROW_020=20251127,9.6,9.66,9.6,9.63,98000.0,9.508,10.826,9.855,9.855,9.855,0.2081,1.5823,,0.186,-11.0477,-2.2831,-40.9202

PRICE_WINDOW_180_ROW_021=20251128,9.64,9.7,9.63,9.66,129000.0,9.564,10.7289,9.523,9.8457,9.8457,0.3115,2.9851,-40.7362,0.4383,-9.9625,1.4386,-40.7362

PRICE_WINDOW_180_ROW_022=20251201,9.68,9.69,9.65,9.68,128000.0,9.616,10.6415,9.5395,9.8382,9.8382,0.207,2.7601,3.5294,0.4642,-9.035,1.4728,-40.6135

PRICE_WINDOW_180_ROW_023=20251202,9.68,9.86,9.68,9.81,458000.0,9.678,10.5722,9.5635,9.837,9.837,1.343,3.2632,5.1447,1.6195,-7.2092,2.5775,-39.816

PRICE_WINDOW_180_ROW_024=20251203,9.84,9.84,9.78,9.79,189000.0,9.714,10.507,9.5915,9.835,9.835,-0.2039,1.873,6.0672,0.6997,-6.8239,2.0695,-39.9387

PRICE_WINDOW_180_ROW_025=20251204,9.8,9.89,9.78,9.8,231000.0,9.748,10.4481,9.5965,9.8336,9.8336,0.1021,1.7653,1.0309,0.9524,-6.2028,2.1206,-39.8773

PRICE_WINDOW_180_ROW_026=20251205,9.7,9.83,9.7,9.72,203000.0,9.76,10.3874,9.6025,9.8292,9.8292,-0.8163,0.6211,1.25,0.8759,-6.4251,1.2236,-40.3681

PRICE_WINDOW_180_ROW_027=20251208,9.72,9.72,9.65,9.69,141000.0,9.762,10.3293,9.618,9.8241,9.8241,-0.3086,0.1033,3.3049,0.6354,-6.189,0.7486,-40.5521

PRICE_WINDOW_180_ROW_028=20251209,9.71,9.71,9.64,9.67,142000.0,9.734,10.2743,9.6315,9.8186,9.8186,-0.2064,-1.4271,2.8723,0.6631,-5.8821,0.3997,-40.6748

PRICE_WINDOW_180_ROW_029=20251210,9.76,10.1,9.73,9.88,718000.0,9.752,10.2415,9.6455,9.8207,9.8207,2.1717,0.9193,2.9167,3.0334,-3.5296,2.4312,-39.3865

PRICE_WINDOW_180_ROW_030=20251211,10.05,10.1,9.9,10.0,658000.0,9.792,10.2214,9.6575,9.8267,9.8267,1.2146,2.0408,2.459,2.677,-2.1656,3.5465,-38.6503

PRICE_WINDOW_180_ROW_031=20251212,10.0,10.0,9.95,10.0,237000.0,9.848,10.2029,9.6685,9.8323,9.8323,0.0,2.8807,2.2495,0.9822,-1.9888,3.4287,-38.6503

PRICE_WINDOW_180_ROW_032=20251215,9.96,9.99,9.9,9.97,328000.0,9.904,10.1835,9.6835,9.8366,9.8366,-0.3,2.8896,3.1024,1.335,-2.0965,2.9586,-38.8344

PRICE_WINDOW_180_ROW_033=20251216,9.96,10.0,9.9,9.93,328000.0,9.956,10.1624,9.704,9.8394,9.8394,-0.4012,2.6887,4.3067,1.3261,-2.2866,2.3289,-39.0798

PRICE_WINDOW_180_ROW_034=20251217,9.93,9.95,9.92,9.92,118000.0,9.964,10.1422,9.727,9.8418,9.8418,-0.1007,0.4049,4.8626,0.4795,-2.1906,1.9842,-39.1411

PRICE_WINDOW_180_ROW_035=20251218,9.93,9.97,9.93,9.94,146000.0,9.952,10.1253,9.75,9.8446,9.8446,0.2016,-0.6,4.8523,0.5919,-1.8304,1.9487,-39.0184

PRICE_WINDOW_180_ROW_036=20251219,9.95,9.97,9.93,9.93,129000.0,9.938,10.1091,9.7775,9.8469,9.8469,-0.1006,-0.7,5.8635,0.5419,-1.7712,1.5597,-39.0798

PRICE_WINDOW_180_ROW_037=20251222,9.94,10.05,9.94,10.0,410000.0,9.944,10.1,9.8065,9.8511,9.8511,0.7049,0.3009,6.1571,1.6238,-0.9898,1.9732,-38.6503

PRICE_WINDOW_180_ROW_038=20251223,10.05,10.1,10.0,10.05,440000.0,9.968,10.0958,9.834,9.8563,9.8563,0.5,1.2085,5.7895,1.6302,-0.4537,2.1965,-38.3436

PRICE_WINDOW_180_ROW_039=20251224,10.1,10.3,10.05,10.2,882000.0,10.024,10.1045,9.8635,9.8651,9.8651,1.4925,2.8226,6.1394,2.8857,0.9453,3.4116,-37.4233

PRICE_WINDOW_180_ROW_040=20251226,10.2,10.6,10.2,10.5,1193000.0,10.136,10.1374,9.907,9.881,9.881,2.9412,5.6338,9.0343,3.3102,3.5764,5.9857,-35.5828

PRICE_WINDOW_180_ROW_041=20251229,10.65,10.7,10.3,10.35,928000.0,10.22,10.1552,9.9415,9.8924,9.8924,-1.4286,4.2296,7.1429,2.318,1.9187,4.109,-36.5031

PRICE_WINDOW_180_ROW_042=20251230,10.3,10.45,10.2,10.35,358000.0,10.29,10.1714,9.975,9.9033,9.9033,0.0,3.5,6.9215,0.8692,1.756,3.7594,-36.5031

PRICE_WINDOW_180_ROW_043=20251231,10.45,10.5,10.25,10.25,270000.0,10.33,10.1779,9.997,9.9114,9.9114,-0.9662,1.99,4.4852,0.6709,0.708,2.5308,-37.1166

PRICE_WINDOW_180_ROW_044=20260102,10.25,10.4,10.25,10.3,281000.0,10.35,10.1881,10.0225,9.9202,9.9202,0.4878,0.9804,5.2094,0.6903,1.0982,2.7688,-36.8098

