# PRICE_WINDOW_180

columns=date,open,high,low,close,volume,ma5,ema23,ma20,ma60,ma120,return_1d,return_5d,return_20d,volume_ratio,distance_to_ema23_pct,distance_to_ma20_pct,distance_to_high_60_pct

PRICE_WINDOW_180_ROW_001=20251124,59.2,59.2,56.9,57.3,28000.0,58.3,60.6967,59.71,59.213,59.213,-1.8836,-3.0457,7.1028,0.5142,-5.5962,-4.0362,-20.306

PRICE_WINDOW_180_ROW_002=20251125,57.1,58.5,57.0,57.1,36000.0,57.92,60.397,59.625,59.125,59.125,-0.349,-3.2203,-2.8912,0.715,-5.4588,-4.2348,-20.5841

PRICE_WINDOW_180_ROW_003=20251126,57.5,58.5,57.1,57.1,31000.0,57.82,60.1222,59.13,59.044,59.044,0.0,-0.8681,-14.7761,0.7168,-5.0268,-3.4331,-20.5841

PRICE_WINDOW_180_ROW_004=20251127,57.1,58.0,57.0,57.3,39000.0,57.44,59.887,58.785,58.9769,58.9769,0.3503,-3.2095,-10.7477,0.9398,-4.3199,-2.5262,-20.306

PRICE_WINDOW_180_ROW_005=20251128,57.8,60.2,57.3,59.9,56000.0,57.74,59.8881,58.725,59.0111,59.0111,4.5375,2.5685,-1.964,1.4341,0.0198,2.0009,-16.6898

PRICE_WINDOW_180_ROW_006=20251201,61.7,61.7,59.2,60.5,47000.0,58.38,59.9391,58.775,59.0643,59.0643,1.0017,5.5846,1.6807,1.1765,0.9358,2.9349,-15.8554

PRICE_WINDOW_180_ROW_007=20251202,60.5,60.5,59.3,59.4,15000.0,58.84,59.8942,58.845,59.0759,59.0759,-1.8182,4.028,2.4138,0.3774,-0.8251,0.9432,-17.3853

PRICE_WINDOW_180_ROW_008=20251203,60.6,60.6,59.5,60.0,10000.0,59.42,59.903,58.955,59.1067,59.1067,1.0101,5.0788,3.8062,0.2538,0.1619,1.7725,-16.5508

PRICE_WINDOW_180_ROW_009=20251204,60.3,60.8,60.1,60.5,54000.0,60.06,59.9528,59.12,59.1516,59.1516,0.8333,5.5846,5.7692,1.3333,0.9128,2.3342,-15.8554

PRICE_WINDOW_180_ROW_010=20251205,60.7,66.5,60.4,66.5,618000.0,61.38,60.4984,59.58,59.3812,59.3812,9.9174,11.0184,16.0558,8.7288,9.9203,11.6146,-7.5104

