# PRICE_WINDOW_180

columns=date,open,high,low,close,volume,ma5,ema23,ma20,ma60,ma120,return_1d,return_5d,return_20d,volume_ratio,distance_to_ema23_pct,distance_to_ma20_pct,distance_to_high_60_pct

PRICE_WINDOW_180_ROW_001=20251119,28.7,29.7,28.7,29.7,7000.0,28.59,34.9646,36.16,39.842,39.842,6.4516,-6.3091,-28.0,0.2465,-15.0569,-17.865,-39.9393

PRICE_WINDOW_180_ROW_002=20251120,29.7,30.6,29.7,30.6,5000.0,28.73,34.6009,35.6275,39.6608,39.6608,3.0303,2.3411,-25.8182,0.1799,-11.563,-14.1113,-38.1193

PRICE_WINDOW_180_ROW_003=20251121,30.85,30.85,30.85,30.85,1000.0,29.36,34.2883,35.0525,39.4913,39.4913,0.817,11.3718,-27.1547,0.0365,-10.0276,-11.9892,-37.6138

PRICE_WINDOW_180_ROW_004=20251124,31.2,31.2,31.2,31.2,1000.0,30.05,34.031,34.5275,39.3349,39.3349,1.1345,12.4324,-25.1799,0.0367,-8.3188,-9.6372,-36.906

PRICE_WINDOW_180_ROW_005=20251125,29.45,30.35,29.0,30.35,9000.0,30.54,33.7242,33.965,39.1685,39.1685,-2.7244,8.7814,-27.0433,0.3607,-10.0053,-10.6433,-38.6249

PRICE_WINDOW_180_ROW_006=20251126,30.35,30.35,28.5,29.2,12000.0,30.44,33.3472,33.4,38.9873,38.9873,-3.7891,-1.6835,-27.9012,0.4938,-12.4364,-12.5749,-40.9505

PRICE_WINDOW_180_ROW_007=20251127,29.1,29.1,28.3,28.3,4000.0,29.98,32.9266,32.8,38.7964,38.7964,-3.0822,-7.5163,-29.7767,0.179,-14.0512,-13.7195,-42.7705

PRICE_WINDOW_180_ROW_008=20251128,29.0,29.6,29.0,29.6,2000.0,29.73,32.6494,32.27,38.6351,38.6351,4.5936,-4.0519,-26.3682,0.0926,-9.3398,-8.2739,-40.1416

PRICE_WINDOW_180_ROW_009=20251202,30.4,30.4,30.4,30.4,1000.0,29.57,32.4619,31.815,38.4931,38.4931,2.7027,-2.5641,-23.038,0.0483,-6.3518,-4.4476,-38.5238

PRICE_WINDOW_180_ROW_010=20251204,28.55,30.0,28.55,30.0,3000.0,29.5,32.2568,31.345,38.3492,38.3492,-1.3158,-1.1532,-23.8579,0.1583,-6.9963,-4.291,-39.3327

PRICE_WINDOW_180_ROW_011=20251205,29.5,29.5,29.5,29.5,1000.0,29.56,32.027,30.83,38.2017,38.2017,-1.6667,1.0274,-25.8794,0.0538,-7.8903,-4.314,-40.3438

PRICE_WINDOW_180_ROW_012=20251208,29.1,29.6,29.0,29.6,9000.0,29.82,31.8248,30.36,38.3117,38.0607,0.339,4.5936,-24.1026,0.4737,-6.9907,-2.5033,-40.1416

