# PRICE_WINDOW_180

columns=date,open,high,low,close,volume,ma5,ema23,ma20,ma60,ma120,return_1d,return_5d,return_20d,volume_ratio,distance_to_ema23_pct,distance_to_ma20_pct,distance_to_high_60_pct

PRICE_WINDOW_180_ROW_001=20251208,132.0,133.0,130.0,133.0,955000.0,131.7,127.6126,126.9,125.4059,125.4059,0.0,0.7576,0.0,0.4986,4.2217,4.8069,-4.6595

PRICE_WINDOW_180_ROW_002=20251209,132.5,135.0,132.0,132.0,1071000.0,132.0,127.9782,126.975,125.5943,125.5943,-0.7519,1.1494,1.1494,0.5838,3.1426,3.9575,-5.3763

PRICE_WINDOW_180_ROW_003=20251210,133.0,134.5,128.0,128.5,1010000.0,131.7,128.0217,126.95,125.675,125.675,-2.6515,-1.1538,-0.3876,0.5693,0.3736,1.221,-7.8853

PRICE_WINDOW_180_ROW_004=20251211,130.5,133.5,128.5,128.5,2317000.0,131.0,128.0616,126.75,125.7514,125.7514,0.0,-2.6515,-3.0189,1.3199,0.3424,1.3807,-7.8853

PRICE_WINDOW_180_ROW_005=20251212,131.0,134.0,127.0,127.5,1627000.0,129.9,128.0148,126.75,125.7974,125.7974,-0.7782,-4.1353,0.0,0.9431,-0.4021,0.5917,-8.6022

PRICE_WINDOW_180_ROW_006=20251215,125.0,128.5,124.0,127.0,597000.0,128.7,127.9302,126.75,125.8282,125.8282,-0.3922,-4.5113,0.0,0.3599,-0.7271,0.1972,-8.9606

PRICE_WINDOW_180_ROW_007=20251216,126.5,127.5,122.5,125.0,705000.0,127.3,127.686,126.925,125.8075,125.8075,-1.5748,-5.303,2.8807,0.4489,-2.1036,-1.5166,-10.3943

PRICE_WINDOW_180_ROW_008=20251217,125.5,131.5,125.5,129.0,1876000.0,127.4,127.7955,127.425,125.8854,125.8854,3.2,0.3891,8.4034,1.1622,0.9425,1.236,-7.5269

PRICE_WINDOW_180_ROW_009=20251218,128.5,130.0,124.5,125.5,835000.0,126.8,127.6042,127.625,125.8762,125.8762,-2.7132,-2.3346,3.2922,0.5218,-1.649,-1.665,-10.0358

