date,open,high,low,close,volume,ma5,ema23,ma20,ma60,ma120,return_1d,return_5d,return_20d,volume_ratio,distance_to_ema23_pct,distance_to_ma20_pct,distance_to_high_60_pct
20251121,15.0,15.0,14.9,14.9,26387.0,15.03,15.1577,15.145,15.3308,15.7292,-0.9967,-1.6502,-1.6502,1.131,-1.7002,-1.6177,-9.4225
20251124,14.95,14.95,14.9,14.9,14687.0,14.98,15.1362,15.125,15.3192,15.705,0.0,-1.6502,-2.6144,0.6878,-1.5607,-1.4876,-9.4225
20251125,14.8,14.9,14.8,14.9,5000.0,14.96,15.1165,15.0975,15.3092,15.6821,0.0,-0.6667,-3.5599,0.246,-1.4325,-1.3082,-9.4225
20251126,15.0,15.2,14.9,15.05,22153.0,14.96,15.111,15.085,15.3017,15.66,1.0067,0.0,-1.634,1.0968,-0.4037,-0.232,-8.5106
20251127,15.1,15.1,15.05,15.1,10861.0,14.97,15.1101,15.08,15.295,15.6379,0.3322,0.3322,-0.6579,0.5368,-0.0667,0.1326,-8.2067
20251128,15.15,15.25,15.0,15.1,18043.0,15.01,15.1092,15.0775,15.2883,15.6158,0.0,1.3423,-0.33,0.9172,-0.0612,0.1492,-8.2067
20251201,15.0,15.15,15.0,15.1,10549.0,15.05,15.1085,15.075,15.2817,15.5933,0.0,1.3423,-0.33,0.5651,-0.0561,0.1658,-8.2067
20251202,15.1,15.15,15.1,15.1,7111.0,15.09,15.1078,15.0775,15.2742,15.5704,0.0,1.3423,0.3322,0.4326,-0.0514,0.1492,-7.6453
20251203,15.1,15.15,15.1,15.15,10073.0,15.11,15.1113,15.08,15.27,15.5475,0.3311,0.6645,0.3311,0.624,0.2562,0.4642,-7.3394
20251204,15.15,15.15,15.1,15.1,6101.0,15.11,15.1103,15.08,15.2633,15.5246,-0.33,0.0,0.0,0.4297,-0.0685,0.1326,-7.6453
20251205,15.05,15.1,15.0,15.1,9411.0,15.11,15.1095,15.08,15.2542,15.5079,0.0,0.0,0.0,0.6836,-0.0628,0.1326,-7.6453
20251208,15.1,15.1,14.9,15.0,41412.0,15.09,15.1004,15.0675,15.2458,15.4912,-0.6623,-0.6623,-1.6393,2.8304,-0.6646,-0.448,-8.2569
20251209,14.95,15.0,14.95,15.0,19000.0,15.07,15.092,15.06,15.2375,15.4746,0.0,-0.6623,-0.9901,1.2451,-0.6096,-0.3984,-8.2569
20251210,15.0,15.0,14.9,14.9,13360.0,15.02,15.076,15.0475,15.2258,15.4571,-0.6667,-1.6502,-1.6502,0.8695,-1.1674,-0.9802,-8.8685
20251211,14.95,14.95,14.85,14.95,13073.0,14.99,15.0655,15.0375,15.2158,15.4412,0.3356,-0.9934,-1.3201,0.9037,-0.7666,-0.5819,-8.5627
20251212,14.95,14.95,14.9,14.9,10360.0,14.95,15.0517,15.025,15.2067,15.4275,-0.3344,-1.3245,-1.6502,0.7047,-1.0079,-0.8319,-8.8685
20251215,14.9,14.95,14.9,14.9,18002.0,14.93,15.0391,15.0125,15.2008,15.4133,0.0,-0.6667,-1.6502,1.1807,-0.9247,-0.7494,-8.8685
20251216,14.8,14.95,14.7,14.95,21496.0,14.92,15.0316,15.01,15.1975,15.4004,0.3356,-0.3333,-0.3333,1.4913,-0.5431,-0.3997,-8.5627
20251217,14.9,14.9,14.85,14.85,21660.0,14.91,15.0165,15.0,15.1917,15.3879,-0.6689,-0.3356,-1.3289,1.4114,-1.1088,-1.0,-9.1743
20251218,14.75,14.75,14.6,14.65,16043.0,14.85,14.986,14.98,15.1825,15.3767,-1.3468,-2.0067,-2.6578,1.0193,-2.2419,-2.2029,-10.3976
20251219,14.5,14.8,14.5,14.6,50496.0,14.79,14.9538,14.965,15.1733,15.3642,-0.3413,-2.0134,-2.0134,2.9801,-2.3659,-2.439,-10.7034
20251222,14.8,15.25,14.8,15.2,126734.0,14.85,14.9743,14.98,15.1733,15.3588,4.1096,2.0134,2.0134,5.6209,1.5071,1.4686,-7.0336
20251223,15.2,16.3,15.2,15.9,338724.0,15.04,15.0515,15.03,15.1833,15.3588,4.6053,6.3545,6.7114,8.6336,5.6376,5.7884,-2.7523
20251224,16.35,16.35,15.65,15.65,88442.0,15.2,15.1013,15.06,15.1883,15.3571,-1.5723,5.3872,3.9867,2.0787,3.6332,3.9177,-4.2813
20251226,15.45,15.9,15.45,15.7,34139.0,15.41,15.1512,15.09,15.1975,15.3546,0.3195,7.1672,3.9735,0.781,3.622,4.0424,-3.9755
20251229,15.7,15.75,15.5,15.55,29836.0,15.6,15.1845,15.1125,15.2025,15.3512,-0.9554,6.5068,2.9801,0.6735,2.4074,2.895,-4.893
20251230,15.8,15.8,15.5,15.55,12231.0,15.67,15.2149,15.135,15.2092,15.3479,0.0,2.3026,2.9801,0.2756,2.2023,2.742,-4.893
20251231,15.4,15.45,15.25,15.3,23582.0,15.55,15.222,15.145,15.2075,15.3433,-1.6077,-3.7736,1.3245,0.5216,0.5124,1.0234,-6.422
20260102,15.3,15.6,15.3,15.35,56370.0,15.49,15.2327,15.155,15.205,15.3396,0.3268,-1.9169,1.3201,1.1861,0.7702,1.2867,-6.1162
20260105,15.4,15.7,15.3,15.65,90500.0,15.48,15.2675,15.1825,15.2075,15.3388,1.9544,-0.3185,3.6424,1.749,2.5057,3.0792,-4.2813
20260106,15.7,15.7,15.15,15.5,123123.0,15.47,15.2868,15.2025,15.2083,15.3371,-0.9585,-0.3215,2.649,2.1439,1.3945,1.9569,-5.1988
20260107,15.55,15.55,15.35,15.4,50950.0,15.44,15.2963,15.2225,15.2017,15.3342,-0.6452,-0.9646,2.6667,0.8799,0.6782,1.166,-5.8104
20260108,15.45,15.5,15.35,15.5,36527.0,15.48,15.3132,15.2475,15.1925,15.3325,0.6494,1.3072,3.3333,0.6214,1.2196,1.656,-5.1988
20260109,15.6,15.6,15.4,15.45,21001.0,15.5,15.3246,15.275,15.1883,15.3312,-0.3226,0.6515,3.6913,0.355,0.8181,1.1457,-5.5046
20260112,15.4,15.45,15.15,15.3,42530.0,15.43,15.3226,15.2925,15.1825,15.3338,-0.9709,-2.2364,2.3411,0.7014,-0.1474,0.049,-6.422
20260113,15.2,15.3,15.2,15.3,15380.0,15.39,15.3207,15.3125,15.1775,15.3362,0.0,-1.2903,2.6846,0.2526,-0.1351,-0.0816,-6.422
20260114,15.35,15.85,15.35,15.4,122148.0,15.39,15.3273,15.3375,15.175,15.3388,0.6536,0.0,3.3557,1.8481,0.4743,0.4075,-5.8104
20260115,15.45,15.7,15.25,15.55,51554.0,15.4,15.3459,15.3675,15.1817,15.34,0.974,0.3226,4.0134,0.7627,1.3302,1.1876,-4.893
20260116,15.7,15.7,15.35,15.4,56687.0,15.39,15.3504,15.395,15.1867,15.3392,-0.9646,-0.3236,3.7037,0.8174,0.3233,0.0325,-5.8104
20260119,15.5,15.75,15.4,15.7,64159.0,15.47,15.3795,15.4475,15.195,15.3404,1.9481,2.6144,7.1672,0.8941,2.0839,1.6346,-3.9755
20260120,15.7,15.8,15.55,15.65,39491.0,15.54,15.4021,15.5,15.2033,15.3417,-0.3185,2.2876,7.1918,0.5546,1.6098,0.9677,-4.2813
20260121,15.65,15.7,15.5,15.7,34014.0,15.6,15.4269,15.525,15.21,15.3438,0.3195,1.9481,3.2895,0.511,1.7704,1.1272,-3.9755
20260122,15.6,15.65,15.5,15.5,28887.0,15.59,15.433,15.505,15.2108,15.3446,-1.2739,-0.3215,-2.5157,0.5656,0.4343,-0.0322,-5.1988
20260123,15.5,15.5,15.45,15.5,11225.0,15.61,15.4386,15.4975,15.2142,15.3446,0.0,0.6494,-0.9585,0.2377,0.398,0.0161,-5.1988
20260126,15.5,15.5,15.2,15.45,23461.0,15.56,15.4395,15.485,15.2183,15.3446,-0.3226,-1.5924,-1.5924,0.5026,0.0679,-0.226,-5.5046
20260127,15.45,15.65,15.45,15.55,61153.0,15.54,15.4487,15.485,15.225,15.3462,0.6472,-0.639,0.0,1.2675,0.6556,0.4198,-4.893
20260128,15.4,15.55,15.4,15.55,42930.0,15.51,15.4572,15.485,15.2317,15.3483,0.0,-0.9554,0.0,0.8623,0.6006,0.4198,-4.893
20260129,15.4,15.45,15.3,15.45,62581.0,15.5,15.4566,15.4925,15.2383,15.3492,-0.6431,-0.3226,0.9804,1.2097,-0.0425,-0.2743,-5.5046
