# PRICE_WINDOW_157

columns=date,open,high,low,close,volume,ma5,ema23,ma20,ma60,ma120,return_1d,return_5d,return_20d,volume_ratio,distance_to_ema23_pct,distance_to_ma20_pct,distance_to_high_60_pct

PRICE_WINDOW_180_ROW_001=20250407,56.0,58.8,56.0,58.0,18346.0,,,,,,,,,,,,

PRICE_WINDOW_180_ROW_002=20251103,67.2,69.2,67.2,68.0,5000.0,,,,,,17.2414,,,,,,

PRICE_WINDOW_180_ROW_003=20251104,68.0,74.7,65.8,74.0,43000.0,,,,,,8.8235,,,,,,

PRICE_WINDOW_180_ROW_004=20251105,74.0,74.0,70.6,72.6,20000.0,,,,,,-1.8919,,,,,,

PRICE_WINDOW_180_ROW_005=20251106,72.6,72.6,72.6,72.6,1000.0,69.04,62.0942,69.04,69.04,69.04,0.0,,,0.0572,16.9191,5.1564,-2.8112

PRICE_WINDOW_180_ROW_006=20251107,73.0,73.0,70.1,72.3,20000.0,71.9,62.9447,69.5833,69.5833,69.5833,-0.4132,24.6552,,1.1179,14.8628,3.9042,-3.2129

PRICE_WINDOW_180_ROW_007=20251110,74.3,74.3,71.7,71.7,2000.0,72.64,63.6743,69.8857,69.8857,69.8857,-0.8299,5.4412,,0.128,12.6043,2.5961,-4.0161

PRICE_WINDOW_180_ROW_008=20251112,74.1,74.1,73.8,73.8,2000.0,72.6,64.5181,70.375,70.375,70.375,2.9289,-0.2703,,0.1437,14.3865,4.8668,-1.2048

PRICE_WINDOW_180_ROW_009=20251113,73.0,73.0,73.0,73.0,1000.0,72.68,65.2249,70.6667,70.6667,70.6667,-1.084,0.551,,0.0801,11.9204,3.3019,-2.2758

PRICE_WINDOW_180_ROW_010=20251114,70.5,70.8,68.1,70.8,7000.0,72.32,65.6895,70.68,70.68,70.68,-3.0137,-2.4793,,0.5865,7.7798,0.1698,-5.2209

PRICE_WINDOW_180_ROW_011=20251117,69.3,72.4,69.3,72.4,9000.0,72.34,66.2487,70.8364,70.8364,70.8364,2.2599,0.1383,,0.7714,9.2851,2.2074,-3.079

PRICE_WINDOW_180_ROW_012=20251118,69.9,71.8,69.9,71.8,2000.0,72.36,66.7113,70.9167,70.9167,70.9167,-0.8287,0.1395,,0.1841,7.6279,1.2456,-3.8822

