# PRICE_WINDOW_180

columns=date,open,high,low,close,volume,ma5,ema23,ma20,ma60,ma120,return_1d,return_5d,return_20d,volume_ratio,distance_to_ema23_pct,distance_to_ma20_pct,distance_to_high_60_pct

PRICE_WINDOW_180_ROW_001=20251208,37.0,37.2,36.05,36.3,146000.0,35.78,35.8486,34.76,36.3162,36.3162,-0.684,4.0115,5.5233,0.8284,1.2592,4.4304,-28.5433

PRICE_WINDOW_180_ROW_002=20251209,36.95,37.0,36.0,36.05,85000.0,36.01,35.8654,34.83,36.3086,36.3086,-0.6887,3.2951,4.0404,0.4857,0.5147,3.5027,-29.0354

PRICE_WINDOW_180_ROW_003=20251210,36.3,36.9,36.3,36.55,149000.0,36.27,35.9224,34.84,36.3153,36.3153,1.387,3.6879,0.5502,0.8827,1.747,4.9082,-28.0512

PRICE_WINDOW_180_ROW_004=20251211,37.9,37.9,36.55,36.8,154000.0,36.45,35.9956,34.8975,36.3284,36.3284,0.684,2.507,3.2258,0.9051,2.2348,5.4517,-27.5591

PRICE_WINDOW_180_ROW_005=20251212,36.3,37.0,36.3,36.6,81000.0,36.46,36.0459,34.9525,36.3355,36.3355,-0.5435,0.1368,3.0986,0.493,1.5371,4.7135,-27.9528

PRICE_WINDOW_180_ROW_006=20251215,36.2,37.6,36.1,37.2,131000.0,36.64,36.1421,35.0875,36.3577,36.3577,1.6393,2.4793,7.8261,0.8091,2.927,6.0207,-26.7717

PRICE_WINDOW_180_ROW_007=20251216,37.2,38.0,36.6,37.3,205000.0,36.89,36.2386,35.29,36.3812,36.3812,0.2688,3.4674,12.1805,1.2733,2.9289,5.6957,-26.5748

PRICE_WINDOW_180_ROW_008=20251217,37.4,38.45,37.4,37.6,220000.0,37.1,36.352,35.5025,36.411,36.411,0.8043,2.8728,12.7436,1.3142,3.433,5.908,-25.9843

PRICE_WINDOW_180_ROW_009=20251218,37.15,37.25,36.55,36.55,87000.0,37.05,36.3685,35.645,36.4143,36.4143,-2.7926,-0.6793,8.457,0.5258,0.4989,2.5389,-28.0512

PRICE_WINDOW_180_ROW_010=20251219,37.05,37.1,36.5,36.6,53000.0,37.05,36.3878,35.825,36.4186,36.4186,0.1368,0.0,10.9091,0.3292,0.5831,2.1633,-27.9528

