name,status,final_url,json_type,keys,rows,contains_1815,contains_fu_qiao,sample
UPPER_DAILY_CLOSE_o_data_with_slash_date,200,https://www.tpex.org.tw/web/stock/aftertrading/DAILY_CLOSE_quotes/stk_quote_result.php?l=zh-tw&d=115%2F05%2F15&o=data,not_json,,0,True,True,TEXT_CONTAINS_1815_OR_FUQIAO
UPPER_DAILY_CLOSE_o_json_with_slash_date,200,https://www.tpex.org.tw/web/stock/aftertrading/DAILY_CLOSE_quotes/stk_quote_result.php?l=zh-tw&d=115%2F05%2F15&o=json,dict,"['date', 'tables', 'flagField', 'stat']",2,True,True,"{'title': '上櫃股票行情', 'subtitle': '上櫃家數: 887家&nbsp;&nbsp;&nbsp;總成交金額: 319,153,924,693元&nbsp;&nbsp;&nbsp;總成交股數: 1,539,120,748股&nbsp;&nbsp;&nbsp;總成交筆數: 1,651,022筆', 'date': '115/05/15', 'listedCompanies': '887', 'totalTradingAmount': '319,153,924,693', 'totalTradingShares': '1,539,120,748', 'totalTranscations': '1,651,022', 'totalCount': 10295, 'fields': ['代號', '名稱', '收盤', '漲跌', '開盤', '最高', '最低', '均價', '成交股數', '成交金額(元)', '成交筆數', '最後買價', '最後買量(張數)', '最後賣價', '最後賣量(張數)', '發行股數', '次日 參考價', '次日 漲停價', '次日"
UPPER_DAILY_CLOSE_o_htm_with_slash_date,200,https://www.tpex.org.tw/web/stock/aftertrading/DAILY_CLOSE_quotes/stk_quote_result.php?l=zh-tw&d=115%2F05%2F15&o=htm,not_json,,0,True,True,TEXT_CONTAINS_1815_OR_FUQIAO
UPPER_DAILY_CLOSE_no_o_with_slash_date,200,https://www.tpex.org.tw/web/stock/aftertrading/DAILY_CLOSE_quotes/stk_quote_result.php?l=zh-tw&d=115%2F05%2F15,dict,"['date', 'tables', 'flagField', 'stat']",2,True,True,"{'title': '上櫃股票行情', 'subtitle': '上櫃家數: 887家&nbsp;&nbsp;&nbsp;總成交金額: 319,153,924,693元&nbsp;&nbsp;&nbsp;總成交股數: 1,539,120,748股&nbsp;&nbsp;&nbsp;總成交筆數: 1,651,022筆', 'date': '115/05/15', 'listedCompanies': '887', 'totalTradingAmount': '319,153,924,693', 'totalTradingShares': '1,539,120,748', 'totalTranscations': '1,651,022', 'totalCount': 10295, 'fields': ['代號', '名稱', '收盤', '漲跌', '開盤', '最高', '最低', '均價', '成交股數', '成交金額(元)', '成交筆數', '最後買價', '最後買量(張數)', '最後賣價', '最後賣量(張數)', '發行股數', '次日 參考價', '次日 漲停價', '次日"
UPPER_DAILY_CLOSE_o_data_no_date,200,https://www.tpex.org.tw/web/stock/aftertrading/DAILY_CLOSE_quotes/stk_quote_result.php?l=zh-tw&o=data,not_json,,0,True,True,TEXT_CONTAINS_1815_OR_FUQIAO
UPPER_DAILY_CLOSE_o_data_noslash_date,200,https://www.tpex.org.tw/web/stock/aftertrading/DAILY_CLOSE_quotes/stk_quote_result.php?l=zh-tw&d=1150515&o=data,not_json,,0,True,True,TEXT_CONTAINS_1815_OR_FUQIAO
new_zh_tw_pricing_page,200,https://www.tpex.org.tw/zh-tw/mainboard/trading/info/pricing.html?date=115%2F05%2F15,not_json,,0,False,False,"<!DOCTYPE html><html lang=""zh-Hant-tw""><head><title>上櫃股票行情 - 證券櫃檯買賣中心</title><meta charset=""utf-8""><meta name=""viewport"" content=""width=device-width, initial-scale=1.0, maximum-scale=1, user-scalable=no""><meta name=""author"" content=""""><meta name=""description"" content=""櫃買中心是國內第一個彙整國內外重要綠色相關標章，並揭示上市櫃公司取得標章情形之平台，可作為金融機構及投資人進行投融資時參考資訊之重要來源。""><meta name=""keywords"" content=""""><meta name=""Resource-type"" content=""Document""><meta property=""fb:app_id"" content=""""><meta property=""og:title"" content=""上櫃股票行情 -"
