# TDCC_WINDOW

columns=as_of_date,over_400_ratio,over_400_change_1w,over_600_ratio,over_600_change_1w,over_800_ratio,over_800_change_1w,over_1000_ratio,over_1000_change_1w,tdcc_consecutive_up_weeks,all_thresholds_up,high_thresholds_up,four_thresholds_sync_up,retail_ratio,total_shareholders

TDCC_WINDOW_ROW_001=20260430,79.71,,77.52,,76.38,,74.89,,0,False,False,False,,

TDCC_WINDOW_ROW_002=20260508,79.75,0.04000000000000625,77.56,0.04000000000000625,76.42,0.04000000000000625,74.93,0.04000000000000625,1,True,True,True,,

TDCC_WINDOW_ROW_003=20260515,79.77,0.01999999999999602,77.58,0.01999999999999602,76.44,0.01999999999999602,74.95,0.01999999999999602,2,True,True,True,,

TDCC_WINDOW_ROW_004=20260522,79.77,0.0,77.58,0.0,76.44,0.0,74.95,0.0,0,False,False,False,,

TDCC_WINDOW_ROW_005=20260529,79.96,0.18999999999999773,77.43,-0.14999999999999147,76.29,-0.14999999999999147,74.8,-0.15000000000000568,1,False,False,False,,

TDCC_WINDOW_ROW_006=20260605,79.99,0.030000000000001137,77.46,0.029999999999986926,76.32,0.029999999999986926,74.83,0.030000000000001137,2,True,True,True,,

TDCC_WINDOW_ROW_007=20260612,79.99,0.0,77.46,0.0,76.32,0.0,74.83,0.0,0,False,False,False,,

TDCC_WINDOW_ROW_008=20260618,79.99,0.0,77.46,0.0,76.32,0.0,74.83,0.0,0,False,False,False,,

TDCC_WINDOW_ROW_009=20260626,80.22,0.23000000000000398,77.45,-0.009999999999990905,76.31,-0.009999999999990905,74.82,-0.010000000000005116,1,False,False,False,,

TDCC_WINDOW_ROW_010=20260703,80.2,-0.01999999999999602,77.41,-0.04000000000000625,76.27,-0.04000000000000625,74.78,-0.03999999999999204,0,False,False,False,,
