as_of_date,over_400_ratio,over_400_change_1w,over_400_change_2w,over_400_change_3w,over_600_ratio,over_600_change_1w,over_600_change_2w,over_600_change_3w,over_800_ratio,over_800_change_1w,over_800_change_2w,over_800_change_3w,over_1000_ratio,over_1000_change_1w,over_1000_change_2w,over_1000_change_3w,tdcc_consecutive_up_weeks,all_thresholds_up,high_thresholds_up,four_thresholds_sync_up,retail_ratio,total_shareholders,source_tdcc_dataset_id,tdcc_continuity_status,tdcc_missing_official_dates
20260430,48.54,,,,45.64,,,,44.29,,,,43.69,,,,0,False,False,False,,,tdcc-20260717-494211df6cae54ae,complete,
20260508,49.93,1.3900000000000006,,,47.21,1.5700000000000003,,,46.34,2.0500000000000043,,,45.74,2.0500000000000043,,,1,True,True,True,,,tdcc-20260717-494211df6cae54ae,complete,
20260515,50.73,0.7999999999999972,2.1899999999999977,,48.46,1.25,2.8200000000000003,,47.58,1.2399999999999949,3.289999999999999,,46.98,1.2399999999999949,3.289999999999999,,2,True,True,True,,,tdcc-20260717-494211df6cae54ae,complete,
20260522,52.77,2.0400000000000063,2.8400000000000034,4.230000000000004,50.41,1.9499999999999957,3.1999999999999957,4.769999999999996,49.05,1.4699999999999989,2.7099999999999937,4.759999999999998,47.77,0.7900000000000063,2.030000000000001,4.080000000000005,3,True,True,True,,,tdcc-20260717-494211df6cae54ae,complete,
20260529,55.46,2.6899999999999977,4.730000000000004,5.530000000000001,53.13,2.720000000000006,4.670000000000002,5.920000000000002,51.79,2.740000000000002,4.210000000000001,5.449999999999996,51.19,3.4199999999999946,4.210000000000001,5.449999999999996,4,True,True,True,,,tdcc-20260717-494211df6cae54ae,complete,
20260605,55.43,-0.030000000000001137,2.6599999999999966,4.700000000000003,52.75,-0.38000000000000256,2.3400000000000034,4.289999999999999,51.83,0.03999999999999915,2.780000000000001,4.25,50.54,-0.6499999999999986,2.769999999999996,3.5600000000000023,5,False,True,False,,,tdcc-20260717-494211df6cae54ae,complete,
20260612,55.45,0.020000000000003126,-0.00999999999999801,2.6799999999999997,53.19,0.4399999999999977,0.05999999999999517,2.780000000000001,51.83,0.0,0.03999999999999915,2.780000000000001,50.54,0.0,-0.6499999999999986,2.769999999999996,6,False,False,False,,,tdcc-20260717-494211df6cae54ae,complete,
20260618,55.69,0.23999999999999488,0.259999999999998,0.22999999999999687,53.16,-0.030000000000001137,0.4099999999999966,0.02999999999999403,51.79,-0.03999999999999915,-0.03999999999999915,0.0,50.53,-0.00999999999999801,-0.00999999999999801,-0.6599999999999966,7,False,False,False,,,tdcc-20260717-494211df6cae54ae,complete,
20260626,53.82,-1.8699999999999974,-1.6300000000000026,-1.6099999999999994,51.82,-1.3399999999999963,-1.3699999999999974,-0.9299999999999997,49.96,-1.8299999999999983,-1.8699999999999974,-1.8699999999999974,48.01,-2.520000000000003,-2.530000000000001,-2.530000000000001,0,False,False,False,,,tdcc-20260717-494211df6cae54ae,complete,
20260703,54.88,1.0600000000000023,-0.8099999999999952,-0.5700000000000003,52.82,1.0,-0.3399999999999963,-0.36999999999999744,50.62,0.6599999999999966,-1.1700000000000017,-1.2100000000000009,48.74,0.730000000000004,-1.7899999999999991,-1.7999999999999972,1,True,True,True,,,tdcc-20260717-494211df6cae54ae,complete,
20260709,54.58,-0.30000000000000426,0.759999999999998,-1.1099999999999994,52.84,0.020000000000003126,1.0200000000000031,-0.3199999999999932,51.07,0.45000000000000284,1.1099999999999994,-0.7199999999999989,49.81,1.0700000000000003,1.8000000000000043,-0.7199999999999989,2,False,True,False,,,tdcc-20260717-494211df6cae54ae,complete,
20260717,55.16,0.5799999999999983,0.27999999999999403,1.3399999999999963,52.36,-0.480000000000004,-0.46000000000000085,0.5399999999999991,50.43,-0.6400000000000006,-0.18999999999999773,0.46999999999999886,49.17,-0.6400000000000006,0.4299999999999997,1.1600000000000037,3,False,False,False,,,tdcc-20260717-494211df6cae54ae,complete,
