as_of_date,over_400_ratio,over_400_change_1w,over_600_ratio,over_600_change_1w,over_800_ratio,over_800_change_1w,over_1000_ratio,over_1000_change_1w,tdcc_consecutive_up_weeks,all_thresholds_up,high_thresholds_up,four_thresholds_sync_up,retail_ratio,total_shareholders
20260430,59.83,,57.64,,55.66,,55.66,,0,False,False,False,,
20260508,58.33,-1.5,56.01,-1.6300000000000026,54.25,-1.4099999999999966,54.25,-1.4099999999999966,0,False,False,False,,
20260515,56.62,-1.7100000000000009,54.41,-1.6000000000000014,53.59,-0.6599999999999966,53.59,-0.6599999999999966,0,False,False,False,,
20260522,54.68,-1.9399999999999977,52.0,-2.4099999999999966,51.18,-2.4100000000000037,51.18,-2.4100000000000037,0,False,False,False,,
20260529,54.94,0.259999999999998,52.0,0.0,51.18,0.0,51.18,0.0,1,False,False,False,,
20260605,55.79,0.8500000000000014,52.49,0.490000000000002,51.61,0.4299999999999997,51.61,0.4299999999999997,2,True,True,True,,
20260612,55.49,-0.29999999999999716,53.39,0.8999999999999986,51.61,0.0,51.61,0.0,3,False,False,False,,
20260618,55.55,0.05999999999999517,53.42,0.030000000000001137,51.61,0.0,51.61,0.0,4,False,False,False,,
20260626,55.56,0.010000000000005116,53.42,0.0,51.61,0.0,51.61,0.0,5,False,False,False,,
20260703,57.9,2.3399999999999963,55.04,1.6199999999999974,53.23,1.6199999999999974,53.23,1.6199999999999974,6,True,True,True,,
20260717,59.97,2.0700000000000003,57.11,2.0700000000000003,54.45,1.220000000000006,54.45,1.220000000000006,7,True,True,True,,
