as_of_date,over_400_ratio,over_400_change_1w,over_400_change_2w,over_400_change_3w,over_600_ratio,over_600_change_1w,over_600_change_2w,over_600_change_3w,over_800_ratio,over_800_change_1w,over_800_change_2w,over_800_change_3w,over_1000_ratio,over_1000_change_1w,over_1000_change_2w,over_1000_change_3w,tdcc_consecutive_up_weeks,all_thresholds_up,high_thresholds_up,four_thresholds_sync_up,retail_ratio,total_shareholders,source_tdcc_dataset_id,tdcc_continuity_status,tdcc_missing_official_dates
20260618,87.92,0.030000000000001137,-0.20000000000000284,-0.20000000000000284,86.89,0.04000000000000625,-0.1700000000000017,-0.1700000000000017,85.98,0.04000000000000625,-0.1599999999999966,-0.1599999999999966,85.22,0.03999999999999204,-0.20000000000000284,-0.18999999999999773,1,True,True,True,,,tdcc-20260904-ef2f08472cf64a89,complete,
20260626,87.83,-0.09000000000000341,-0.060000000000002274,-0.29000000000000625,86.79,-0.09999999999999432,-0.05999999999998806,-0.269999999999996,85.84,-0.14000000000000057,-0.09999999999999432,-0.29999999999999716,85.11,-0.10999999999999943,-0.07000000000000739,-0.3100000000000023,0,False,False,False,,,tdcc-20260904-ef2f08472cf64a89,complete,
20260703,87.81,-0.01999999999999602,-0.10999999999999943,-0.0799999999999983,86.76,-0.030000000000001137,-0.12999999999999545,-0.0899999999999892,85.82,-0.020000000000010232,-0.1600000000000108,-0.12000000000000455,85.09,-0.01999999999999602,-0.12999999999999545,-0.09000000000000341,0,False,False,False,,,tdcc-20260904-ef2f08472cf64a89,complete,
20260709,87.74,-0.07000000000000739,-0.09000000000000341,-0.18000000000000682,86.68,-0.0799999999999983,-0.10999999999999943,-0.20999999999999375,85.76,-0.05999999999998806,-0.0799999999999983,-0.21999999999999886,85.01,-0.0799999999999983,-0.09999999999999432,-0.20999999999999375,0,False,False,False,,,tdcc-20260904-ef2f08472cf64a89,complete,
20260717,87.67,-0.06999999999999318,-0.14000000000000057,-0.1599999999999966,86.6,-0.0800000000000125,-0.1600000000000108,-0.19000000000001194,85.66,-0.10000000000000853,-0.1599999999999966,-0.18000000000000682,84.91,-0.10000000000000853,-0.18000000000000682,-0.20000000000000284,0,False,False,False,,,tdcc-20260904-ef2f08472cf64a89,complete,
20260724,87.48,-0.18999999999999773,-0.2599999999999909,-0.3299999999999983,86.39,-0.20999999999999375,-0.29000000000000625,-0.37000000000000455,85.47,-0.18999999999999773,-0.29000000000000625,-0.3499999999999943,84.7,-0.20999999999999375,-0.3100000000000023,-0.39000000000000057,0,False,False,False,,,tdcc-20260904-ef2f08472cf64a89,complete,
20260731,87.39,-0.09000000000000341,-0.28000000000000114,-0.3499999999999943,86.29,-0.09999999999999432,-0.30999999999998806,-0.39000000000000057,85.36,-0.10999999999999943,-0.29999999999999716,-0.4000000000000057,84.62,-0.0799999999999983,-0.28999999999999204,-0.39000000000000057,0,False,False,False,,,tdcc-20260904-ef2f08472cf64a89,complete,
20260807,87.43,0.04000000000000625,-0.04999999999999716,-0.23999999999999488,86.33,0.03999999999999204,-0.060000000000002274,-0.269999999999996,85.39,0.030000000000001137,-0.0799999999999983,-0.269999999999996,84.67,0.04999999999999716,-0.030000000000001137,-0.23999999999999488,1,True,True,True,,,tdcc-20260904-ef2f08472cf64a89,complete,
20260814,87.49,0.05999999999998806,0.09999999999999432,0.009999999999990905,86.39,0.060000000000002274,0.09999999999999432,0.0,85.45,0.060000000000002274,0.09000000000000341,-0.01999999999999602,84.74,0.06999999999999318,0.11999999999999034,0.03999999999999204,2,True,True,True,,,tdcc-20260904-ef2f08472cf64a89,complete,
20260821,87.47,-0.01999999999999602,0.03999999999999204,0.0799999999999983,86.37,-0.01999999999999602,0.04000000000000625,0.0799999999999983,85.44,-0.010000000000005116,0.04999999999999716,0.0799999999999983,84.71,-0.030000000000001137,0.03999999999999204,0.0899999999999892,0,False,False,False,,,tdcc-20260904-ef2f08472cf64a89,complete,
20260828,87.51,0.04000000000000625,0.020000000000010232,0.0799999999999983,86.41,0.03999999999999204,0.01999999999999602,0.0799999999999983,85.48,0.04000000000000625,0.030000000000001137,0.09000000000000341,84.75,0.04000000000000625,0.010000000000005116,0.0799999999999983,1,True,True,True,,,tdcc-20260904-ef2f08472cf64a89,complete,
20260904,87.49,-0.020000000000010232,0.01999999999999602,0.0,86.4,-0.009999999999990905,0.030000000000001137,0.010000000000005116,85.45,-0.030000000000001137,0.010000000000005116,0.0,84.74,-0.010000000000005116,0.030000000000001137,0.0,0,False,False,False,,,tdcc-20260904-ef2f08472cf64a89,complete,
