# TDCC_WINDOW

columns=as_of_date,over_400_ratio,over_400_change_1w,over_400_change_2w,over_400_change_3w,over_600_ratio,over_600_change_1w,over_600_change_2w,over_600_change_3w,over_800_ratio,over_800_change_1w,over_800_change_2w,over_800_change_3w,over_1000_ratio,over_1000_change_1w,over_1000_change_2w,over_1000_change_3w,tdcc_consecutive_up_weeks,all_thresholds_up,high_thresholds_up,four_thresholds_sync_up,retail_ratio,total_shareholders,source_tdcc_dataset_id,tdcc_continuity_status,tdcc_missing_official_dates

TDCC_WINDOW_ROW_001=20260605,65.79,0.09000000000000341,0.09000000000000341,0.13000000000000966,61.6,0.09000000000000341,0.09000000000000341,0.13000000000000256,61.6,0.09000000000000341,0.09000000000000341,0.13000000000000256,61.6,0.09000000000000341,0.09000000000000341,0.13000000000000256,1,True,True,True,,,tdcc-20260821-d1df4c843f691346,complete,

TDCC_WINDOW_ROW_002=20260612,65.81,0.01999999999999602,0.10999999999999943,0.10999999999999943,61.62,0.01999999999999602,0.10999999999999943,0.10999999999999943,61.62,0.01999999999999602,0.10999999999999943,0.10999999999999943,61.62,0.01999999999999602,0.10999999999999943,0.10999999999999943,2,True,True,True,,,tdcc-20260821-d1df4c843f691346,complete,

TDCC_WINDOW_ROW_003=20260618,65.84,0.030000000000001137,0.04999999999999716,0.14000000000000057,61.65,0.030000000000001137,0.04999999999999716,0.14000000000000057,61.65,0.030000000000001137,0.04999999999999716,0.14000000000000057,61.65,0.030000000000001137,0.04999999999999716,0.14000000000000057,3,True,True,True,,,tdcc-20260821-d1df4c843f691346,complete,

TDCC_WINDOW_ROW_004=20260626,65.84,0.0,0.030000000000001137,0.04999999999999716,61.65,0.0,0.030000000000001137,0.04999999999999716,61.65,0.0,0.030000000000001137,0.04999999999999716,61.65,0.0,0.030000000000001137,0.04999999999999716,0,False,False,False,,,tdcc-20260821-d1df4c843f691346,complete,

TDCC_WINDOW_ROW_005=20260703,65.87,0.030000000000001137,0.030000000000001137,0.060000000000002274,61.68,0.030000000000001137,0.030000000000001137,0.060000000000002274,61.68,0.030000000000001137,0.030000000000001137,0.060000000000002274,61.68,0.030000000000001137,0.030000000000001137,0.060000000000002274,1,True,True,True,,,tdcc-20260821-d1df4c843f691346,complete,

TDCC_WINDOW_ROW_006=20260709,65.87,0.0,0.030000000000001137,0.030000000000001137,61.68,0.0,0.030000000000001137,0.030000000000001137,61.68,0.0,0.030000000000001137,0.030000000000001137,61.68,0.0,0.030000000000001137,0.030000000000001137,0,False,False,False,,,tdcc-20260821-d1df4c843f691346,complete,

TDCC_WINDOW_ROW_007=20260717,65.88,0.009999999999990905,0.009999999999990905,0.03999999999999204,61.69,0.00999999999999801,0.00999999999999801,0.03999999999999915,61.69,0.00999999999999801,0.00999999999999801,0.03999999999999915,61.69,0.00999999999999801,0.00999999999999801,0.03999999999999915,1,True,True,True,,,tdcc-20260821-d1df4c843f691346,complete,

TDCC_WINDOW_ROW_008=20260724,65.92,0.04000000000000625,0.04999999999999716,0.04999999999999716,61.73,0.03999999999999915,0.04999999999999716,0.04999999999999716,61.73,0.03999999999999915,0.04999999999999716,0.04999999999999716,61.73,0.03999999999999915,0.04999999999999716,0.04999999999999716,2,True,True,True,,,tdcc-20260821-d1df4c843f691346,complete,

TDCC_WINDOW_ROW_009=20260731,65.92,0.0,0.04000000000000625,0.04999999999999716,61.73,0.0,0.03999999999999915,0.04999999999999716,61.73,0.0,0.03999999999999915,0.04999999999999716,61.73,0.0,0.03999999999999915,0.04999999999999716,0,False,False,False,,,tdcc-20260821-d1df4c843f691346,complete,

TDCC_WINDOW_ROW_010=20260807,65.92,0.0,0.0,0.04000000000000625,61.73,0.0,0.0,0.03999999999999915,61.73,0.0,0.0,0.03999999999999915,61.73,0.0,0.0,0.03999999999999915,0,False,False,False,,,tdcc-20260821-d1df4c843f691346,complete,

TDCC_WINDOW_ROW_011=20260814,65.94,0.01999999999999602,0.01999999999999602,0.01999999999999602,61.75,0.020000000000003126,0.020000000000003126,0.020000000000003126,61.75,0.020000000000003126,0.020000000000003126,0.020000000000003126,61.75,0.020000000000003126,0.020000000000003126,0.020000000000003126,1,True,True,True,,,tdcc-20260821-d1df4c843f691346,complete,

TDCC_WINDOW_ROW_012=20260821,65.98,0.04000000000000625,0.060000000000002274,0.060000000000002274,61.79,0.03999999999999915,0.060000000000002274,0.060000000000002274,61.79,0.03999999999999915,0.060000000000002274,0.060000000000002274,61.79,0.03999999999999915,0.060000000000002274,0.060000000000002274,2,True,True,True,,,tdcc-20260821-d1df4c843f691346,complete,
