# TDCC_WINDOW

columns=as_of_date,over_400_ratio,over_400_change_1w,over_600_ratio,over_600_change_1w,over_800_ratio,over_800_change_1w,over_1000_ratio,over_1000_change_1w,tdcc_consecutive_up_weeks,all_thresholds_up,high_thresholds_up,four_thresholds_sync_up,retail_ratio,total_shareholders

TDCC_WINDOW_ROW_001=20260430,87.61,,85.15,,85.15,,82.49,,0,False,False,False,,

TDCC_WINDOW_ROW_002=20260508,87.59,-0.01999999999999602,85.13,-0.020000000000010232,85.13,-0.020000000000010232,82.47,-0.01999999999999602,0,False,False,False,,

TDCC_WINDOW_ROW_003=20260515,87.59,0.0,85.13,0.0,85.13,0.0,82.47,0.0,0,False,False,False,,

TDCC_WINDOW_ROW_004=20260522,87.59,0.0,85.13,0.0,85.13,0.0,82.47,0.0,0,False,False,False,,

TDCC_WINDOW_ROW_005=20260529,87.59,0.0,85.13,0.0,85.13,0.0,82.47,0.0,0,False,False,False,,

TDCC_WINDOW_ROW_006=20260605,87.59,0.0,85.13,0.0,85.13,0.0,82.47,0.0,0,False,False,False,,

TDCC_WINDOW_ROW_007=20260612,87.6,0.009999999999990905,85.14,0.010000000000005116,85.14,0.010000000000005116,82.48,0.010000000000005116,1,True,True,True,,

TDCC_WINDOW_ROW_008=20260618,87.6,0.0,85.14,0.0,85.14,0.0,82.48,0.0,0,False,False,False,,
