as_of_date,over_400_ratio,over_400_change_1w,over_400_change_2w,over_400_change_3w,over_600_ratio,over_600_change_1w,over_600_change_2w,over_600_change_3w,over_800_ratio,over_800_change_1w,over_800_change_2w,over_800_change_3w,over_1000_ratio,over_1000_change_1w,over_1000_change_2w,over_1000_change_3w,tdcc_consecutive_up_weeks,all_thresholds_up,high_thresholds_up,four_thresholds_sync_up,retail_ratio,total_shareholders,source_tdcc_dataset_id,tdcc_continuity_status,tdcc_missing_official_dates
20260430,29.93,,,,26.24,,,,21.7,,,,19.54,,,,0,False,False,False,,,tdcc-20260717-494211df6cae54ae,complete,
20260508,30.49,0.5599999999999987,,,26.24,0.0,,,21.7,0.0,,,19.53,-0.00999999999999801,,,1,False,False,False,,,tdcc-20260717-494211df6cae54ae,complete,
20260515,30.28,-0.2099999999999973,0.3500000000000014,,26.16,-0.0799999999999983,-0.0799999999999983,,20.65,-1.0500000000000007,-1.0500000000000007,,19.53,0.0,-0.00999999999999801,,0,False,False,False,,,tdcc-20260717-494211df6cae54ae,complete,
20260522,31.12,0.8399999999999999,0.6300000000000026,1.1900000000000013,26.4,0.23999999999999844,0.16000000000000014,0.16000000000000014,21.76,1.110000000000003,0.060000000000002274,0.060000000000002274,19.51,-0.019999999999999574,-0.019999999999999574,-0.029999999999997584,1,False,True,False,,,tdcc-20260717-494211df6cae54ae,complete,
20260529,29.57,-1.5500000000000007,-0.7100000000000009,-0.9199999999999982,26.06,-0.33999999999999986,-0.10000000000000142,-0.17999999999999972,21.64,-0.120000000000001,0.990000000000002,-0.05999999999999872,19.51,0.0,-0.019999999999999574,-0.019999999999999574,0,False,False,False,,,tdcc-20260717-494211df6cae54ae,complete,
20260605,29.13,-0.4400000000000013,-1.990000000000002,-1.1500000000000021,26.16,0.10000000000000142,-0.23999999999999844,0.0,21.66,0.019999999999999574,-0.10000000000000142,1.0100000000000016,19.51,0.0,0.0,-0.019999999999999574,1,False,True,False,,,tdcc-20260717-494211df6cae54ae,complete,
20260612,29.23,0.10000000000000142,-0.33999999999999986,-1.8900000000000006,26.24,0.0799999999999983,0.17999999999999972,-0.16000000000000014,21.71,0.05000000000000071,0.07000000000000028,-0.05000000000000071,19.51,0.0,0.0,0.0,2,False,True,False,,,tdcc-20260717-494211df6cae54ae,complete,
20260618,32.44,3.2099999999999973,3.3099999999999987,2.8699999999999974,26.36,0.120000000000001,0.1999999999999993,0.3000000000000007,21.74,0.029999999999997584,0.0799999999999983,0.09999999999999787,19.49,-0.020000000000003126,-0.020000000000003126,-0.020000000000003126,3,False,True,False,,,tdcc-20260717-494211df6cae54ae,complete,
20260626,30.92,-1.519999999999996,1.6900000000000013,1.7900000000000027,26.21,-0.14999999999999858,-0.029999999999997584,0.05000000000000071,20.61,-1.129999999999999,-1.1000000000000014,-1.0500000000000007,19.49,0.0,-0.020000000000003126,-0.020000000000003126,0,False,False,False,,,tdcc-20260717-494211df6cae54ae,complete,
20260703,31.56,0.639999999999997,-0.879999999999999,2.3299999999999983,26.95,0.7399999999999984,0.5899999999999999,0.7100000000000009,20.61,0.0,-1.129999999999999,-1.1000000000000014,19.49,0.0,0.0,-0.020000000000003126,1,False,False,False,,,tdcc-20260717-494211df6cae54ae,complete,
20260709,31.1,-0.4599999999999973,0.17999999999999972,-1.3399999999999963,27.01,0.060000000000002274,0.8000000000000007,0.6500000000000021,20.61,0.0,0.0,-1.129999999999999,19.49,0.0,0.0,0.0,2,False,False,False,,,tdcc-20260717-494211df6cae54ae,complete,
20260717,32.18,1.0799999999999983,0.620000000000001,1.259999999999998,27.96,0.9499999999999993,1.0100000000000016,1.75,20.09,-0.5199999999999996,-0.5199999999999996,-0.5199999999999996,17.95,-1.5399999999999991,-1.5399999999999991,-1.5399999999999991,3,False,False,False,,,tdcc-20260717-494211df6cae54ae,complete,
