# TDCC_WINDOW

columns=as_of_date,over_400_ratio,over_400_change_1w,over_600_ratio,over_600_change_1w,over_800_ratio,over_800_change_1w,over_1000_ratio,over_1000_change_1w,tdcc_consecutive_up_weeks,all_thresholds_up,high_thresholds_up,four_thresholds_sync_up,retail_ratio,total_shareholders

TDCC_WINDOW_ROW_001=20260430,64.25,,63.13,,61.3,,59.78,,0,False,False,False,,

TDCC_WINDOW_ROW_002=20260508,64.51,0.2600000000000051,63.17,0.03999999999999915,61.33,0.030000000000001137,59.78,0.0,1,False,True,False,,

TDCC_WINDOW_ROW_003=20260515,64.29,-0.21999999999999886,63.17,0.0,61.33,0.0,59.78,0.0,0,False,False,False,,

TDCC_WINDOW_ROW_004=20260522,64.28,-0.010000000000005116,63.16,-0.010000000000005116,61.35,0.020000000000003126,59.78,0.0,1,False,True,False,,

TDCC_WINDOW_ROW_005=20260529,64.72,0.4399999999999977,63.33,0.1700000000000017,61.9,0.5499999999999972,60.33,0.5499999999999972,2,True,True,True,,

TDCC_WINDOW_ROW_006=20260605,64.81,0.09000000000000341,63.4,0.07000000000000028,61.94,0.03999999999999915,60.38,0.05000000000000426,3,True,True,True,,

TDCC_WINDOW_ROW_007=20260612,62.29,-2.520000000000003,61.19,-2.210000000000001,58.63,-3.309999999999995,58.1,-2.280000000000001,0,False,False,False,,

TDCC_WINDOW_ROW_008=20260618,62.34,0.05000000000000426,60.93,-0.259999999999998,59.1,0.46999999999999886,58.1,0.0,1,False,True,False,,

TDCC_WINDOW_ROW_009=20260626,62.14,-0.20000000000000284,61.04,0.10999999999999943,58.86,-0.240000000000002,57.87,-0.23000000000000398,2,False,False,False,,

TDCC_WINDOW_ROW_010=20260703,61.97,-0.1700000000000017,60.89,-0.14999999999999858,58.32,-0.5399999999999991,57.3,-0.5700000000000003,0,False,False,False,,
