# TDCC_WINDOW

columns=as_of_date,over_400_ratio,over_400_change_1w,over_600_ratio,over_600_change_1w,over_800_ratio,over_800_change_1w,over_1000_ratio,over_1000_change_1w,tdcc_consecutive_up_weeks,all_thresholds_up,high_thresholds_up,four_thresholds_sync_up,retail_ratio,total_shareholders

TDCC_WINDOW_ROW_001=20260430,51.42,,48.96,,48.13,,48.13,,0,False,False,False,,

TDCC_WINDOW_ROW_002=20260508,51.39,-0.030000000000001137,48.93,-0.030000000000001137,48.1,-0.030000000000001137,48.1,-0.030000000000001137,0,False,False,False,,

TDCC_WINDOW_ROW_003=20260515,51.42,0.030000000000001137,48.96,0.030000000000001137,48.13,0.030000000000001137,48.13,0.030000000000001137,1,True,True,True,,

TDCC_WINDOW_ROW_004=20260522,51.37,-0.05000000000000426,48.91,-0.05000000000000426,48.08,-0.05000000000000426,48.08,-0.05000000000000426,0,False,False,False,,

TDCC_WINDOW_ROW_005=20260529,51.41,0.03999999999999915,48.95,0.04000000000000625,48.12,0.03999999999999915,48.12,0.03999999999999915,1,True,True,True,,

TDCC_WINDOW_ROW_006=20260605,51.33,-0.0799999999999983,48.87,-0.0800000000000054,48.04,-0.0799999999999983,48.04,-0.0799999999999983,0,False,False,False,,

TDCC_WINDOW_ROW_007=20260612,51.15,-0.17999999999999972,48.69,-0.17999999999999972,47.82,-0.21999999999999886,46.49,-1.5499999999999972,0,False,False,False,,

TDCC_WINDOW_ROW_008=20260618,50.98,-0.1700000000000017,48.52,-0.1699999999999946,47.65,-0.1700000000000017,46.49,0.0,0,False,False,False,,
