# TDCC_WINDOW

columns=as_of_date,over_400_ratio,over_400_change_1w,over_600_ratio,over_600_change_1w,over_800_ratio,over_800_change_1w,over_1000_ratio,over_1000_change_1w,tdcc_consecutive_up_weeks,all_thresholds_up,high_thresholds_up,four_thresholds_sync_up,retail_ratio,total_shareholders

TDCC_WINDOW_ROW_001=20260430,44.08,,41.59,,39.97,,39.22,,0,False,False,False,,

TDCC_WINDOW_ROW_002=20260508,43.83,-0.25,41.53,-0.060000000000002274,40.03,0.060000000000002274,39.15,-0.07000000000000028,1,False,True,False,,

TDCC_WINDOW_ROW_003=20260515,43.88,0.05000000000000426,41.78,0.25,40.03,0.0,39.14,-0.00999999999999801,2,False,False,False,,

TDCC_WINDOW_ROW_004=20260522,43.91,0.02999999999999403,41.77,-0.00999999999999801,40.24,0.21000000000000085,38.89,-0.25,3,False,True,False,,

TDCC_WINDOW_ROW_005=20260529,43.61,-0.29999999999999716,41.45,-0.3200000000000003,39.92,-0.3200000000000003,39.04,0.14999999999999858,4,False,True,False,,

TDCC_WINDOW_ROW_006=20260605,43.74,0.13000000000000256,41.57,0.11999999999999744,39.89,-0.030000000000001137,38.99,-0.04999999999999716,5,False,False,False,,

TDCC_WINDOW_ROW_007=20260612,43.81,0.07000000000000028,41.74,0.1700000000000017,40.23,0.3399999999999963,39.2,0.21000000000000085,6,True,True,True,,

TDCC_WINDOW_ROW_008=20260618,43.74,-0.07000000000000028,41.67,-0.07000000000000028,40.39,0.1600000000000037,39.49,0.28999999999999915,7,False,True,False,,
