as_of_date,over_400_ratio,over_400_change_1w,over_400_change_2w,over_400_change_3w,over_600_ratio,over_600_change_1w,over_600_change_2w,over_600_change_3w,over_800_ratio,over_800_change_1w,over_800_change_2w,over_800_change_3w,over_1000_ratio,over_1000_change_1w,over_1000_change_2w,over_1000_change_3w,tdcc_consecutive_up_weeks,all_thresholds_up,high_thresholds_up,four_thresholds_sync_up,retail_ratio,total_shareholders,source_tdcc_dataset_id,tdcc_continuity_status,tdcc_missing_official_dates
20260430,83.05,,,,81.35,,,,81.35,,,,81.35,,,,0,False,False,False,,,tdcc-20260717-494211df6cae54ae,complete,
20260508,83.05,0.0,,,81.35,0.0,,,81.35,0.0,,,81.35,0.0,,,0,False,False,False,,,tdcc-20260717-494211df6cae54ae,complete,
20260515,83.06,0.010000000000005116,0.010000000000005116,,81.35,0.0,0.0,,81.35,0.0,0.0,,81.35,0.0,0.0,,1,False,False,False,,,tdcc-20260717-494211df6cae54ae,complete,
20260522,83.06,0.0,0.010000000000005116,0.010000000000005116,81.35,0.0,0.0,0.0,81.35,0.0,0.0,0.0,81.35,0.0,0.0,0.0,0,False,False,False,,,tdcc-20260717-494211df6cae54ae,complete,
20260529,83.06,0.0,0.0,0.010000000000005116,81.35,0.0,0.0,0.0,81.35,0.0,0.0,0.0,81.35,0.0,0.0,0.0,0,False,False,False,,,tdcc-20260717-494211df6cae54ae,complete,
20260605,83.06,0.0,0.0,0.0,81.35,0.0,0.0,0.0,81.35,0.0,0.0,0.0,81.35,0.0,0.0,0.0,0,False,False,False,,,tdcc-20260717-494211df6cae54ae,complete,
20260612,83.08,0.01999999999999602,0.01999999999999602,0.01999999999999602,81.35,0.0,0.0,0.0,81.35,0.0,0.0,0.0,81.35,0.0,0.0,0.0,1,False,False,False,,,tdcc-20260717-494211df6cae54ae,complete,
20260618,83.09,0.010000000000005116,0.030000000000001137,0.030000000000001137,81.35,0.0,0.0,0.0,81.35,0.0,0.0,0.0,81.35,0.0,0.0,0.0,2,False,False,False,,,tdcc-20260717-494211df6cae54ae,complete,
20260626,83.09,0.0,0.010000000000005116,0.030000000000001137,81.35,0.0,0.0,0.0,81.35,0.0,0.0,0.0,81.35,0.0,0.0,0.0,0,False,False,False,,,tdcc-20260717-494211df6cae54ae,complete,
20260703,83.09,0.0,0.0,0.010000000000005116,81.35,0.0,0.0,0.0,81.35,0.0,0.0,0.0,81.35,0.0,0.0,0.0,0,False,False,False,,,tdcc-20260717-494211df6cae54ae,complete,
20260709,83.1,0.009999999999990905,0.009999999999990905,0.009999999999990905,81.35,0.0,0.0,0.0,81.35,0.0,0.0,0.0,81.35,0.0,0.0,0.0,1,False,False,False,,,tdcc-20260717-494211df6cae54ae,complete,
20260717,83.12,0.020000000000010232,0.030000000000001137,0.030000000000001137,81.35,0.0,0.0,0.0,81.35,0.0,0.0,0.0,81.35,0.0,0.0,0.0,2,False,False,False,,,tdcc-20260717-494211df6cae54ae,complete,
