as_of_date,over_400_ratio,over_400_change_1w,over_600_ratio,over_600_change_1w,over_800_ratio,over_800_change_1w,over_1000_ratio,over_1000_change_1w,tdcc_consecutive_up_weeks,all_thresholds_up,high_thresholds_up,four_thresholds_sync_up,retail_ratio,total_shareholders
20260430,29.92,,27.4,,25.26,,22.6,,0,False,False,False,,
20260508,29.95,0.029999999999997584,26.55,-0.8499999999999979,25.12,-0.14000000000000057,22.5,-0.10000000000000142,1,False,False,False,,
20260515,23.45,-6.5,21.85,-4.699999999999999,19.69,-5.43,17.52,-4.98,0,False,False,False,,
20260522,23.6,0.15000000000000213,21.45,-0.40000000000000213,19.23,-0.46000000000000085,17.14,-0.379999999999999,1,False,False,False,,
20260529,31.22,7.619999999999997,28.78,7.330000000000002,27.88,8.649999999999999,25.65,8.509999999999998,2,True,True,True,,
20260605,26.5,-4.719999999999999,24.11,-4.670000000000002,23.2,-4.68,20.45,-5.199999999999999,0,False,False,False,,
20260612,29.95,3.4499999999999993,27.76,3.650000000000002,25.55,2.3500000000000014,23.27,2.8200000000000003,1,True,True,True,,
20260618,31.14,1.1900000000000013,28.95,1.1899999999999977,28.06,2.509999999999998,25.22,1.9499999999999993,2,True,True,True,,
20260626,29.79,-1.3500000000000014,27.18,-1.7699999999999996,25.01,-3.049999999999997,20.96,-4.259999999999998,0,False,False,False,,
20260703,41.12,11.329999999999998,38.22,11.04,38.22,13.209999999999997,35.97,15.009999999999998,1,True,True,True,,
20260717,31.58,-9.54,28.13,-10.09,26.47,-11.75,23.04,-12.93,0,False,False,False,,
