as_of_date,over_400_ratio,over_400_change_1w,over_600_ratio,over_600_change_1w,over_800_ratio,over_800_change_1w,over_1000_ratio,over_1000_change_1w,tdcc_consecutive_up_weeks,all_thresholds_up,high_thresholds_up,four_thresholds_sync_up,retail_ratio,total_shareholders
20260430,16.79,,11.63,,8.91,,5.21,,0,False,False,False,,
20260508,19.77,2.9800000000000004,14.43,2.799999999999999,9.97,1.0600000000000005,5.21,0.0,1,False,True,False,,
20260515,17.94,-1.8299999999999983,12.42,-2.01,8.73,-1.2400000000000002,5.21,0.0,0,False,False,False,,
20260522,21.04,3.099999999999998,15.23,2.8100000000000005,8.8,0.07000000000000028,5.21,0.0,1,False,True,False,,
20260529,18.25,-2.789999999999999,11.41,-3.8200000000000003,7.77,-1.0300000000000011,5.21,0.0,0,False,False,False,,
20260605,16.73,-1.5199999999999996,10.61,-0.8000000000000007,7.78,0.010000000000000675,5.21,0.0,1,False,True,False,,
20260612,15.67,-1.0600000000000005,8.59,-2.0199999999999996,7.73,-0.04999999999999982,5.21,0.0,0,False,False,False,,
20260618,15.72,0.05000000000000071,8.57,-0.019999999999999574,7.71,-0.020000000000000462,5.21,0.0,1,False,False,False,,
20260626,15.78,0.05999999999999872,9.52,0.9499999999999993,7.78,0.07000000000000028,5.21,0.0,2,False,True,False,,
20260703,15.86,0.08000000000000007,9.48,-0.03999999999999915,7.75,-0.03000000000000025,5.21,0.0,3,False,False,False,,
20260717,15.74,-0.11999999999999922,8.62,-0.8600000000000012,7.76,0.009999999999999787,5.21,0.0,4,False,True,False,,
