as_of_date,over_400_ratio,over_400_change_1w,over_600_ratio,over_600_change_1w,over_800_ratio,over_800_change_1w,over_1000_ratio,over_1000_change_1w,tdcc_consecutive_up_weeks,all_thresholds_up,high_thresholds_up,four_thresholds_sync_up,retail_ratio,total_shareholders
20260430,58.76,,54.62,,47.78,,44.32,,0,False,False,False,,
20260508,58.84,0.0800000000000054,54.7,0.0800000000000054,47.86,0.0799999999999983,44.32,0.0,1,False,True,False,,
20260515,58.85,0.00999999999999801,54.71,0.00999999999999801,47.87,0.00999999999999801,44.32,0.0,2,False,True,False,,
20260522,58.85,0.0,54.71,0.0,47.87,0.0,44.32,0.0,0,False,False,False,,
20260529,58.84,-0.00999999999999801,54.7,-0.00999999999999801,47.86,-0.00999999999999801,44.32,0.0,0,False,False,False,,
20260605,58.85,0.00999999999999801,54.71,0.00999999999999801,47.87,0.00999999999999801,44.32,0.0,1,False,True,False,,
20260612,58.86,0.00999999999999801,54.72,0.00999999999999801,47.88,0.010000000000005116,44.32,0.0,2,False,True,False,,
20260618,58.86,0.0,54.72,0.0,47.88,0.0,44.32,0.0,0,False,False,False,,
20260626,58.77,-0.0899999999999963,54.63,-0.0899999999999963,47.79,-0.09000000000000341,44.23,-0.09000000000000341,0,False,False,False,,
20260703,58.75,-0.020000000000003126,54.61,-0.020000000000003126,47.77,-0.01999999999999602,44.21,-0.01999999999999602,0,False,False,False,,
20260717,58.75,0.0,54.61,0.0,47.74,-0.030000000000001137,44.18,-0.030000000000001137,0,False,False,False,,
