# TDCC_WINDOW

columns=as_of_date,over_400_ratio,over_400_change_1w,over_600_ratio,over_600_change_1w,over_800_ratio,over_800_change_1w,over_1000_ratio,over_1000_change_1w,tdcc_consecutive_up_weeks,all_thresholds_up,high_thresholds_up,four_thresholds_sync_up,retail_ratio,total_shareholders

TDCC_WINDOW_ROW_001=20260430,80.28,,76.18,,76.18,,76.18,,0,False,False,False,,

TDCC_WINDOW_ROW_002=20260508,80.28,0.0,76.18,0.0,76.18,0.0,76.18,0.0,0,False,False,False,,

TDCC_WINDOW_ROW_003=20260515,80.28,0.0,76.18,0.0,76.18,0.0,76.18,0.0,0,False,False,False,,

TDCC_WINDOW_ROW_004=20260522,80.28,0.0,76.18,0.0,76.18,0.0,76.18,0.0,0,False,False,False,,

TDCC_WINDOW_ROW_005=20260529,80.28,0.0,76.18,0.0,76.18,0.0,76.18,0.0,0,False,False,False,,

TDCC_WINDOW_ROW_006=20260605,80.28,0.0,76.18,0.0,76.18,0.0,76.18,0.0,0,False,False,False,,

TDCC_WINDOW_ROW_007=20260612,80.3,0.01999999999999602,76.18,0.0,76.18,0.0,76.18,0.0,1,False,False,False,,

TDCC_WINDOW_ROW_008=20260618,79.87,-0.4299999999999926,75.63,-0.5500000000000114,75.63,-0.5500000000000114,75.63,-0.5500000000000114,0,False,False,False,,

TDCC_WINDOW_ROW_009=20260626,78.09,-1.7800000000000011,75.24,-0.39000000000000057,75.24,-0.39000000000000057,75.24,-0.39000000000000057,0,False,False,False,,
