as_of_date,over_400_ratio,over_400_change_1w,over_400_change_2w,over_400_change_3w,over_600_ratio,over_600_change_1w,over_600_change_2w,over_600_change_3w,over_800_ratio,over_800_change_1w,over_800_change_2w,over_800_change_3w,over_1000_ratio,over_1000_change_1w,over_1000_change_2w,over_1000_change_3w,tdcc_consecutive_up_weeks,all_thresholds_up,high_thresholds_up,four_thresholds_sync_up,retail_ratio,total_shareholders,source_tdcc_dataset_id,tdcc_continuity_status,tdcc_missing_official_dates
20260618,46.62,0.07000000000000028,0.0899999999999963,0.8099999999999952,43.04,0.0,-0.020000000000003126,1.0799999999999983,39.37,0.0,0.0,0.0,34.47,0.0,0.0,0.0,5,False,False,False,,,tdcc-20260904-ef2f08472cf64a89,complete,
20260626,46.58,-0.03999999999999915,0.030000000000001137,0.04999999999999716,43.03,-0.00999999999999801,-0.00999999999999801,-0.030000000000001137,39.37,0.0,0.0,0.0,34.47,0.0,0.0,0.0,0,False,False,False,,,tdcc-20260904-ef2f08472cf64a89,complete,
20260703,46.55,-0.030000000000001137,-0.07000000000000028,0.0,43.02,-0.00999999999999801,-0.01999999999999602,-0.01999999999999602,39.37,0.0,0.0,0.0,34.47,0.0,0.0,0.0,0,False,False,False,,,tdcc-20260904-ef2f08472cf64a89,complete,
20260709,46.54,-0.00999999999999801,-0.03999999999999915,-0.0799999999999983,43.02,0.0,-0.00999999999999801,-0.01999999999999602,39.37,0.0,0.0,0.0,34.47,0.0,0.0,0.0,0,False,False,False,,,tdcc-20260904-ef2f08472cf64a89,complete,
20260717,46.46,-0.0799999999999983,-0.0899999999999963,-0.11999999999999744,41.92,-1.1000000000000014,-1.1000000000000014,-1.1099999999999994,39.37,0.0,0.0,0.0,34.47,0.0,0.0,0.0,0,False,False,False,,,tdcc-20260904-ef2f08472cf64a89,complete,
20260724,46.38,-0.0799999999999983,-0.1599999999999966,-0.1699999999999946,41.92,0.0,-1.1000000000000014,-1.1000000000000014,39.37,0.0,0.0,0.0,34.47,0.0,0.0,0.0,0,False,False,False,,,tdcc-20260904-ef2f08472cf64a89,complete,
20260731,46.37,-0.010000000000005116,-0.09000000000000341,-0.1700000000000017,41.92,0.0,0.0,-1.1000000000000014,39.37,0.0,0.0,0.0,34.47,0.0,0.0,0.0,0,False,False,False,,,tdcc-20260904-ef2f08472cf64a89,complete,
20260807,46.4,0.030000000000001137,0.01999999999999602,-0.060000000000002274,41.93,0.00999999999999801,0.00999999999999801,0.00999999999999801,39.37,0.0,0.0,0.0,34.47,0.0,0.0,0.0,1,False,False,False,,,tdcc-20260904-ef2f08472cf64a89,complete,
20260814,46.44,0.03999999999999915,0.07000000000000028,0.05999999999999517,41.93,0.0,0.00999999999999801,0.00999999999999801,39.37,0.0,0.0,0.0,34.47,0.0,0.0,0.0,2,False,False,False,,,tdcc-20260904-ef2f08472cf64a89,complete,
20260821,46.32,-0.11999999999999744,-0.0799999999999983,-0.04999999999999716,41.93,0.0,0.0,0.00999999999999801,39.37,0.0,0.0,0.0,34.47,0.0,0.0,0.0,0,False,False,False,,,tdcc-20260904-ef2f08472cf64a89,complete,
20260828,45.5,-0.8200000000000003,-0.9399999999999977,-0.8999999999999986,41.93,0.0,0.0,0.0,39.37,0.0,0.0,0.0,34.47,0.0,0.0,0.0,0,False,False,False,,,tdcc-20260904-ef2f08472cf64a89,complete,
20260904,45.48,-0.020000000000003126,-0.8400000000000034,-0.9600000000000009,41.93,0.0,0.0,0.0,39.37,0.0,0.0,0.0,34.47,0.0,0.0,0.0,0,False,False,False,,,tdcc-20260904-ef2f08472cf64a89,complete,
