# TDCC_WINDOW

columns=as_of_date,over_400_ratio,over_400_change_1w,over_600_ratio,over_600_change_1w,over_800_ratio,over_800_change_1w,over_1000_ratio,over_1000_change_1w,tdcc_consecutive_up_weeks,all_thresholds_up,high_thresholds_up,four_thresholds_sync_up,retail_ratio,total_shareholders

TDCC_WINDOW_ROW_001=20260430,42.49,,39.6,,38.65,,36.86,,0,False,False,False,,

TDCC_WINDOW_ROW_002=20260508,42.65,0.1599999999999966,40.35,0.75,37.61,-1.0399999999999991,36.29,-0.5700000000000003,1,False,False,False,,

TDCC_WINDOW_ROW_003=20260515,42.58,-0.07000000000000028,40.5,0.14999999999999858,37.01,-0.6000000000000014,36.56,0.2700000000000031,2,False,True,False,,

TDCC_WINDOW_ROW_004=20260522,42.7,0.12000000000000455,39.98,-0.5200000000000031,37.9,0.8900000000000006,36.54,-0.020000000000003126,3,False,True,False,,

TDCC_WINDOW_ROW_005=20260529,42.94,0.23999999999999488,40.66,0.6799999999999997,38.64,0.740000000000002,37.73,1.1899999999999977,4,True,True,True,,

TDCC_WINDOW_ROW_006=20260605,41.02,-1.9199999999999946,39.43,-1.2299999999999969,36.99,-1.6499999999999986,36.57,-1.1599999999999966,0,False,False,False,,

TDCC_WINDOW_ROW_007=20260612,40.71,-0.3100000000000023,39.34,-0.0899999999999963,36.93,-0.060000000000002274,36.46,-0.10999999999999943,0,False,False,False,,

TDCC_WINDOW_ROW_008=20260618,40.62,-0.09000000000000341,39.24,-0.10000000000000142,36.85,-0.0799999999999983,36.43,-0.030000000000001137,0,False,False,False,,

TDCC_WINDOW_ROW_009=20260626,40.53,-0.0899999999999963,38.87,-0.37000000000000455,36.81,-0.03999999999999915,36.38,-0.04999999999999716,0,False,False,False,,

TDCC_WINDOW_ROW_010=20260703,40.75,0.21999999999999886,38.8,-0.07000000000000028,36.38,-0.4299999999999997,36.38,0.0,1,False,False,False,,
