# TDCC_WINDOW

columns=as_of_date,over_400_ratio,over_400_change_1w,over_600_ratio,over_600_change_1w,over_800_ratio,over_800_change_1w,over_1000_ratio,over_1000_change_1w,tdcc_consecutive_up_weeks,all_thresholds_up,high_thresholds_up,four_thresholds_sync_up,retail_ratio,total_shareholders

TDCC_WINDOW_ROW_001=20260430,85.99,,85.17,,84.7,,84.2,,0,False,False,False,,

TDCC_WINDOW_ROW_002=20260508,85.99,0.0,85.17,0.0,84.69,-0.010000000000005116,84.19,-0.010000000000005116,0,False,False,False,,

TDCC_WINDOW_ROW_003=20260515,85.96,-0.030000000000001137,85.14,-0.030000000000001137,84.66,-0.030000000000001137,84.16,-0.030000000000001137,0,False,False,False,,

TDCC_WINDOW_ROW_004=20260522,85.9,-0.05999999999998806,85.08,-0.060000000000002274,84.6,-0.060000000000002274,84.1,-0.060000000000002274,0,False,False,False,,

TDCC_WINDOW_ROW_005=20260529,85.87,-0.030000000000001137,85.05,-0.030000000000001137,84.56,-0.03999999999999204,84.06,-0.03999999999999204,0,False,False,False,,

TDCC_WINDOW_ROW_006=20260605,85.84,-0.030000000000001137,85.02,-0.030000000000001137,85.02,0.45999999999999375,84.03,-0.030000000000001137,1,False,True,False,,

TDCC_WINDOW_ROW_007=20260612,85.78,-0.060000000000002274,84.96,-0.060000000000002274,84.96,-0.060000000000002274,83.96,-0.07000000000000739,0,False,False,False,,

TDCC_WINDOW_ROW_008=20260618,85.77,-0.010000000000005116,84.95,-0.009999999999990905,84.95,-0.009999999999990905,83.95,-0.009999999999990905,0,False,False,False,,

TDCC_WINDOW_ROW_009=20260626,85.75,-0.01999999999999602,84.93,-0.01999999999999602,84.93,-0.01999999999999602,83.93,-0.01999999999999602,0,False,False,False,,

TDCC_WINDOW_ROW_010=20260703,85.72,-0.030000000000001137,84.9,-0.030000000000001137,84.9,-0.030000000000001137,83.89,-0.04000000000000625,0,False,False,False,,

TDCC_WINDOW_ROW_011=20260717,85.67,-0.04999999999999716,84.85,-0.05000000000001137,84.85,-0.05000000000001137,83.83,-0.060000000000002274,0,False,False,False,,
