as_of_date,over_400_ratio,over_400_change_1w,over_400_change_2w,over_400_change_3w,over_600_ratio,over_600_change_1w,over_600_change_2w,over_600_change_3w,over_800_ratio,over_800_change_1w,over_800_change_2w,over_800_change_3w,over_1000_ratio,over_1000_change_1w,over_1000_change_2w,over_1000_change_3w,tdcc_consecutive_up_weeks,all_thresholds_up,high_thresholds_up,four_thresholds_sync_up,retail_ratio,total_shareholders,source_tdcc_dataset_id,tdcc_continuity_status,tdcc_missing_official_dates
20260605,30.38,-0.1700000000000017,-0.5600000000000023,-0.8200000000000003,27.4,-0.6000000000000014,-0.990000000000002,-0.7800000000000011,25.51,0.0,-0.9599999999999973,-0.129999999999999,24.71,0.0,-0.08999999999999986,-0.9299999999999997,0,False,False,False,,,tdcc-20260821-d1df4c843f691346,complete,
20260612,30.08,-0.3000000000000007,-0.4700000000000024,-0.860000000000003,27.52,0.120000000000001,-0.4800000000000004,-0.870000000000001,25.63,0.11999999999999744,0.11999999999999744,-0.8399999999999999,24.82,0.10999999999999943,0.10999999999999943,0.019999999999999574,1,False,True,False,,,tdcc-20260821-d1df4c843f691346,complete,
20260618,30.09,0.010000000000001563,-0.28999999999999915,-0.46000000000000085,27.53,0.010000000000001563,0.13000000000000256,-0.46999999999999886,25.64,0.010000000000001563,0.129999999999999,0.129999999999999,24.82,0.0,0.10999999999999943,0.10999999999999943,2,False,True,False,,,tdcc-20260821-d1df4c843f691346,complete,
20260626,30.67,0.5800000000000018,0.5900000000000034,0.2900000000000027,28.08,0.5499999999999972,0.5599999999999987,0.6799999999999997,25.63,-0.010000000000001563,0.0,0.11999999999999744,24.82,0.0,0.0,0.10999999999999943,3,False,False,False,,,tdcc-20260821-d1df4c843f691346,complete,
20260703,30.99,0.31999999999999673,0.8999999999999986,0.9100000000000001,28.93,0.8500000000000014,1.3999999999999986,1.4100000000000001,26.48,0.8500000000000014,0.8399999999999999,0.8500000000000014,24.92,0.10000000000000142,0.10000000000000142,0.10000000000000142,4,True,True,True,,,tdcc-20260821-d1df4c843f691346,complete,
20260709,30.99,0.0,0.31999999999999673,0.8999999999999986,28.93,0.0,0.8500000000000014,1.3999999999999986,26.48,0.0,0.8500000000000014,0.8399999999999999,24.92,0.0,0.10000000000000142,0.10000000000000142,0,False,False,False,,,tdcc-20260821-d1df4c843f691346,complete,
20260717,31.01,0.020000000000003126,0.020000000000003126,0.33999999999999986,28.95,0.019999999999999574,0.019999999999999574,0.870000000000001,26.48,0.0,0.0,0.8500000000000014,24.92,0.0,0.0,0.10000000000000142,1,False,False,False,,,tdcc-20260821-d1df4c843f691346,complete,
20260724,31.01,0.0,0.020000000000003126,0.020000000000003126,28.94,-0.00999999999999801,0.010000000000001563,0.010000000000001563,26.47,-0.010000000000001563,-0.010000000000001563,-0.010000000000001563,24.92,0.0,0.0,0.0,0,False,False,False,,,tdcc-20260821-d1df4c843f691346,complete,
20260731,30.94,-0.07000000000000028,-0.07000000000000028,-0.04999999999999716,28.33,-0.610000000000003,-0.620000000000001,-0.6000000000000014,26.42,-0.04999999999999716,-0.05999999999999872,-0.05999999999999872,24.86,-0.060000000000002274,-0.060000000000002274,-0.060000000000002274,0,False,False,False,,,tdcc-20260821-d1df4c843f691346,complete,
20260807,31.34,0.3999999999999986,0.3299999999999983,0.3299999999999983,28.35,0.020000000000003126,-0.5899999999999999,-0.5999999999999979,26.43,0.00999999999999801,-0.03999999999999915,-0.05000000000000071,24.87,0.010000000000001563,-0.05000000000000071,-0.05000000000000071,1,True,True,True,,,tdcc-20260821-d1df4c843f691346,complete,
20260814,31.86,0.5199999999999996,0.9199999999999982,0.8499999999999979,29.03,0.6799999999999997,0.7000000000000028,0.08999999999999986,26.5,0.07000000000000028,0.0799999999999983,0.030000000000001137,24.94,0.07000000000000028,0.08000000000000185,0.019999999999999574,2,True,True,True,,,tdcc-20260821-d1df4c843f691346,complete,
20260821,31.88,0.019999999999999574,0.5399999999999991,0.9399999999999977,29.04,0.00999999999999801,0.6899999999999977,0.7100000000000009,26.5,0.0,0.07000000000000028,0.0799999999999983,24.94,0.0,0.07000000000000028,0.08000000000000185,3,False,False,False,,,tdcc-20260821-d1df4c843f691346,complete,
