as_of_date,over_400_ratio,over_400_change_1w,over_400_change_2w,over_400_change_3w,over_600_ratio,over_600_change_1w,over_600_change_2w,over_600_change_3w,over_800_ratio,over_800_change_1w,over_800_change_2w,over_800_change_3w,over_1000_ratio,over_1000_change_1w,over_1000_change_2w,over_1000_change_3w,tdcc_consecutive_up_weeks,all_thresholds_up,high_thresholds_up,four_thresholds_sync_up,retail_ratio,total_shareholders,source_tdcc_dataset_id,tdcc_continuity_status,tdcc_missing_official_dates
20260430,54.54,,,,47.45,,,,41.22,,,,39.43,,,,0,False,False,False,,,tdcc-20260717-98c564c5bc4ab725,complete,
20260508,54.56,0.020000000000003126,,,47.47,0.01999999999999602,,,41.24,0.020000000000003126,,,39.45,0.020000000000003126,,,1,True,True,True,,,tdcc-20260717-98c564c5bc4ab725,complete,
20260515,54.79,0.22999999999999687,0.25,,47.7,0.23000000000000398,0.25,,41.47,0.22999999999999687,0.25,,39.68,0.22999999999999687,0.25,,2,True,True,True,,,tdcc-20260717-98c564c5bc4ab725,complete,
20260522,53.96,-0.8299999999999983,-0.6000000000000014,-0.5799999999999983,47.7,0.0,0.23000000000000398,0.25,41.47,0.0,0.22999999999999687,0.25,39.68,0.0,0.22999999999999687,0.25,0,False,False,False,,,tdcc-20260717-98c564c5bc4ab725,complete,
20260529,54.01,0.04999999999999716,-0.7800000000000011,-0.5500000000000043,47.75,0.04999999999999716,0.04999999999999716,0.28000000000000114,41.52,0.05000000000000426,0.05000000000000426,0.28000000000000114,39.73,0.04999999999999716,0.04999999999999716,0.27999999999999403,1,True,True,True,,,tdcc-20260717-98c564c5bc4ab725,complete,
20260605,54.02,0.010000000000005116,0.060000000000002274,-0.769999999999996,47.76,0.00999999999999801,0.05999999999999517,0.05999999999999517,41.53,0.00999999999999801,0.060000000000002274,0.060000000000002274,39.74,0.010000000000005116,0.060000000000002274,0.060000000000002274,2,True,True,True,,,tdcc-20260717-98c564c5bc4ab725,complete,
20260612,53.93,-0.09000000000000341,-0.0799999999999983,-0.030000000000001137,47.67,-0.0899999999999963,-0.0799999999999983,-0.030000000000001137,41.44,-0.09000000000000341,-0.0800000000000054,-0.030000000000001137,37.57,-2.1700000000000017,-2.1599999999999966,-2.1099999999999994,0,False,False,False,,,tdcc-20260717-98c564c5bc4ab725,complete,
20260618,53.77,-0.1599999999999966,-0.25,-0.23999999999999488,47.51,-0.1600000000000037,-0.25,-0.240000000000002,41.28,-0.1599999999999966,-0.25,-0.240000000000002,37.52,-0.04999999999999716,-2.219999999999999,-2.2099999999999937,0,False,False,False,,,tdcc-20260717-98c564c5bc4ab725,complete,
20260626,53.6,-0.1700000000000017,-0.3299999999999983,-0.4200000000000017,47.34,-0.1699999999999946,-0.3299999999999983,-0.4199999999999946,41.11,-0.1700000000000017,-0.3299999999999983,-0.4200000000000017,37.47,-0.05000000000000426,-0.10000000000000142,-2.270000000000003,0,False,False,False,,,tdcc-20260717-98c564c5bc4ab725,complete,
20260703,53.5,-0.10000000000000142,-0.2700000000000031,-0.4299999999999997,47.23,-0.11000000000000654,-0.28000000000000114,-0.44000000000000483,41.0,-0.10999999999999943,-0.28000000000000114,-0.4399999999999977,37.47,0.0,-0.05000000000000426,-0.10000000000000142,0,False,False,False,,,tdcc-20260717-98c564c5bc4ab725,complete,
20260709,53.45,-0.04999999999999716,-0.14999999999999858,-0.3200000000000003,47.18,-0.04999999999999716,-0.1600000000000037,-0.3299999999999983,40.95,-0.04999999999999716,-0.1599999999999966,-0.3299999999999983,37.47,0.0,0.0,-0.05000000000000426,0,False,False,False,,,tdcc-20260717-98c564c5bc4ab725,complete,
20260717,53.43,-0.020000000000003126,-0.07000000000000028,-0.1700000000000017,47.11,-0.07000000000000028,-0.11999999999999744,-0.23000000000000398,39.24,-1.7100000000000009,-1.759999999999998,-1.8699999999999974,37.45,-0.01999999999999602,-0.01999999999999602,-0.01999999999999602,0,False,False,False,,,tdcc-20260717-98c564c5bc4ab725,complete,
