# TDCC_WINDOW

columns=as_of_date,over_400_ratio,over_400_change_1w,over_600_ratio,over_600_change_1w,over_800_ratio,over_800_change_1w,over_1000_ratio,over_1000_change_1w,tdcc_consecutive_up_weeks,all_thresholds_up,high_thresholds_up,four_thresholds_sync_up,retail_ratio,total_shareholders

TDCC_WINDOW_ROW_001=20260430,62.65,,56.8,,52.01,,47.01,,0,False,False,False,,

TDCC_WINDOW_ROW_002=20260508,61.24,-1.4099999999999966,57.13,0.3300000000000054,52.24,0.23000000000000398,47.12,0.10999999999999943,1,False,True,False,,

TDCC_WINDOW_ROW_003=20260515,61.39,0.14999999999999858,56.6,-0.5300000000000011,51.69,-0.5500000000000043,46.7,-0.4199999999999946,2,False,False,False,,

TDCC_WINDOW_ROW_004=20260522,60.37,-1.0200000000000031,54.25,-2.3500000000000014,48.98,-2.710000000000001,46.15,-0.5500000000000043,0,False,False,False,,

TDCC_WINDOW_ROW_005=20260529,60.8,0.4299999999999997,54.0,-0.25,50.01,1.0300000000000011,48.06,1.9100000000000037,1,False,True,False,,

TDCC_WINDOW_ROW_006=20260605,61.19,0.39000000000000057,55.27,1.2700000000000031,50.71,0.7000000000000028,48.75,0.6899999999999977,2,True,True,True,,

TDCC_WINDOW_ROW_007=20260612,61.43,0.240000000000002,54.44,-0.8300000000000054,50.46,-0.25,47.49,-1.259999999999998,3,False,False,False,,

TDCC_WINDOW_ROW_008=20260618,59.17,-2.259999999999998,55.5,1.0600000000000023,50.29,-0.1700000000000017,48.3,0.8099999999999952,4,False,True,False,,

TDCC_WINDOW_ROW_009=20260626,59.82,0.6499999999999986,54.54,-0.9600000000000009,50.16,-0.13000000000000256,48.17,-0.12999999999999545,5,False,False,False,,
