as_of_date,over_400_ratio,over_400_change_1w,over_600_ratio,over_600_change_1w,over_800_ratio,over_800_change_1w,over_1000_ratio,over_1000_change_1w,tdcc_consecutive_up_weeks,all_thresholds_up,high_thresholds_up,four_thresholds_sync_up,retail_ratio,total_shareholders
20260430,71.54,,69.01,,68.57,,67.15,,0,False,False,False,,
20260508,71.59,0.04999999999999716,69.06,0.04999999999999716,68.62,0.05000000000001137,67.2,0.04999999999999716,1,True,True,True,,
20260515,71.58,-0.010000000000005116,69.06,0.0,68.62,0.0,67.2,0.0,0,False,False,False,,
20260522,71.57,-0.010000000000005116,69.06,0.0,68.62,0.0,67.2,0.0,0,False,False,False,,
20260529,71.61,0.04000000000000625,69.1,0.03999999999999204,68.66,0.03999999999999204,67.24,0.03999999999999204,1,True,True,True,,
20260605,71.63,0.01999999999999602,69.12,0.020000000000010232,68.68,0.020000000000010232,67.26,0.020000000000010232,2,True,True,True,,
20260612,71.65,0.020000000000010232,69.14,0.01999999999999602,68.7,0.01999999999999602,67.28,0.01999999999999602,3,True,True,True,,
20260618,71.66,0.009999999999990905,69.14,0.0,68.7,0.0,67.28,0.0,4,False,False,False,,
20260626,71.66,0.0,69.15,0.010000000000005116,68.71,0.009999999999990905,67.29,0.010000000000005116,5,False,True,False,,
20260703,71.67,0.010000000000005116,69.16,0.009999999999990905,68.72,0.010000000000005116,67.3,0.009999999999990905,6,True,True,True,,
