as_of_date,over_400_ratio,over_400_change_1w,over_400_change_2w,over_400_change_3w,over_600_ratio,over_600_change_1w,over_600_change_2w,over_600_change_3w,over_800_ratio,over_800_change_1w,over_800_change_2w,over_800_change_3w,over_1000_ratio,over_1000_change_1w,over_1000_change_2w,over_1000_change_3w,tdcc_consecutive_up_weeks,all_thresholds_up,high_thresholds_up,four_thresholds_sync_up,retail_ratio,total_shareholders,source_tdcc_dataset_id,tdcc_continuity_status,tdcc_missing_official_dates
20260618,86.7,0.8800000000000097,0.6400000000000006,1.7600000000000051,85.73,0.8700000000000045,0.6600000000000108,1.8200000000000074,85.01,0.9100000000000108,0.7000000000000028,1.8299999999999983,84.35,0.9199999999999875,0.6799999999999926,1.9199999999999875,1,True,True,True,,,tdcc-20260904-ef2f08472cf64a89,complete,
20260626,86.6,-0.10000000000000853,0.7800000000000011,0.539999999999992,85.65,-0.0799999999999983,0.7900000000000063,0.5800000000000125,84.95,-0.060000000000002274,0.8500000000000085,0.6400000000000006,84.26,-0.0899999999999892,0.8299999999999983,0.5900000000000034,0,False,False,False,,,tdcc-20260904-ef2f08472cf64a89,complete,
20260703,86.91,0.3100000000000023,0.20999999999999375,1.0900000000000034,85.99,0.3399999999999892,0.2599999999999909,1.1299999999999955,85.26,0.3100000000000023,0.25,1.1600000000000108,84.53,0.269999999999996,0.18000000000000682,1.0999999999999943,1,True,True,True,,,tdcc-20260904-ef2f08472cf64a89,complete,
20260709,86.87,-0.03999999999999204,0.27000000000001023,0.1700000000000017,85.93,-0.05999999999998806,0.28000000000000114,0.20000000000000284,85.18,-0.0799999999999983,0.23000000000000398,0.1700000000000017,84.5,-0.030000000000001137,0.23999999999999488,0.15000000000000568,0,False,False,False,,,tdcc-20260904-ef2f08472cf64a89,complete,
20260717,86.83,-0.04000000000000625,-0.0799999999999983,0.23000000000000398,85.85,-0.0800000000000125,-0.14000000000000057,0.19999999999998863,85.11,-0.07000000000000739,-0.15000000000000568,0.1599999999999966,84.35,-0.15000000000000568,-0.18000000000000682,0.0899999999999892,0,False,False,False,,,tdcc-20260904-ef2f08472cf64a89,complete,
20260724,86.46,-0.37000000000000455,-0.4100000000000108,-0.45000000000000284,85.5,-0.3499999999999943,-0.4300000000000068,-0.4899999999999949,84.72,-0.39000000000000057,-0.46000000000000796,-0.5400000000000063,83.97,-0.37999999999999545,-0.5300000000000011,-0.5600000000000023,0,False,False,False,,,tdcc-20260904-ef2f08472cf64a89,complete,
20260731,86.31,-0.14999999999999147,-0.519999999999996,-0.5600000000000023,85.36,-0.14000000000000057,-0.4899999999999949,-0.5700000000000074,84.6,-0.12000000000000455,-0.5100000000000051,-0.5800000000000125,83.83,-0.14000000000000057,-0.519999999999996,-0.6700000000000017,0,False,False,False,,,tdcc-20260904-ef2f08472cf64a89,complete,
20260807,86.18,-0.12999999999999545,-0.2799999999999869,-0.6499999999999915,85.24,-0.12000000000000455,-0.2600000000000051,-0.6099999999999994,84.44,-0.1599999999999966,-0.28000000000000114,-0.6700000000000017,83.7,-0.12999999999999545,-0.269999999999996,-0.6499999999999915,0,False,False,False,,,tdcc-20260904-ef2f08472cf64a89,complete,
20260814,86.17,-0.010000000000005116,-0.14000000000000057,-0.28999999999999204,85.21,-0.030000000000001137,-0.15000000000000568,-0.29000000000000625,84.41,-0.030000000000001137,-0.18999999999999773,-0.3100000000000023,83.66,-0.04000000000000625,-0.1700000000000017,-0.3100000000000023,0,False,False,False,,,tdcc-20260904-ef2f08472cf64a89,complete,
20260821,86.11,-0.060000000000002274,-0.07000000000000739,-0.20000000000000284,85.1,-0.10999999999999943,-0.14000000000000057,-0.2600000000000051,84.29,-0.11999999999999034,-0.14999999999999147,-0.30999999999998806,83.65,-0.009999999999990905,-0.04999999999999716,-0.1799999999999926,0,False,False,False,,,tdcc-20260904-ef2f08472cf64a89,complete,
20260828,86.68,0.5700000000000074,0.5100000000000051,0.5,85.7,0.6000000000000085,0.4900000000000091,0.46000000000000796,84.92,0.6299999999999955,0.5100000000000051,0.480000000000004,84.19,0.539999999999992,0.5300000000000011,0.4899999999999949,1,True,True,True,,,tdcc-20260904-ef2f08472cf64a89,complete,
20260904,86.46,-0.22000000000001307,0.3499999999999943,0.28999999999999204,85.47,-0.23000000000000398,0.37000000000000455,0.2600000000000051,84.65,-0.269999999999996,0.35999999999999943,0.2400000000000091,83.93,-0.2599999999999909,0.28000000000000114,0.27000000000001023,0,False,False,False,,,tdcc-20260904-ef2f08472cf64a89,complete,
