as_of_date,over_400_ratio,over_400_change_1w,over_600_ratio,over_600_change_1w,over_800_ratio,over_800_change_1w,over_1000_ratio,over_1000_change_1w,tdcc_consecutive_up_weeks,all_thresholds_up,high_thresholds_up,four_thresholds_sync_up,retail_ratio,total_shareholders
20260430,60.81,,58.06,,56.96,,56.74,,0,False,False,False,,
20260508,61.09,0.28000000000000114,58.15,0.0899999999999963,56.89,-0.07000000000000028,56.67,-0.07000000000000028,1,False,False,False,,
20260515,61.14,0.04999999999999716,58.38,0.23000000000000398,57.11,0.21999999999999886,56.89,0.21999999999999886,2,True,True,True,,
20260522,61.3,0.1599999999999966,58.39,0.00999999999999801,57.12,0.00999999999999801,56.9,0.00999999999999801,3,True,True,True,,
20260529,61.34,0.04000000000000625,58.41,0.01999999999999602,57.14,0.020000000000003126,56.7,-0.19999999999999574,4,False,True,False,,
20260605,61.82,0.4799999999999969,58.9,0.490000000000002,57.63,0.490000000000002,57.22,0.519999999999996,5,True,True,True,,
20260612,61.8,-0.020000000000003126,58.87,-0.030000000000001137,57.94,0.30999999999999517,57.5,0.28000000000000114,6,False,True,False,,
20260618,61.93,0.13000000000000256,59.1,0.23000000000000398,58.17,0.23000000000000398,57.53,0.030000000000001137,7,True,True,True,,
20260626,62.1,0.1700000000000017,59.16,0.05999999999999517,58.23,0.05999999999999517,58.01,0.4799999999999969,8,True,True,True,,
20260703,62.3,0.19999999999999574,59.24,0.0800000000000054,58.31,0.0800000000000054,58.09,0.0800000000000054,9,True,True,True,,
