# TDCC_WINDOW

columns=as_of_date,over_400_ratio,over_400_change_1w,over_600_ratio,over_600_change_1w,over_800_ratio,over_800_change_1w,over_1000_ratio,over_1000_change_1w,tdcc_consecutive_up_weeks,all_thresholds_up,high_thresholds_up,four_thresholds_sync_up,retail_ratio,total_shareholders

TDCC_WINDOW_ROW_001=20260430,72.39,,67.98,,65.93,,62.3,,0,False,False,False,,

TDCC_WINDOW_ROW_002=20260508,71.98,-0.4099999999999966,67.98,0.0,65.93,0.0,62.3,0.0,0,False,False,False,,

TDCC_WINDOW_ROW_003=20260515,71.98,0.0,67.98,0.0,65.93,0.0,62.3,0.0,0,False,False,False,,

TDCC_WINDOW_ROW_004=20260522,71.98,0.0,67.98,0.0,65.93,0.0,62.3,0.0,0,False,False,False,,

TDCC_WINDOW_ROW_005=20260529,71.99,0.009999999999990905,67.99,0.009999999999990905,65.94,0.009999999999990905,62.31,0.010000000000005116,1,True,True,True,,

TDCC_WINDOW_ROW_006=20260605,72.03,0.04000000000000625,68.03,0.04000000000000625,65.98,0.04000000000000625,62.35,0.03999999999999915,2,True,True,True,,

TDCC_WINDOW_ROW_007=20260612,72.49,0.45999999999999375,68.1,0.06999999999999318,66.01,0.030000000000001137,62.38,0.030000000000001137,3,True,True,True,,

TDCC_WINDOW_ROW_008=20260618,72.1,-0.39000000000000057,68.12,0.020000000000010232,66.01,0.0,62.38,0.0,4,False,False,False,,

TDCC_WINDOW_ROW_009=20260626,72.52,0.4200000000000017,68.13,0.009999999999990905,66.02,0.009999999999990905,62.39,0.00999999999999801,5,True,True,True,,

TDCC_WINDOW_ROW_010=20260703,72.61,0.09000000000000341,68.12,-0.009999999999990905,66.01,-0.009999999999990905,62.38,-0.00999999999999801,6,False,False,False,,

TDCC_WINDOW_ROW_011=20260717,72.8,0.18999999999999773,68.82,0.6999999999999886,66.78,0.769999999999996,62.37,-0.010000000000005116,7,False,True,False,,
