# TDCC_WINDOW

columns=as_of_date,over_400_ratio,over_400_change_1w,over_600_ratio,over_600_change_1w,over_800_ratio,over_800_change_1w,over_1000_ratio,over_1000_change_1w,tdcc_consecutive_up_weeks,all_thresholds_up,high_thresholds_up,four_thresholds_sync_up,retail_ratio,total_shareholders

TDCC_WINDOW_ROW_001=20260430,48.01,,45.3,,39.4,,38.42,,0,False,False,False,,

TDCC_WINDOW_ROW_002=20260508,48.03,0.020000000000003126,45.3,0.0,39.4,0.0,38.42,0.0,1,False,False,False,,

TDCC_WINDOW_ROW_003=20260515,48.67,0.6400000000000006,46.04,0.740000000000002,39.42,0.020000000000003126,38.44,0.01999999999999602,2,True,True,True,,

TDCC_WINDOW_ROW_004=20260522,48.06,-0.6099999999999994,45.95,-0.0899999999999963,39.42,0.0,38.44,0.0,0,False,False,False,,

TDCC_WINDOW_ROW_005=20260529,48.68,0.6199999999999974,45.5,-0.45000000000000284,39.49,0.07000000000000028,38.51,0.07000000000000028,1,False,True,False,,

TDCC_WINDOW_ROW_006=20260605,48.78,0.10000000000000142,46.2,0.7000000000000028,40.34,0.8500000000000014,38.51,0.0,2,False,True,False,,

TDCC_WINDOW_ROW_007=20260612,48.17,-0.6099999999999994,46.07,-0.13000000000000256,40.21,-0.13000000000000256,38.38,-0.12999999999999545,0,False,False,False,,

TDCC_WINDOW_ROW_008=20260618,48.2,0.030000000000001137,46.09,0.020000000000003126,40.21,0.0,38.38,0.0,1,False,False,False,,

TDCC_WINDOW_ROW_009=20260626,48.21,0.00999999999999801,46.1,0.00999999999999801,40.21,0.0,38.38,0.0,2,False,False,False,,

TDCC_WINDOW_ROW_010=20260703,48.2,-0.00999999999999801,46.09,-0.00999999999999801,40.21,0.0,38.38,0.0,0,False,False,False,,
