as_of_date,over_400_ratio,over_400_change_1w,over_400_change_2w,over_400_change_3w,over_600_ratio,over_600_change_1w,over_600_change_2w,over_600_change_3w,over_800_ratio,over_800_change_1w,over_800_change_2w,over_800_change_3w,over_1000_ratio,over_1000_change_1w,over_1000_change_2w,over_1000_change_3w,tdcc_consecutive_up_weeks,all_thresholds_up,high_thresholds_up,four_thresholds_sync_up,retail_ratio,total_shareholders,source_tdcc_dataset_id,tdcc_continuity_status,tdcc_missing_official_dates
20260605,86.08,-0.4099999999999966,-0.5600000000000023,-0.6700000000000017,85.15,-0.1799999999999926,-0.7299999999999898,-0.8399999999999892,84.22,-0.6400000000000006,-0.45000000000000284,-0.7900000000000063,83.24,-0.020000000000010232,-0.44000000000001194,-0.46000000000000796,0,False,False,False,,,tdcc-20260821-d1df4c843f691346,complete,
20260612,86.05,-0.030000000000001137,-0.4399999999999977,-0.5900000000000034,84.7,-0.45000000000000284,-0.6299999999999955,-1.1799999999999926,84.23,0.010000000000005116,-0.6299999999999955,-0.4399999999999977,83.25,0.010000000000005116,-0.010000000000005116,-0.4300000000000068,1,False,True,False,,,tdcc-20260821-d1df4c843f691346,complete,
20260618,86.03,-0.01999999999999602,-0.04999999999999716,-0.45999999999999375,84.69,-0.010000000000005116,-0.46000000000000796,-0.6400000000000006,84.22,-0.010000000000005116,0.0,-0.6400000000000006,83.24,-0.010000000000005116,0.0,-0.020000000000010232,0,False,False,False,,,tdcc-20260821-d1df4c843f691346,complete,
20260626,85.96,-0.07000000000000739,-0.09000000000000341,-0.12000000000000455,84.66,-0.030000000000001137,-0.04000000000000625,-0.4900000000000091,84.19,-0.030000000000001137,-0.04000000000000625,-0.030000000000001137,83.21,-0.030000000000001137,-0.04000000000000625,-0.030000000000001137,0,False,False,False,,,tdcc-20260821-d1df4c843f691346,complete,
20260703,85.93,-0.029999999999986926,-0.09999999999999432,-0.11999999999999034,84.65,-0.009999999999990905,-0.03999999999999204,-0.04999999999999716,84.18,-0.009999999999990905,-0.03999999999999204,-0.04999999999999716,83.2,-0.009999999999990905,-0.03999999999999204,-0.04999999999999716,0,False,False,False,,,tdcc-20260821-d1df4c843f691346,complete,
20260709,85.77,-0.1600000000000108,-0.18999999999999773,-0.2600000000000051,84.65,0.0,-0.009999999999990905,-0.03999999999999204,84.18,0.0,-0.009999999999990905,-0.03999999999999204,83.2,0.0,-0.009999999999990905,-0.03999999999999204,0,False,False,False,,,tdcc-20260821-d1df4c843f691346,complete,
20260717,85.57,-0.20000000000000284,-0.36000000000001364,-0.39000000000000057,84.61,-0.04000000000000625,-0.04000000000000625,-0.04999999999999716,84.14,-0.04000000000000625,-0.04000000000000625,-0.04999999999999716,83.16,-0.04000000000000625,-0.04000000000000625,-0.04999999999999716,0,False,False,False,,,tdcc-20260821-d1df4c843f691346,complete,
20260724,85.54,-0.029999999999986926,-0.22999999999998977,-0.39000000000000057,84.58,-0.030000000000001137,-0.07000000000000739,-0.07000000000000739,84.11,-0.030000000000001137,-0.07000000000000739,-0.07000000000000739,83.13,-0.030000000000001137,-0.07000000000000739,-0.07000000000000739,0,False,False,False,,,tdcc-20260821-d1df4c843f691346,complete,
20260731,85.3,-0.2400000000000091,-0.269999999999996,-0.46999999999999886,84.51,-0.06999999999999318,-0.09999999999999432,-0.14000000000000057,84.04,-0.06999999999999318,-0.09999999999999432,-0.14000000000000057,83.06,-0.06999999999999318,-0.09999999999999432,-0.14000000000000057,0,False,False,False,,,tdcc-20260821-d1df4c843f691346,complete,
20260807,85.31,0.010000000000005116,-0.23000000000000398,-0.2599999999999909,84.52,0.009999999999990905,-0.060000000000002274,-0.09000000000000341,84.05,0.009999999999990905,-0.060000000000002274,-0.09000000000000341,83.07,0.009999999999990905,-0.060000000000002274,-0.09000000000000341,1,True,True,True,,,tdcc-20260821-d1df4c843f691346,complete,
20260814,85.31,0.0,0.010000000000005116,-0.23000000000000398,84.52,0.0,0.009999999999990905,-0.060000000000002274,84.05,0.0,0.009999999999990905,-0.060000000000002274,83.07,0.0,0.009999999999990905,-0.060000000000002274,0,False,False,False,,,tdcc-20260821-d1df4c843f691346,complete,
20260821,85.3,-0.010000000000005116,-0.010000000000005116,0.0,84.51,-0.009999999999990905,-0.009999999999990905,0.0,84.04,-0.009999999999990905,-0.009999999999990905,0.0,83.06,-0.009999999999990905,-0.009999999999990905,0.0,0,False,False,False,,,tdcc-20260821-d1df4c843f691346,complete,
