as_of_date,over_400_ratio,over_400_change_1w,over_600_ratio,over_600_change_1w,over_800_ratio,over_800_change_1w,over_1000_ratio,over_1000_change_1w,tdcc_consecutive_up_weeks,all_thresholds_up,high_thresholds_up,four_thresholds_sync_up,retail_ratio,total_shareholders
20260430,56.5,,52.25,,49.07,,49.07,,0,False,False,False,,
20260508,56.5,0.0,52.25,0.0,49.07,0.0,49.07,0.0,0,False,False,False,,
20260515,56.5,0.0,52.25,0.0,49.07,0.0,49.07,0.0,0,False,False,False,,
20260522,56.5,0.0,52.25,0.0,49.07,0.0,49.07,0.0,0,False,False,False,,
20260529,56.5,0.0,52.25,0.0,49.07,0.0,49.07,0.0,0,False,False,False,,
20260605,56.5,0.0,52.25,0.0,49.07,0.0,49.07,0.0,0,False,False,False,,
20260612,56.5,0.0,52.25,0.0,49.07,0.0,49.07,0.0,0,False,False,False,,
20260618,56.5,0.0,52.25,0.0,49.07,0.0,49.07,0.0,0,False,False,False,,
20260626,56.5,0.0,52.25,0.0,49.07,0.0,49.07,0.0,0,False,False,False,,
20260703,56.5,0.0,52.25,0.0,49.07,0.0,49.07,0.0,0,False,False,False,,
