# TDCC_WINDOW

columns=as_of_date,over_400_ratio,over_400_change_1w,over_600_ratio,over_600_change_1w,over_800_ratio,over_800_change_1w,over_1000_ratio,over_1000_change_1w,tdcc_consecutive_up_weeks,all_thresholds_up,high_thresholds_up,four_thresholds_sync_up,retail_ratio,total_shareholders

TDCC_WINDOW_ROW_001=20260430,72.79,,71.3,,69.76,,67.89,,0,False,False,False,,

TDCC_WINDOW_ROW_002=20260508,72.77,-0.020000000000010232,71.3,0.0,69.76,0.0,67.89,0.0,0,False,False,False,,

TDCC_WINDOW_ROW_003=20260515,72.79,0.020000000000010232,71.26,-0.03999999999999204,69.72,-0.04000000000000625,67.85,-0.04000000000000625,1,False,False,False,,

TDCC_WINDOW_ROW_004=20260522,72.85,0.05999999999998806,71.93,0.6700000000000017,69.73,0.010000000000005116,67.85,0.0,2,False,True,False,,

TDCC_WINDOW_ROW_005=20260529,72.88,0.030000000000001137,71.96,0.029999999999986926,69.76,0.030000000000001137,67.87,0.020000000000010232,3,True,True,True,,

TDCC_WINDOW_ROW_006=20260605,72.93,0.05000000000001137,71.35,-0.6099999999999994,69.81,0.04999999999999716,67.87,0.0,4,False,True,False,,

TDCC_WINDOW_ROW_007=20260612,72.99,0.05999999999998806,72.07,0.7199999999999989,69.85,0.03999999999999204,67.89,0.01999999999999602,5,True,True,True,,

TDCC_WINDOW_ROW_008=20260618,73.0,0.010000000000005116,71.43,-0.6399999999999864,69.89,0.04000000000000625,67.89,0.0,6,False,True,False,,

TDCC_WINDOW_ROW_009=20260626,73.55,0.5499999999999972,71.48,0.04999999999999716,69.94,0.04999999999999716,67.89,0.0,7,False,True,False,,

TDCC_WINDOW_ROW_010=20260703,73.59,0.04000000000000625,71.43,-0.04999999999999716,69.89,-0.04999999999999716,67.9,0.010000000000005116,8,False,True,False,,

TDCC_WINDOW_ROW_011=20260717,73.52,-0.07000000000000739,71.49,0.05999999999998806,69.95,0.060000000000002274,68.0,0.09999999999999432,9,False,True,False,,
