as_of_date,over_400_ratio,over_400_change_1w,over_600_ratio,over_600_change_1w,over_800_ratio,over_800_change_1w,over_1000_ratio,over_1000_change_1w,tdcc_consecutive_up_weeks,all_thresholds_up,high_thresholds_up,four_thresholds_sync_up,retail_ratio,total_shareholders
20260430,47.3,,45.85,,44.99,,43.85,,0,False,False,False,,
20260508,48.13,0.8300000000000054,47.14,1.2899999999999991,46.13,1.1400000000000006,45.43,1.5799999999999983,1,True,True,True,,
20260515,52.67,4.539999999999999,51.65,4.509999999999998,51.16,5.029999999999994,50.04,4.609999999999999,2,True,True,True,,
20260522,53.17,0.5,52.45,0.8000000000000043,51.37,0.21000000000000085,50.72,0.6799999999999997,3,True,True,True,,
20260529,52.75,-0.4200000000000017,51.6,-0.8500000000000014,51.11,-0.259999999999998,49.76,-0.9600000000000009,0,False,False,False,,
20260605,49.37,-3.3800000000000026,48.11,-3.490000000000002,47.21,-3.8999999999999986,46.29,-3.469999999999999,0,False,False,False,,
20260612,49.6,0.23000000000000398,48.35,0.240000000000002,47.69,0.4799999999999969,46.58,0.28999999999999915,1,True,True,True,,
20260618,50.23,0.6299999999999955,49.08,0.7299999999999969,48.6,0.9100000000000037,47.01,0.4299999999999997,2,True,True,True,,
20260626,52.39,2.1600000000000037,51.59,2.510000000000005,50.9,2.299999999999997,50.21,3.200000000000003,3,True,True,True,,
20260703,50.5,-1.8900000000000006,49.32,-2.270000000000003,48.81,-2.0899999999999963,47.68,-2.530000000000001,0,False,False,False,,
