# TDCC_WINDOW

columns=as_of_date,over_400_ratio,over_400_change_1w,over_600_ratio,over_600_change_1w,over_800_ratio,over_800_change_1w,over_1000_ratio,over_1000_change_1w,tdcc_consecutive_up_weeks,all_thresholds_up,high_thresholds_up,four_thresholds_sync_up,retail_ratio,total_shareholders

TDCC_WINDOW_ROW_001=20260430,65.89,,60.92,,55.66,,51.34,,0,False,False,False,,

TDCC_WINDOW_ROW_002=20260508,66.22,0.3299999999999983,60.53,-0.39000000000000057,55.28,-0.37999999999999545,50.27,-1.0700000000000003,1,False,False,False,,

TDCC_WINDOW_ROW_003=20260515,67.02,0.7999999999999972,62.8,2.269999999999996,57.56,2.280000000000001,51.36,1.0899999999999963,2,True,True,True,,

TDCC_WINDOW_ROW_004=20260522,66.78,-0.23999999999999488,61.94,-0.8599999999999994,56.1,-1.4600000000000009,51.1,-0.259999999999998,0,False,False,False,,

TDCC_WINDOW_ROW_005=20260529,66.11,-0.6700000000000017,61.28,-0.6599999999999966,56.32,0.21999999999999886,50.85,-0.25,1,False,True,False,,

TDCC_WINDOW_ROW_006=20260605,65.82,-0.29000000000000625,60.24,-1.0399999999999991,53.74,-2.5799999999999983,48.86,-1.990000000000002,0,False,False,False,,

TDCC_WINDOW_ROW_007=20260612,64.91,-0.9099999999999966,59.86,-0.38000000000000256,54.71,0.9699999999999989,49.87,1.009999999999998,1,False,True,False,,

TDCC_WINDOW_ROW_008=20260618,64.81,-0.09999999999999432,60.19,0.3299999999999983,53.48,-1.230000000000004,48.5,-1.3699999999999974,2,False,False,False,,
