as_of_date,over_400_ratio,over_400_change_1w,over_400_change_2w,over_400_change_3w,over_600_ratio,over_600_change_1w,over_600_change_2w,over_600_change_3w,over_800_ratio,over_800_change_1w,over_800_change_2w,over_800_change_3w,over_1000_ratio,over_1000_change_1w,over_1000_change_2w,over_1000_change_3w,tdcc_consecutive_up_weeks,all_thresholds_up,high_thresholds_up,four_thresholds_sync_up,retail_ratio,total_shareholders,source_tdcc_dataset_id,tdcc_continuity_status,tdcc_missing_official_dates
20260515,82.29,0.0,0.0,,77.63,0.0,0.0,,77.63,0.0,0.0,,74.55,0.0,0.0,,0,False,False,False,,,tdcc-20260731-0b236a2d4a043618,complete,
20260522,82.29,0.0,0.0,0.0,77.63,0.0,0.0,0.0,77.63,0.0,0.0,0.0,74.55,0.0,0.0,0.0,0,False,False,False,,,tdcc-20260731-0b236a2d4a043618,complete,
20260529,82.29,0.0,0.0,0.0,77.63,0.0,0.0,0.0,77.63,0.0,0.0,0.0,74.55,0.0,0.0,0.0,0,False,False,False,,,tdcc-20260731-0b236a2d4a043618,complete,
20260605,82.29,0.0,0.0,0.0,77.63,0.0,0.0,0.0,77.63,0.0,0.0,0.0,74.55,0.0,0.0,0.0,0,False,False,False,,,tdcc-20260731-0b236a2d4a043618,complete,
20260612,82.29,0.0,0.0,0.0,77.63,0.0,0.0,0.0,77.63,0.0,0.0,0.0,74.55,0.0,0.0,0.0,0,False,False,False,,,tdcc-20260731-0b236a2d4a043618,complete,
20260618,82.29,0.0,0.0,0.0,77.63,0.0,0.0,0.0,77.63,0.0,0.0,0.0,74.55,0.0,0.0,0.0,0,False,False,False,,,tdcc-20260731-0b236a2d4a043618,complete,
20260626,82.29,0.0,0.0,0.0,77.63,0.0,0.0,0.0,77.63,0.0,0.0,0.0,74.55,0.0,0.0,0.0,0,False,False,False,,,tdcc-20260731-0b236a2d4a043618,complete,
20260703,82.29,0.0,0.0,0.0,77.63,0.0,0.0,0.0,77.63,0.0,0.0,0.0,74.55,0.0,0.0,0.0,0,False,False,False,,,tdcc-20260731-0b236a2d4a043618,complete,
20260709,82.29,0.0,0.0,0.0,77.63,0.0,0.0,0.0,77.63,0.0,0.0,0.0,74.55,0.0,0.0,0.0,0,False,False,False,,,tdcc-20260731-0b236a2d4a043618,complete,
20260717,82.32,0.029999999999986926,0.029999999999986926,0.029999999999986926,77.63,0.0,0.0,0.0,77.63,0.0,0.0,0.0,74.55,0.0,0.0,0.0,1,False,False,False,,,tdcc-20260731-0b236a2d4a043618,complete,
20260724,82.32,0.0,0.029999999999986926,0.029999999999986926,77.63,0.0,0.0,0.0,77.63,0.0,0.0,0.0,74.55,0.0,0.0,0.0,0,False,False,False,,,tdcc-20260731-0b236a2d4a043618,complete,
20260731,82.32,0.0,0.0,0.029999999999986926,77.63,0.0,0.0,0.0,77.63,0.0,0.0,0.0,74.55,0.0,0.0,0.0,0,False,False,False,,,tdcc-20260731-0b236a2d4a043618,complete,
