# TDCC_WINDOW

columns=as_of_date,over_400_ratio,over_400_change_1w,over_600_ratio,over_600_change_1w,over_800_ratio,over_800_change_1w,over_1000_ratio,over_1000_change_1w,tdcc_consecutive_up_weeks,all_thresholds_up,high_thresholds_up,four_thresholds_sync_up,retail_ratio,total_shareholders

TDCC_WINDOW_ROW_001=20260430,50.58,,49.33,,41.61,,36.6,,0,False,False,False,,

TDCC_WINDOW_ROW_002=20260508,49.33,-1.25,49.33,0.0,41.61,0.0,36.6,0.0,0,False,False,False,,

TDCC_WINDOW_ROW_003=20260515,49.33,0.0,49.33,0.0,41.61,0.0,36.6,0.0,0,False,False,False,,

TDCC_WINDOW_ROW_004=20260522,49.33,0.0,49.33,0.0,41.61,0.0,36.6,0.0,0,False,False,False,,

TDCC_WINDOW_ROW_005=20260529,49.33,0.0,49.33,0.0,41.61,0.0,36.6,0.0,0,False,False,False,,

TDCC_WINDOW_ROW_006=20260605,49.33,0.0,49.33,0.0,41.61,0.0,36.6,0.0,0,False,False,False,,

TDCC_WINDOW_ROW_007=20260612,49.33,0.0,49.33,0.0,41.61,0.0,36.6,0.0,0,False,False,False,,

TDCC_WINDOW_ROW_008=20260618,49.33,0.0,49.33,0.0,41.61,0.0,36.6,0.0,0,False,False,False,,

TDCC_WINDOW_ROW_009=20260626,49.33,0.0,49.33,0.0,41.61,0.0,36.6,0.0,0,False,False,False,,

TDCC_WINDOW_ROW_010=20260703,49.33,0.0,49.33,0.0,41.61,0.0,36.6,0.0,0,False,False,False,,

TDCC_WINDOW_ROW_011=20260717,50.45,1.1200000000000045,49.33,0.0,41.61,0.0,36.6,0.0,1,False,False,False,,
