as_of_date,over_400_ratio,over_400_change_1w,over_600_ratio,over_600_change_1w,over_800_ratio,over_800_change_1w,over_1000_ratio,over_1000_change_1w,tdcc_consecutive_up_weeks,all_thresholds_up,high_thresholds_up,four_thresholds_sync_up,retail_ratio,total_shareholders
20260430,38.1,,30.26,,24.93,,21.89,,0,False,False,False,,
20260508,37.95,-0.14999999999999858,30.91,0.6499999999999986,26.15,1.2199999999999989,22.11,0.21999999999999886,1,False,True,False,,
20260515,39.92,1.9699999999999989,32.7,1.7900000000000027,27.3,1.1500000000000021,24.23,2.120000000000001,2,True,True,True,,
20260522,38.74,-1.1799999999999997,31.47,-1.230000000000004,27.58,0.2799999999999976,24.68,0.4499999999999993,3,False,True,False,,
20260529,40.02,1.2800000000000011,35.08,3.6099999999999994,30.73,3.150000000000002,24.73,0.05000000000000071,4,True,True,True,,
20260605,39.17,-0.8500000000000014,33.16,-1.9200000000000017,28.66,-2.0700000000000003,23.53,-1.1999999999999993,0,False,False,False,,
20260612,38.13,-1.0399999999999991,32.26,-0.8999999999999986,27.59,-1.0700000000000003,24.69,1.1600000000000001,1,False,True,False,,
20260618,36.63,-1.5,31.69,-0.5699999999999967,26.9,-0.6900000000000013,24.89,0.1999999999999993,2,False,True,False,,
20260626,36.44,-0.19000000000000483,32.13,0.4400000000000013,27.52,0.620000000000001,25.49,0.5999999999999979,3,False,True,False,,
20260703,35.64,-0.7999999999999972,31.31,-0.8200000000000038,26.84,-0.6799999999999997,23.89,-1.5999999999999979,0,False,False,False,,
