# TDCC_WINDOW

columns=as_of_date,over_400_ratio,over_400_change_1w,over_600_ratio,over_600_change_1w,over_800_ratio,over_800_change_1w,over_1000_ratio,over_1000_change_1w,tdcc_consecutive_up_weeks,all_thresholds_up,high_thresholds_up,four_thresholds_sync_up,retail_ratio,total_shareholders

TDCC_WINDOW_ROW_001=20260430,30.22,,27.06,,24.47,,23.44,,0,False,False,False,,

TDCC_WINDOW_ROW_002=20260508,30.84,0.620000000000001,27.83,0.7699999999999996,24.47,0.0,23.44,0.0,1,False,False,False,,

TDCC_WINDOW_ROW_003=20260515,30.02,-0.8200000000000003,26.24,-1.5899999999999999,24.47,0.0,23.44,0.0,0,False,False,False,,

TDCC_WINDOW_ROW_004=20260522,29.69,-0.3299999999999983,25.21,-1.0299999999999976,23.44,-1.0299999999999976,23.44,0.0,0,False,False,False,,

TDCC_WINDOW_ROW_005=20260529,29.86,0.16999999999999815,25.99,0.7799999999999976,23.44,0.0,23.44,0.0,1,False,False,False,,

TDCC_WINDOW_ROW_006=20260605,29.64,-0.21999999999999886,25.21,-0.7799999999999976,23.44,0.0,23.44,0.0,0,False,False,False,,

TDCC_WINDOW_ROW_007=20260612,29.08,-0.5600000000000023,25.19,-0.019999999999999574,23.42,-0.019999999999999574,23.42,-0.019999999999999574,0,False,False,False,,

TDCC_WINDOW_ROW_008=20260618,28.95,-0.129999999999999,25.19,0.0,23.42,0.0,23.42,0.0,0,False,False,False,,

TDCC_WINDOW_ROW_009=20260626,29.75,0.8000000000000007,25.93,0.7399999999999984,23.41,-0.010000000000001563,23.41,-0.010000000000001563,1,False,False,False,,

TDCC_WINDOW_ROW_010=20260703,30.24,0.48999999999999844,25.97,0.03999999999999915,23.41,0.0,23.41,0.0,2,False,False,False,,

TDCC_WINDOW_ROW_011=20260717,29.1,-1.139999999999997,25.99,0.019999999999999574,23.41,0.0,23.41,0.0,3,False,False,False,,
