as_of_date,over_400_ratio,over_400_change_1w,over_600_ratio,over_600_change_1w,over_800_ratio,over_800_change_1w,over_1000_ratio,over_1000_change_1w,tdcc_consecutive_up_weeks,all_thresholds_up,high_thresholds_up,four_thresholds_sync_up,retail_ratio,total_shareholders
20260430,63.08,,63.08,,61.69,,61.69,,0,False,False,False,,
20260508,63.08,0.0,63.08,0.0,61.69,0.0,61.69,0.0,0,False,False,False,,
20260515,63.08,0.0,63.08,0.0,61.69,0.0,61.69,0.0,0,False,False,False,,
20260522,63.08,0.0,63.08,0.0,61.69,0.0,61.69,0.0,0,False,False,False,,
20260529,63.08,0.0,63.08,0.0,61.69,0.0,61.69,0.0,0,False,False,False,,
20260605,63.08,0.0,63.08,0.0,61.69,0.0,61.69,0.0,0,False,False,False,,
20260612,63.08,0.0,63.08,0.0,61.69,0.0,61.69,0.0,0,False,False,False,,
20260618,63.08,0.0,63.08,0.0,61.69,0.0,61.69,0.0,0,False,False,False,,
20260626,63.08,0.0,63.08,0.0,61.69,0.0,61.69,0.0,0,False,False,False,,
20260703,63.08,0.0,63.08,0.0,61.69,0.0,61.69,0.0,0,False,False,False,,
20260717,63.08,0.0,63.08,0.0,61.69,0.0,61.69,0.0,0,False,False,False,,
