as_of_date,over_400_ratio,over_400_change_1w,over_400_change_2w,over_400_change_3w,over_600_ratio,over_600_change_1w,over_600_change_2w,over_600_change_3w,over_800_ratio,over_800_change_1w,over_800_change_2w,over_800_change_3w,over_1000_ratio,over_1000_change_1w,over_1000_change_2w,over_1000_change_3w,tdcc_consecutive_up_weeks,all_thresholds_up,high_thresholds_up,four_thresholds_sync_up,retail_ratio,total_shareholders,source_tdcc_dataset_id,tdcc_continuity_status,tdcc_missing_official_dates
20260709,34.08,-1.8500000000000014,-3.6200000000000045,0.25,32.99,-1.9199999999999946,-3.1499999999999986,0.28000000000000114,31.87,-2.2899999999999956,-3.629999999999999,-0.09999999999999787,30.92,-1.6999999999999957,-2.710000000000001,0.5,0,False,False,False,,,tdcc-20260924-db6f7ba61c9bf627,complete,
20260717,32.54,-1.5399999999999991,-3.3900000000000006,-5.160000000000004,31.55,-1.4400000000000013,-3.359999999999996,-4.59,30.94,-0.9299999999999997,-3.2199999999999953,-4.559999999999999,30.15,-0.7700000000000031,-2.469999999999999,-3.480000000000004,0,False,False,False,,,tdcc-20260924-db6f7ba61c9bf627,complete,
20260724,32.47,-0.07000000000000028,-1.6099999999999994,-3.460000000000001,31.62,0.07000000000000028,-1.370000000000001,-3.2899999999999956,30.64,-0.3000000000000007,-1.2300000000000004,-3.519999999999996,29.71,-0.4399999999999977,-1.2100000000000009,-2.9099999999999966,1,False,False,False,,,tdcc-20260924-db6f7ba61c9bf627,complete,
20260731,32.0,-0.46999999999999886,-0.5399999999999991,-2.0799999999999983,31.23,-0.39000000000000057,-0.3200000000000003,-1.7600000000000016,30.22,-0.4200000000000017,-0.7200000000000024,-1.6500000000000021,29.25,-0.46000000000000085,-0.8999999999999986,-1.6700000000000017,0,False,False,False,,,tdcc-20260924-db6f7ba61c9bf627,complete,
20260807,33.34,1.3400000000000034,0.8700000000000045,0.8000000000000043,32.43,1.1999999999999993,0.8099999999999987,0.879999999999999,31.34,1.120000000000001,0.6999999999999993,0.3999999999999986,30.7,1.4499999999999993,0.9899999999999984,0.5500000000000007,1,True,True,True,,,tdcc-20260924-db6f7ba61c9bf627,complete,
20260814,33.16,-0.18000000000000682,1.1599999999999966,0.6899999999999977,32.18,-0.25,0.9499999999999993,0.5599999999999987,31.43,0.08999999999999986,1.2100000000000009,0.7899999999999991,30.44,-0.259999999999998,1.1900000000000013,0.7300000000000004,2,False,True,False,,,tdcc-20260924-db6f7ba61c9bf627,complete,
20260821,41.28,8.120000000000005,7.939999999999998,9.280000000000001,39.89,7.710000000000001,7.460000000000001,8.66,39.16,7.729999999999997,7.819999999999997,8.939999999999998,37.59,7.150000000000002,6.890000000000004,8.340000000000003,3,True,True,True,,,tdcc-20260924-db6f7ba61c9bf627,complete,
20260828,49.45,8.170000000000002,16.290000000000006,16.11,48.3,8.409999999999997,16.119999999999997,15.869999999999997,46.88,7.720000000000006,15.450000000000003,15.540000000000003,45.13,7.539999999999999,14.690000000000001,14.430000000000003,4,True,True,True,,,tdcc-20260924-db6f7ba61c9bf627,complete,
20260904,55.55,6.099999999999994,14.269999999999996,22.39,54.53,6.230000000000004,14.64,22.35,53.09,6.210000000000001,13.930000000000007,21.660000000000004,52.01,6.8799999999999955,14.419999999999995,21.569999999999997,5,True,True,True,,,tdcc-20260924-db6f7ba61c9bf627,complete,
20260911,56.97,1.4200000000000017,7.519999999999996,15.689999999999998,55.49,0.9600000000000009,7.190000000000005,15.600000000000001,54.05,0.9599999999999937,7.169999999999995,14.89,52.93,0.9200000000000017,7.799999999999997,15.339999999999996,6,True,True,True,,,tdcc-20260924-db6f7ba61c9bf627,complete,
20260918,51.38,-5.589999999999996,-4.169999999999995,1.9299999999999997,49.89,-5.600000000000001,-4.640000000000001,1.5900000000000034,48.47,-5.579999999999998,-4.6200000000000045,1.5899999999999963,47.66,-5.270000000000003,-4.350000000000001,2.529999999999994,0,False,False,False,,,tdcc-20260924-db6f7ba61c9bf627,complete,
20260924,51.9,0.519999999999996,-5.07,-3.6499999999999986,50.43,0.5399999999999991,-5.060000000000002,-4.100000000000001,49.51,1.0399999999999991,-4.539999999999999,-3.5800000000000054,48.41,0.75,-4.520000000000003,-3.6000000000000014,1,True,True,True,,,tdcc-20260924-db6f7ba61c9bf627,complete,
