as_of_date,over_400_ratio,over_400_change_1w,over_600_ratio,over_600_change_1w,over_800_ratio,over_800_change_1w,over_1000_ratio,over_1000_change_1w,tdcc_consecutive_up_weeks,all_thresholds_up,high_thresholds_up,four_thresholds_sync_up,retail_ratio,total_shareholders
20260430,82.26,,82.26,,82.26,,77.74,,0,False,False,False,,
20260508,82.26,0.0,82.26,0.0,82.26,0.0,77.74,0.0,0,False,False,False,,
20260515,82.26,0.0,82.26,0.0,82.26,0.0,77.74,0.0,0,False,False,False,,
20260522,82.26,0.0,82.26,0.0,82.26,0.0,77.74,0.0,0,False,False,False,,
20260529,82.26,0.0,82.26,0.0,82.26,0.0,77.74,0.0,0,False,False,False,,
20260605,82.26,0.0,82.26,0.0,82.26,0.0,77.74,0.0,0,False,False,False,,
20260612,82.26,0.0,82.26,0.0,82.26,0.0,77.74,0.0,0,False,False,False,,
20260618,82.26,0.0,82.26,0.0,82.26,0.0,77.74,0.0,0,False,False,False,,
20260626,82.26,0.0,82.26,0.0,82.26,0.0,77.74,0.0,0,False,False,False,,
20260703,82.26,0.0,82.26,0.0,82.26,0.0,77.74,0.0,0,False,False,False,,
20260717,82.26,0.0,82.26,0.0,82.26,0.0,77.74,0.0,0,False,False,False,,
