as_of_date,over_400_ratio,over_400_change_1w,over_600_ratio,over_600_change_1w,over_800_ratio,over_800_change_1w,over_1000_ratio,over_1000_change_1w,tdcc_consecutive_up_weeks,all_thresholds_up,high_thresholds_up,four_thresholds_sync_up,retail_ratio,total_shareholders
20260430,50.73,,49.53,,44.45,,40.17,,0,False,False,False,,
20260508,50.68,-0.04999999999999716,49.48,-0.05000000000000426,44.4,-0.05000000000000426,40.17,0.0,0,False,False,False,,
20260515,50.68,0.0,49.48,0.0,44.4,0.0,40.18,0.00999999999999801,1,False,True,False,,
20260522,50.68,0.0,49.48,0.0,44.4,0.0,40.18,0.0,0,False,False,False,,
20260529,50.68,0.0,49.48,0.0,44.4,0.0,40.18,0.0,0,False,False,False,,
20260605,50.53,-0.14999999999999858,49.33,-0.14999999999999858,44.25,-0.14999999999999858,40.03,-0.14999999999999858,0,False,False,False,,
20260612,50.48,-0.05000000000000426,49.28,-0.04999999999999716,44.2,-0.04999999999999716,39.98,-0.05000000000000426,0,False,False,False,,
20260618,50.48,0.0,49.28,0.0,44.2,0.0,39.98,0.0,0,False,False,False,,
20260626,50.32,-0.1599999999999966,49.12,-0.1600000000000037,44.04,-0.1600000000000037,37.49,-2.489999999999995,0,False,False,False,,
20260703,50.3,-0.020000000000003126,49.1,-0.01999999999999602,44.02,-0.01999999999999602,37.47,-0.020000000000003126,0,False,False,False,,
20260717,50.32,0.020000000000003126,49.12,0.01999999999999602,44.04,0.01999999999999602,37.45,-0.01999999999999602,1,False,True,False,,
