as_of_date,over_400_ratio,over_400_change_1w,over_400_change_2w,over_400_change_3w,over_600_ratio,over_600_change_1w,over_600_change_2w,over_600_change_3w,over_800_ratio,over_800_change_1w,over_800_change_2w,over_800_change_3w,over_1000_ratio,over_1000_change_1w,over_1000_change_2w,over_1000_change_3w,tdcc_consecutive_up_weeks,all_thresholds_up,high_thresholds_up,four_thresholds_sync_up,retail_ratio,total_shareholders,source_tdcc_dataset_id,tdcc_continuity_status,tdcc_missing_official_dates
20260605,26.34,0.3000000000000007,1.6900000000000013,-1.1000000000000014,23.94,1.4100000000000001,1.9200000000000017,-0.8499999999999979,21.66,0.05000000000000071,0.379999999999999,-1.4699999999999989,21.08,-0.010000000000001563,0.9499999999999993,-0.5500000000000007,2,False,True,False,,,tdcc-20260821-d1df4c843f691346,complete,
20260612,24.95,-1.3900000000000006,-1.0899999999999999,0.3000000000000007,22.59,-1.3500000000000014,0.05999999999999872,0.5700000000000003,21.4,-0.26000000000000156,-0.21000000000000085,0.11999999999999744,19.47,-1.6099999999999994,-1.620000000000001,-0.6600000000000001,0,False,False,False,,,tdcc-20260821-d1df4c843f691346,complete,
20260618,26.17,1.2200000000000024,-0.16999999999999815,0.13000000000000256,22.92,0.33000000000000185,-1.0199999999999996,0.39000000000000057,22.03,0.6300000000000026,0.370000000000001,0.4200000000000017,20.96,1.490000000000002,-0.11999999999999744,-0.129999999999999,1,True,True,True,,,tdcc-20260821-d1df4c843f691346,complete,
20260626,25.43,-0.740000000000002,0.4800000000000004,-0.9100000000000001,22.42,-0.5,-0.16999999999999815,-1.5199999999999996,21.73,-0.3000000000000007,0.33000000000000185,0.07000000000000028,20.1,-0.8599999999999994,0.6300000000000026,-0.9799999999999969,0,False,False,False,,,tdcc-20260821-d1df4c843f691346,complete,
20260703,24.13,-1.3000000000000007,-2.0400000000000027,-0.8200000000000003,21.51,-0.9100000000000001,-1.4100000000000001,-1.0799999999999983,20.36,-1.370000000000001,-1.6700000000000017,-1.0399999999999991,19.02,-1.0800000000000018,-1.9400000000000013,-0.4499999999999993,0,False,False,False,,,tdcc-20260821-d1df4c843f691346,complete,
20260709,24.52,0.39000000000000057,-0.9100000000000001,-1.6500000000000021,22.4,0.889999999999997,-0.020000000000003126,-0.5200000000000031,21.21,0.8500000000000014,-0.5199999999999996,-0.8200000000000003,19.87,0.8500000000000014,-0.23000000000000043,-1.0899999999999999,1,True,True,True,,,tdcc-20260821-d1df4c843f691346,complete,
20260717,24.59,0.07000000000000028,0.46000000000000085,-0.8399999999999999,22.57,0.1700000000000017,1.0599999999999987,0.14999999999999858,20.91,-0.3000000000000007,0.5500000000000007,-0.8200000000000003,19.54,-0.33000000000000185,0.5199999999999996,-0.5600000000000023,2,False,False,False,,,tdcc-20260821-d1df4c843f691346,complete,
20260724,24.69,0.10000000000000142,0.1700000000000017,0.5600000000000023,22.46,-0.10999999999999943,0.060000000000002274,0.9499999999999993,20.82,-0.08999999999999986,-0.39000000000000057,0.46000000000000085,19.72,0.17999999999999972,-0.15000000000000213,0.6999999999999993,3,False,True,False,,,tdcc-20260821-d1df4c843f691346,complete,
20260731,24.34,-0.3500000000000014,-0.25,-0.17999999999999972,22.04,-0.4200000000000017,-0.5300000000000011,-0.35999999999999943,20.43,-0.39000000000000057,-0.4800000000000004,-0.7800000000000011,19.34,-0.379999999999999,-0.1999999999999993,-0.5300000000000011,0,False,False,False,,,tdcc-20260821-d1df4c843f691346,complete,
20260807,24.8,0.46000000000000085,0.10999999999999943,0.21000000000000085,22.54,0.5,0.0799999999999983,-0.030000000000001137,20.86,0.4299999999999997,0.03999999999999915,-0.05000000000000071,19.17,-0.16999999999999815,-0.5499999999999972,-0.36999999999999744,1,False,True,False,,,tdcc-20260821-d1df4c843f691346,complete,
20260814,24.89,0.08999999999999986,0.5500000000000007,0.1999999999999993,22.81,0.2699999999999996,0.7699999999999996,0.34999999999999787,21.17,0.3100000000000023,0.740000000000002,0.3500000000000014,20.07,0.8999999999999986,0.7300000000000004,0.3500000000000014,2,True,True,True,,,tdcc-20260821-d1df4c843f691346,complete,
20260821,24.54,-0.3500000000000014,-0.26000000000000156,0.1999999999999993,22.09,-0.7199999999999989,-0.4499999999999993,0.05000000000000071,20.46,-0.7100000000000009,-0.3999999999999986,0.030000000000001137,19.38,-0.6900000000000013,0.2099999999999973,0.03999999999999915,0,False,False,False,,,tdcc-20260821-d1df4c843f691346,complete,
