as_of_date,over_400_ratio,over_400_change_1w,over_400_change_2w,over_400_change_3w,over_600_ratio,over_600_change_1w,over_600_change_2w,over_600_change_3w,over_800_ratio,over_800_change_1w,over_800_change_2w,over_800_change_3w,over_1000_ratio,over_1000_change_1w,over_1000_change_2w,over_1000_change_3w,tdcc_consecutive_up_weeks,all_thresholds_up,high_thresholds_up,four_thresholds_sync_up,retail_ratio,total_shareholders,source_tdcc_dataset_id,tdcc_continuity_status,tdcc_missing_official_dates
20260618,53.1,-0.5700000000000003,-1.0499999999999972,-0.8200000000000003,46.76,-0.17999999999999972,-0.10000000000000142,-1.0100000000000051,42.79,-0.8299999999999983,-0.8100000000000023,-0.9200000000000017,42.01,0.0,0.0,0.0,0,False,False,False,,,tdcc-20260904-ef2f08472cf64a89,complete,
20260626,53.08,-0.020000000000003126,-0.5900000000000034,-1.0700000000000003,46.81,0.05000000000000426,-0.12999999999999545,-0.04999999999999716,42.79,0.0,-0.8299999999999983,-0.8100000000000023,42.01,0.0,0.0,0.0,1,False,False,False,,,tdcc-20260904-ef2f08472cf64a89,complete,
20260703,53.08,0.0,-0.020000000000003126,-0.5900000000000034,46.81,0.0,0.05000000000000426,-0.12999999999999545,42.79,0.0,0.0,-0.8299999999999983,42.01,0.0,0.0,0.0,0,False,False,False,,,tdcc-20260904-ef2f08472cf64a89,complete,
20260709,52.99,-0.0899999999999963,-0.0899999999999963,-0.10999999999999943,46.16,-0.6500000000000057,-0.6500000000000057,-0.6000000000000014,42.79,0.0,0.0,0.0,42.01,0.0,0.0,0.0,0,False,False,False,,,tdcc-20260904-ef2f08472cf64a89,complete,
20260717,53.06,0.07000000000000028,-0.01999999999999602,-0.01999999999999602,46.23,0.07000000000000028,-0.5800000000000054,-0.5800000000000054,43.58,0.7899999999999991,0.7899999999999991,0.7899999999999991,42.0,-0.00999999999999801,-0.00999999999999801,-0.00999999999999801,1,False,True,False,,,tdcc-20260904-ef2f08472cf64a89,complete,
20260724,53.46,0.3999999999999986,0.46999999999999886,0.38000000000000256,46.19,-0.03999999999999915,0.030000000000001137,-0.6200000000000045,43.54,-0.03999999999999915,0.75,0.75,41.95,-0.04999999999999716,-0.05999999999999517,-0.05999999999999517,2,False,False,False,,,tdcc-20260904-ef2f08472cf64a89,complete,
20260731,53.12,-0.3400000000000034,0.05999999999999517,0.12999999999999545,46.19,0.0,-0.03999999999999915,0.030000000000001137,43.54,0.0,-0.03999999999999915,0.75,41.95,0.0,-0.04999999999999716,-0.05999999999999517,0,False,False,False,,,tdcc-20260904-ef2f08472cf64a89,complete,
20260807,53.09,-0.02999999999999403,-0.36999999999999744,0.030000000000001137,46.16,-0.030000000000001137,-0.030000000000001137,-0.07000000000000028,43.51,-0.030000000000001137,-0.030000000000001137,-0.07000000000000028,41.95,0.0,0.0,-0.04999999999999716,0,False,False,False,,,tdcc-20260904-ef2f08472cf64a89,complete,
20260814,53.0,-0.09000000000000341,-0.11999999999999744,-0.46000000000000085,46.13,-0.02999999999999403,-0.05999999999999517,-0.05999999999999517,42.72,-0.7899999999999991,-0.8200000000000003,-0.8200000000000003,41.95,0.0,0.0,0.0,0,False,False,False,,,tdcc-20260904-ef2f08472cf64a89,complete,
20260821,53.37,0.36999999999999744,0.27999999999999403,0.25,46.13,0.0,-0.02999999999999403,-0.05999999999999517,42.72,0.0,-0.7899999999999991,-0.8200000000000003,41.95,0.0,0.0,0.0,1,False,False,False,,,tdcc-20260904-ef2f08472cf64a89,complete,
20260828,53.34,-0.02999999999999403,0.3400000000000034,0.25,46.1,-0.030000000000001137,-0.030000000000001137,-0.05999999999999517,41.95,-0.769999999999996,-0.769999999999996,-1.5599999999999952,41.95,0.0,0.0,0.0,0,False,False,False,,,tdcc-20260904-ef2f08472cf64a89,complete,
20260904,53.32,-0.020000000000003126,-0.04999999999999716,0.3200000000000003,46.08,-0.020000000000003126,-0.05000000000000426,-0.05000000000000426,41.95,0.0,-0.769999999999996,-0.769999999999996,41.95,0.0,0.0,0.0,0,False,False,False,,,tdcc-20260904-ef2f08472cf64a89,complete,
