as_of_date,over_400_ratio,over_400_change_1w,over_600_ratio,over_600_change_1w,over_800_ratio,over_800_change_1w,over_1000_ratio,over_1000_change_1w,tdcc_consecutive_up_weeks,all_thresholds_up,high_thresholds_up,four_thresholds_sync_up,retail_ratio,total_shareholders
20260430,63.69,,61.07,,58.54,,55.99,,0,False,False,False,,
20260508,63.65,-0.03999999999999915,61.32,0.25,59.08,0.5399999999999991,57.03,1.0399999999999991,1,False,True,False,,
20260515,63.56,-0.0899999999999963,60.98,-0.3400000000000034,59.15,0.07000000000000028,56.62,-0.4100000000000037,2,False,True,False,,
20260522,63.92,0.35999999999999943,61.63,0.6500000000000057,59.08,-0.07000000000000028,56.54,-0.0799999999999983,3,False,False,False,,
20260529,64.0,0.0799999999999983,61.67,0.03999999999999915,59.5,0.4200000000000017,56.5,-0.03999999999999915,4,False,True,False,,
20260605,63.36,-0.6400000000000006,60.33,-1.3400000000000034,57.8,-1.7000000000000028,55.82,-0.6799999999999997,0,False,False,False,,
20260612,62.24,-1.1199999999999974,60.25,-0.0799999999999983,58.5,0.7000000000000028,55.58,-0.240000000000002,1,False,True,False,,
20260618,62.5,0.259999999999998,59.42,-0.8299999999999983,58.0,-0.5,55.5,-0.0799999999999983,2,False,False,False,,
20260626,62.92,0.4200000000000017,59.66,0.23999999999999488,57.85,-0.14999999999999858,55.35,-0.14999999999999858,3,False,False,False,,
20260703,63.56,0.6400000000000006,60.02,0.36000000000000654,58.22,0.36999999999999744,55.73,0.37999999999999545,4,True,True,True,,
