ticker,name,market,date,revenue_period,industry,revenue_yoy_pct,cumulative_yoy_pct,close,ma20,ma60,gap_ma20_pct,gap_ma60_pct,return_10d_pct,return_20d_pct,score,judge
1773,勝一,listed,20260515,11504,化學工業,31.81,15.8,175.5,172.3,155.98,1.86,12.52,5.09,12.86,55,初步觀察
3715,定穎投控,listed,20260515,11504,電子零組件業,31.22,25.86,175.0,183.28,171.95,-4.52,1.77,0.57,-6.17,55,初步觀察
2646,星宇航空,listed,20260515,11504,航運業,30.12,24.67,20.1,20.44,21.33,-1.65,-5.75,-0.74,-5.41,55,初步觀察
2488,漢平,listed,20260515,11504,其他電子業,29.78,11.22,51.3,51.48,49.23,-0.35,4.2,-0.97,-2.1,55,初步觀察
6669,緯穎,listed,20260515,11504,電腦及週邊設備業,29.67,53.22,5115.0,4818.75,4125.25,6.15,23.99,9.41,38.24,55,初步觀察
6655,科定,listed,20260515,11504,其他,29.6,27.23,135.0,137.95,131.98,-2.14,2.29,-1.46,-0.37,55,初步觀察
3044,健鼎,listed,20260515,11504,電子零組件業,28.9,24.16,477.5,471.0,403.64,1.38,18.3,6.47,16.32,55,初步觀察
6214,精誠,listed,20260515,11504,資訊服務業,28.33,23.35,122.0,123.62,115.55,-1.31,5.58,1.67,-1.21,55,初步觀察
8411,福貞-KY,listed,20260515,11504,其他,27.88,24.73,12.2,12.24,12.27,-0.29,-0.56,-0.41,-1.61,55,初步觀察
1447,力鵬,listed,20260515,11504,紡織纖維,27.79,19.42,5.34,5.07,5.25,5.26,1.65,7.01,-1.84,55,初步觀察
2849,安泰銀,listed,20260515,11504,金融保險業,27.51,19.41,13.2,13.78,13.46,-4.19,-1.91,-3.3,-5.38,55,初步觀察
6936,永鴻生技,listed,20260515,11504,生技醫療業,27.2,12.58,33.3,34.47,34.82,-3.39,-4.36,-2.92,-6.2,55,初步觀察
6136,富爾特,listed,20260515,11504,通信網路業,26.78,28.14,24.85,25.64,24.6,-3.1,1.03,-2.17,3.54,55,初步觀察
8341,日友,listed,20260515,11504,綠能環保,26.66,16.5,76.5,75.36,76.32,1.51,0.24,2.41,0.13,55,初步觀察
1416,廣豐,listed,20260515,11504,其他,26.52,28.63,11.1,11.4,11.53,-2.59,-3.74,-2.63,-4.31,55,初步觀察
6757,台灣虎航,listed,20260515,11504,航運業,26.46,21.15,51.9,50.96,53.64,1.85,-3.23,4.53,3.59,55,初步觀察
2497,怡利電,listed,20260515,11504,汽車工業,25.92,10.57,57.6,57.49,49.97,0.19,15.26,4.54,3.6,55,初步觀察
1590,亞德客-KY,listed,20260515,11504,電機機械,25.23,24.15,1465.0,1422.75,1193.33,2.97,22.77,0.69,19.59,55,初步觀察
3550,聯穎,listed,20260515,11504,電子零組件業,25.21,22.7,21.0,20.76,19.25,1.17,9.11,-1.41,7.42,55,初步觀察
2450,神腦,listed,20260515,11504,通信網路業,24.71,17.37,29.35,29.82,29.61,-1.56,-0.88,-0.84,-2.98,55,初步觀察
