"date","exit_code"
"20240101","1"
"20240206","1"
"20240207","1"
"20240208","1"
"20240209","1"
"20240212","1"
"20240213","1"
"20240214","1"
"20240228","1"
"20240404","1"
"20240405","1"
"20240501","1"
"20240610","1"
"20240724","1"
"20240725","1"
"20240917","1"
"20241002","1"
"20241003","1"
"20241010","1"
"20241031","1"
"20250101","1"
"20250123","1"
"20250124","1"
"20250127","1"
"20250128","1"
"20250129","1"
"20250130","1"
"20250131","1"
"20250228","1"
"20250403","1"
"20250404","1"
