as_of_date,stock_id,stock_name,theme,retail_ratio,retail_ratio_change_1w,total_shareholders,total_shareholders_change_1w,tdcc_consecutive_up_weeks,all_thresholds_up,high_thresholds_up,four_thresholds_sync_up,theme_breadth_level,over_400_ratio,over_400_change_1w,over_400_change_2w,over_400_change_3w,over_600_ratio,over_600_change_1w,over_600_change_2w,over_600_change_3w,over_800_ratio,over_800_change_1w,over_800_change_2w,over_800_change_3w,over_1000_ratio,over_1000_change_1w,over_1000_change_2w,over_1000_change_3w
20260430,9931,欣高,,,,,,0,False,False,False,Neutral,78.04,,,,76.01,,,,73.76,,,,73.03,,,
20260508,9931,欣高,,,,,,0,False,False,False,Neutral,77.66,-0.38000000000000966,,,76.01,0.0,,,73.76,0.0,,,73.03,0.0,,
20260515,9931,欣高,,,,,,1,False,False,False,Neutral,78.01,0.3500000000000085,-0.030000000000001137,,76.01,0.0,0.0,,73.76,0.0,0.0,,73.03,0.0,0.0,
20260522,9931,欣高,,,,,,0,False,False,False,Neutral,77.95,-0.060000000000002274,0.29000000000000625,-0.09000000000000341,75.95,-0.060000000000002274,-0.060000000000002274,-0.060000000000002274,73.7,-0.060000000000002274,-0.060000000000002274,-0.060000000000002274,72.97,-0.060000000000002274,-0.060000000000002274,-0.060000000000002274
20260529,9931,欣高,,,,,,1,True,True,True,Neutral,77.96,0.009999999999990905,-0.05000000000001137,0.29999999999999716,75.96,0.009999999999990905,-0.05000000000001137,-0.05000000000001137,73.71,0.009999999999990905,-0.05000000000001137,-0.05000000000001137,72.98,0.010000000000005116,-0.04999999999999716,-0.04999999999999716
20260605,9931,欣高,,,,,,0,False,False,False,Neutral,77.96,0.0,0.009999999999990905,-0.05000000000001137,75.96,0.0,0.009999999999990905,-0.05000000000001137,73.71,0.0,0.009999999999990905,-0.05000000000001137,72.98,0.0,0.010000000000005116,-0.04999999999999716
20260612,9931,欣高,,,,,,0,False,False,False,Neutral,77.96,0.0,0.0,0.009999999999990905,75.96,0.0,0.0,0.009999999999990905,73.71,0.0,0.0,0.009999999999990905,72.98,0.0,0.0,0.010000000000005116
20260618,9931,欣高,,,,,,0,False,False,False,Neutral,77.96,0.0,0.0,0.0,75.96,0.0,0.0,0.0,73.71,0.0,0.0,0.0,72.98,0.0,0.0,0.0
20260626,9931,欣高,,,,,,0,False,False,False,Neutral,77.96,0.0,0.0,0.0,75.96,0.0,0.0,0.0,73.71,0.0,0.0,0.0,72.98,0.0,0.0,0.0
20260703,9931,欣高,,,,,,1,True,True,True,Neutral,78.0,0.04000000000000625,0.04000000000000625,0.04000000000000625,75.97,0.010000000000005116,0.010000000000005116,0.010000000000005116,73.72,0.010000000000005116,0.010000000000005116,0.010000000000005116,72.99,0.009999999999990905,0.009999999999990905,0.009999999999990905
20260709,9931,欣高,,,,,,0,False,False,False,Neutral,77.98,-0.01999999999999602,0.020000000000010232,0.020000000000010232,75.97,0.0,0.010000000000005116,0.010000000000005116,73.72,0.0,0.010000000000005116,0.010000000000005116,72.99,0.0,0.009999999999990905,0.009999999999990905
20260717,9931,欣高,,,,,,1,False,False,False,Neutral,78.04,0.060000000000002274,0.04000000000000625,0.0800000000000125,75.97,0.0,0.0,0.010000000000005116,73.72,0.0,0.0,0.010000000000005116,72.99,0.0,0.0,0.009999999999990905
20260724,9931,欣高,,,,,,2,True,True,True,Neutral,78.06,0.01999999999999602,0.0799999999999983,0.060000000000002274,76.4,0.4300000000000068,0.4300000000000068,0.4300000000000068,74.15,0.4300000000000068,0.4300000000000068,0.4300000000000068,73.42,0.4300000000000068,0.4300000000000068,0.4300000000000068
20260731,9931,欣高,,,,,,0,False,False,False,Neutral,78.02,-0.04000000000000625,-0.020000000000010232,0.03999999999999204,76.36,-0.04000000000000625,0.39000000000000057,0.39000000000000057,74.11,-0.04000000000000625,0.39000000000000057,0.39000000000000057,73.38,-0.04000000000000625,0.39000000000000057,0.39000000000000057
20260807,9931,欣高,,,,,,0,False,False,False,Neutral,78.02,0.0,-0.04000000000000625,-0.020000000000010232,76.36,0.0,-0.04000000000000625,0.39000000000000057,74.11,0.0,-0.04000000000000625,0.39000000000000057,73.38,0.0,-0.04000000000000625,0.39000000000000057
20260814,9931,欣高,,,,,,1,True,True,True,Neutral,78.03,0.010000000000005116,0.010000000000005116,-0.030000000000001137,76.37,0.010000000000005116,0.010000000000005116,-0.030000000000001137,74.12,0.010000000000005116,0.010000000000005116,-0.030000000000001137,73.39,0.010000000000005116,0.010000000000005116,-0.030000000000001137
