as_of_date,stock_id,stock_name,theme,retail_ratio,retail_ratio_change_1w,total_shareholders,total_shareholders_change_1w,tdcc_consecutive_up_weeks,all_thresholds_up,high_thresholds_up,four_thresholds_sync_up,theme_breadth_level,over_400_ratio,over_400_change_1w,over_400_change_2w,over_400_change_3w,over_600_ratio,over_600_change_1w,over_600_change_2w,over_600_change_3w,over_800_ratio,over_800_change_1w,over_800_change_2w,over_800_change_3w,over_1000_ratio,over_1000_change_1w,over_1000_change_2w,over_1000_change_3w
20260430,3043,科風,,,,,,0,False,False,False,Neutral,19.45,,,,13.75,,,,13.75,,,,11.37,,,
20260508,3043,科風,,,,,,0,False,False,False,Neutral,19.44,-0.00999999999999801,,,13.75,0.0,,,13.75,0.0,,,11.37,0.0,,
20260515,3043,科風,,,,,,1,False,True,False,Neutral,19.39,-0.05000000000000071,-0.05999999999999872,,13.77,0.019999999999999574,0.019999999999999574,,13.77,0.019999999999999574,0.019999999999999574,,11.37,0.0,0.0,
20260522,3043,科風,,,,,,2,False,True,False,Neutral,19.55,0.16000000000000014,0.10999999999999943,0.10000000000000142,13.83,0.0600000000000005,0.08000000000000007,0.08000000000000007,13.83,0.0600000000000005,0.08000000000000007,0.08000000000000007,11.37,0.0,0.0,0.0
20260529,3043,科風,,,,,,0,False,False,False,Neutral,19.46,-0.08999999999999986,0.07000000000000028,0.019999999999999574,13.83,0.0,0.0600000000000005,0.08000000000000007,13.83,0.0,0.0600000000000005,0.08000000000000007,11.37,0.0,0.0,0.0
20260605,3043,科風,,,,,,1,False,True,False,Neutral,18.71,-0.75,-0.8399999999999999,-0.6799999999999997,14.19,0.35999999999999943,0.35999999999999943,0.41999999999999993,14.19,0.35999999999999943,0.35999999999999943,0.41999999999999993,14.19,2.8200000000000003,2.8200000000000003,2.8200000000000003
20260612,3043,科風,,,,,,2,True,True,True,Neutral,19.04,0.3299999999999983,-0.4200000000000017,-0.5100000000000016,14.37,0.17999999999999972,0.5399999999999991,0.5399999999999991,14.37,0.17999999999999972,0.5399999999999991,0.5399999999999991,14.37,0.17999999999999972,3.0,3.0
20260618,3043,科風,,,,,,3,True,True,True,Neutral,19.07,0.030000000000001137,0.35999999999999943,-0.39000000000000057,14.39,0.02000000000000135,0.20000000000000107,0.5600000000000005,14.39,0.02000000000000135,0.20000000000000107,0.5600000000000005,14.39,0.02000000000000135,0.20000000000000107,3.0200000000000014
20260626,3043,科風,,,,,,4,True,True,True,Neutral,19.09,0.019999999999999574,0.05000000000000071,0.379999999999999,14.41,0.019999999999999574,0.040000000000000924,0.22000000000000064,14.41,0.019999999999999574,0.040000000000000924,0.22000000000000064,14.41,0.019999999999999574,0.040000000000000924,0.22000000000000064
20260703,3043,科風,,,,,,0,False,False,False,Neutral,19.07,-0.019999999999999574,0.0,0.030000000000001137,14.41,0.0,0.019999999999999574,0.040000000000000924,14.41,0.0,0.019999999999999574,0.040000000000000924,14.41,0.0,0.019999999999999574,0.040000000000000924
20260709,3043,科風,,,,,,0,False,False,False,Neutral,19.06,-0.010000000000001563,-0.030000000000001137,-0.010000000000001563,14.41,0.0,0.0,0.019999999999999574,14.41,0.0,0.0,0.019999999999999574,14.41,0.0,0.0,0.019999999999999574
20260717,3043,科風,,,,,,1,False,False,False,Neutral,19.1,0.0400000000000027,0.030000000000001137,0.010000000000001563,14.41,0.0,0.0,0.0,14.41,0.0,0.0,0.0,14.41,0.0,0.0,0.0
20260724,3043,科風,,,,,,2,False,False,False,Neutral,20.12,1.0199999999999996,1.0600000000000023,1.0500000000000007,14.4,-0.009999999999999787,-0.009999999999999787,-0.009999999999999787,14.4,-0.009999999999999787,-0.009999999999999787,-0.009999999999999787,14.4,-0.009999999999999787,-0.009999999999999787,-0.009999999999999787
20260731,3043,科風,,,,,,0,False,False,False,Neutral,18.02,-2.1000000000000014,-1.0800000000000018,-1.0399999999999991,14.4,0.0,-0.009999999999999787,-0.009999999999999787,14.4,0.0,-0.009999999999999787,-0.009999999999999787,14.4,0.0,-0.009999999999999787,-0.009999999999999787
20260807,3043,科風,,,,,,0,False,False,False,Neutral,18.01,-0.00999999999999801,-2.1099999999999994,-1.0899999999999999,14.4,0.0,0.0,-0.009999999999999787,14.4,0.0,0.0,-0.009999999999999787,14.4,0.0,0.0,-0.009999999999999787
20260814,3043,科風,,,,,,0,False,False,False,Neutral,17.89,-0.120000000000001,-0.129999999999999,-2.2300000000000004,14.4,0.0,0.0,0.0,14.4,0.0,0.0,0.0,14.4,0.0,0.0,0.0
