as_of_date,stock_id,stock_name,theme,retail_ratio,retail_ratio_change_1w,total_shareholders,total_shareholders_change_1w,tdcc_consecutive_up_weeks,all_thresholds_up,high_thresholds_up,four_thresholds_sync_up,theme_breadth_level,over_400_ratio,over_400_change_1w,over_400_change_2w,over_400_change_3w,over_600_ratio,over_600_change_1w,over_600_change_2w,over_600_change_3w,over_800_ratio,over_800_change_1w,over_800_change_2w,over_800_change_3w,over_1000_ratio,over_1000_change_1w,over_1000_change_2w,over_1000_change_3w
20260430,3685,元創精密,,,,,,0,False,False,False,Neutral,60.56,,,,54.93,,,,48.79,,,,45.46,,,
20260508,3685,元創精密,,,,,,0,False,False,False,Neutral,60.19,-0.37000000000000455,,,54.03,-0.8999999999999986,,,47.66,-1.1300000000000026,,,45.46,0.0,,
20260515,3685,元創精密,,,,,,1,False,False,False,Neutral,60.44,0.25,-0.12000000000000455,,53.77,-0.259999999999998,-1.1599999999999966,,47.49,-0.1699999999999946,-1.2999999999999972,,45.29,-0.1700000000000017,-0.1700000000000017,
20260522,3685,元創精密,,,,,,2,False,False,False,Neutral,59.95,-0.4899999999999949,-0.23999999999999488,-0.6099999999999994,53.78,0.00999999999999801,-0.25,-1.1499999999999986,47.49,0.0,-0.1699999999999946,-1.2999999999999972,45.29,0.0,-0.1700000000000017,-0.1700000000000017
20260529,3685,元創精密,,,,,,3,False,False,False,Neutral,60.14,0.18999999999999773,-0.29999999999999716,-0.04999999999999716,53.83,0.04999999999999716,0.05999999999999517,-0.20000000000000284,47.46,-0.030000000000001137,-0.030000000000001137,-0.19999999999999574,45.26,-0.030000000000001137,-0.030000000000001137,-0.20000000000000284
20260605,3685,元創精密,,,,,,0,False,False,False,Neutral,60.06,-0.0799999999999983,0.10999999999999943,-0.37999999999999545,53.74,-0.0899999999999963,-0.03999999999999915,-0.030000000000001137,47.45,-0.00999999999999801,-0.03999999999999915,-0.03999999999999915,45.25,-0.00999999999999801,-0.03999999999999915,-0.03999999999999915
20260612,3685,元創精密,,,,,,0,False,False,False,Neutral,59.99,-0.07000000000000028,-0.14999999999999858,0.03999999999999915,53.67,-0.07000000000000028,-0.1599999999999966,-0.10999999999999943,47.42,-0.030000000000001137,-0.03999999999999915,-0.07000000000000028,45.22,-0.030000000000001137,-0.03999999999999915,-0.07000000000000028
20260618,3685,元創精密,,,,,,1,False,False,False,Neutral,60.03,0.03999999999999915,-0.030000000000001137,-0.10999999999999943,53.61,-0.060000000000002274,-0.13000000000000256,-0.21999999999999886,47.42,0.0,-0.030000000000001137,-0.03999999999999915,45.22,0.0,-0.030000000000001137,-0.03999999999999915
20260626,3685,元創精密,,,,,,2,False,False,False,Neutral,60.32,0.28999999999999915,0.3299999999999983,0.259999999999998,53.54,-0.07000000000000028,-0.13000000000000256,-0.20000000000000284,47.37,-0.05000000000000426,-0.05000000000000426,-0.0800000000000054,45.17,-0.04999999999999716,-0.04999999999999716,-0.0799999999999983
20260703,3685,元創精密,,,,,,0,False,False,False,Neutral,60.11,-0.21000000000000085,0.0799999999999983,0.11999999999999744,52.79,-0.75,-0.8200000000000003,-0.8800000000000026,47.37,0.0,-0.05000000000000426,-0.05000000000000426,45.17,0.0,-0.04999999999999716,-0.04999999999999716
20260709,3685,元創精密,,,,,,1,False,True,False,Neutral,59.81,-0.29999999999999716,-0.509999999999998,-0.21999999999999886,52.5,-0.28999999999999915,-1.0399999999999991,-1.1099999999999994,48.08,0.7100000000000009,0.7100000000000009,0.6599999999999966,44.86,-0.3100000000000023,-0.3100000000000023,-0.35999999999999943
20260717,3685,元創精密,,,,,,2,True,True,True,Neutral,61.22,1.4099999999999966,1.1099999999999994,0.8999999999999986,53.14,0.6400000000000006,0.3500000000000014,-0.3999999999999986,48.7,0.6200000000000045,1.3300000000000054,1.3300000000000054,45.44,0.5799999999999983,0.269999999999996,0.269999999999996
20260724,3685,元創精密,,,,,,0,False,False,False,Neutral,61.07,-0.14999999999999858,1.259999999999998,0.9600000000000009,52.47,-0.6700000000000017,-0.030000000000001137,-0.3200000000000003,48.0,-0.7000000000000028,-0.0799999999999983,0.6300000000000026,44.74,-0.6999999999999957,-0.11999999999999744,-0.4299999999999997
20260731,3685,元創精密,,,,,,1,False,False,False,Neutral,60.93,-0.14000000000000057,-0.28999999999999915,1.1199999999999974,52.56,0.09000000000000341,-0.5799999999999983,0.060000000000002274,48.0,0.0,-0.7000000000000028,-0.0799999999999983,44.74,0.0,-0.6999999999999957,-0.11999999999999744
20260807,3685,元創精密,,,,,,2,False,True,False,Neutral,62.13,1.2000000000000028,1.0600000000000023,0.9100000000000037,52.67,0.10999999999999943,0.20000000000000284,-0.46999999999999886,49.1,1.1000000000000014,1.1000000000000014,0.3999999999999986,44.74,0.0,0.0,-0.6999999999999957
20260814,3685,元創精密,,,,,,0,False,False,False,Neutral,61.32,-0.8100000000000023,0.39000000000000057,0.25,52.62,-0.05000000000000426,0.05999999999999517,0.14999999999999858,49.05,-0.05000000000000426,1.0499999999999972,1.0499999999999972,44.68,-0.060000000000002274,-0.060000000000002274,-0.060000000000002274
20260821,3685,元創精密,,,,,,0,False,False,False,Neutral,61.17,-0.14999999999999858,-0.9600000000000009,0.240000000000002,52.6,-0.01999999999999602,-0.07000000000000028,0.03999999999999915,49.05,0.0,-0.05000000000000426,1.0499999999999972,44.68,0.0,-0.060000000000002274,-0.060000000000002274
