as_of_date,stock_id,stock_name,theme,retail_ratio,retail_ratio_change_1w,total_shareholders,total_shareholders_change_1w,tdcc_consecutive_up_weeks,all_thresholds_up,high_thresholds_up,four_thresholds_sync_up,theme_breadth_level,over_400_ratio,over_400_change_1w,over_400_change_2w,over_400_change_3w,over_600_ratio,over_600_change_1w,over_600_change_2w,over_600_change_3w,over_800_ratio,over_800_change_1w,over_800_change_2w,over_800_change_3w,over_1000_ratio,over_1000_change_1w,over_1000_change_2w,over_1000_change_3w
20260430,5543,桓鼎-KY,,,,,,0,False,False,False,Neutral,71.26,,,,62.23,,,,50.4,,,,46.31,,,
20260508,5543,桓鼎-KY,,,,,,1,False,False,False,Neutral,71.31,0.04999999999999716,,,62.28,0.05000000000000426,,,50.36,-0.03999999999999915,,,46.27,-0.03999999999999915,,
20260515,5543,桓鼎-KY,,,,,,2,False,False,False,Neutral,71.34,0.030000000000001137,0.0799999999999983,,62.31,0.030000000000001137,0.0800000000000054,,50.36,0.0,-0.03999999999999915,,46.27,0.0,-0.03999999999999915,
20260522,5543,桓鼎-KY,,,,,,3,True,True,True,Neutral,71.41,0.06999999999999318,0.09999999999999432,0.14999999999999147,62.38,0.07000000000000028,0.10000000000000142,0.15000000000000568,50.38,0.020000000000003126,0.020000000000003126,-0.01999999999999602,46.29,0.01999999999999602,0.01999999999999602,-0.020000000000003126
20260529,5543,桓鼎-KY,,,,,,4,False,False,False,Neutral,71.44,0.030000000000001137,0.09999999999999432,0.12999999999999545,62.41,0.02999999999999403,0.09999999999999432,0.12999999999999545,50.38,0.0,0.020000000000003126,0.020000000000003126,46.29,0.0,0.01999999999999602,0.01999999999999602
20260605,5543,桓鼎-KY,,,,,,5,False,False,False,Neutral,71.48,0.04000000000000625,0.07000000000000739,0.14000000000000057,62.45,0.04000000000000625,0.07000000000000028,0.14000000000000057,50.36,-0.020000000000003126,-0.020000000000003126,0.0,46.27,-0.01999999999999602,-0.01999999999999602,0.0
20260612,5543,桓鼎-KY,,,,,,6,False,False,False,Neutral,72.45,0.9699999999999989,1.0100000000000051,1.0400000000000063,62.49,0.03999999999999915,0.0800000000000054,0.10999999999999943,50.36,0.0,-0.020000000000003126,-0.020000000000003126,46.27,0.0,-0.01999999999999602,-0.01999999999999602
20260618,5543,桓鼎-KY,,,,,,7,False,False,False,Neutral,72.51,0.060000000000002274,1.0300000000000011,1.0700000000000074,62.48,-0.010000000000005116,0.02999999999999403,0.07000000000000028,50.34,-0.01999999999999602,-0.01999999999999602,-0.03999999999999915,46.25,-0.020000000000003126,-0.020000000000003126,-0.03999999999999915
20260626,5543,桓鼎-KY,,,,,,8,False,True,False,Neutral,72.58,0.06999999999999318,0.12999999999999545,1.0999999999999943,62.49,0.010000000000005116,0.0,0.03999999999999915,52.05,1.7099999999999937,1.6899999999999977,1.6899999999999977,46.24,-0.00999999999999801,-0.030000000000001137,-0.030000000000001137
20260703,5543,桓鼎-KY,,,,,,9,False,True,False,Neutral,72.72,0.14000000000000057,0.20999999999999375,0.269999999999996,62.55,0.05999999999999517,0.07000000000000028,0.05999999999999517,52.11,0.060000000000002274,1.769999999999996,1.75,46.24,0.0,-0.00999999999999801,-0.030000000000001137
20260709,5543,桓鼎-KY,,,,,,10,False,True,False,Neutral,72.77,0.04999999999999716,0.18999999999999773,0.2599999999999909,62.58,0.030000000000001137,0.0899999999999963,0.10000000000000142,52.14,0.030000000000001137,0.09000000000000341,1.7999999999999972,46.24,0.0,0.0,-0.00999999999999801
20260717,5543,桓鼎-KY,,,,,,11,False,True,False,Neutral,72.81,0.04000000000000625,0.09000000000000341,0.23000000000000398,62.6,0.020000000000003126,0.05000000000000426,0.10999999999999943,52.16,0.01999999999999602,0.04999999999999716,0.10999999999999943,46.24,0.0,0.0,0.0
