as_of_date,stock_id,stock_name,theme,retail_ratio,retail_ratio_change_1w,total_shareholders,total_shareholders_change_1w,tdcc_consecutive_up_weeks,all_thresholds_up,high_thresholds_up,four_thresholds_sync_up,theme_breadth_level,over_400_ratio,over_400_change_1w,over_400_change_2w,over_400_change_3w,over_600_ratio,over_600_change_1w,over_600_change_2w,over_600_change_3w,over_800_ratio,over_800_change_1w,over_800_change_2w,over_800_change_3w,over_1000_ratio,over_1000_change_1w,over_1000_change_2w,over_1000_change_3w
20260430,4722,國精化,,,,,,0,False,False,False,Neutral,55.31,,,,49.59,,,,44.69,,,,41.1,,,
20260508,4722,國精化,,,,,,1,True,True,True,Neutral,57.5,2.1899999999999977,,,50.54,0.9499999999999957,,,44.91,0.21999999999999886,,,41.31,0.21000000000000085,,
20260515,4722,國精化,,,,,,2,False,True,False,Neutral,58.49,0.990000000000002,3.1799999999999997,,51.44,0.8999999999999986,1.8499999999999943,,45.73,0.8200000000000003,1.0399999999999991,,41.09,-0.21999999999999886,-0.00999999999999801,
20260522,4722,國精化,,,,,,3,False,True,False,Neutral,59.8,1.3099999999999952,2.299999999999997,4.489999999999995,53.27,1.8300000000000054,2.730000000000004,3.6799999999999997,45.58,-0.14999999999999858,0.6700000000000017,0.8900000000000006,41.9,0.8099999999999952,0.5899999999999963,0.7999999999999972
20260529,4722,國精化,,,,,,4,False,True,False,Neutral,59.3,-0.5,0.8099999999999952,1.7999999999999972,53.35,0.0799999999999983,1.9100000000000037,2.8100000000000023,47.74,2.1600000000000037,2.010000000000005,2.8300000000000054,44.11,2.210000000000001,3.019999999999996,2.799999999999997
20260605,4722,國精化,,,,,,5,False,True,False,Neutral,59.58,0.28000000000000114,-0.21999999999999886,1.0899999999999963,53.26,-0.09000000000000341,-0.010000000000005116,1.8200000000000003,47.77,0.030000000000001137,2.190000000000005,2.0400000000000063,43.19,-0.9200000000000017,1.2899999999999991,2.0999999999999943
20260612,4722,國精化,,,,,,0,False,False,False,Neutral,58.85,-0.7299999999999969,-0.44999999999999574,-0.9499999999999957,51.26,-2.0,-2.0900000000000034,-2.010000000000005,44.37,-3.4000000000000057,-3.3700000000000045,-1.2100000000000009,42.55,-0.6400000000000006,-1.5600000000000023,0.6499999999999986
20260618,4722,國精化,,,,,,1,True,True,True,Neutral,60.02,1.1700000000000017,0.44000000000000483,0.720000000000006,53.09,1.8300000000000054,-0.1699999999999946,-0.259999999999998,47.57,3.200000000000003,-0.20000000000000284,-0.1700000000000017,44.1,1.5500000000000043,0.9100000000000037,-0.00999999999999801
20260626,4722,國精化,,,,,,2,True,True,True,Neutral,61.85,1.8299999999999983,3.0,2.270000000000003,55.91,2.819999999999993,4.649999999999999,2.6499999999999986,48.34,0.7700000000000031,3.970000000000006,0.5700000000000003,45.74,1.6400000000000006,3.190000000000005,2.5500000000000043
20260703,4722,國精化,,,,,,3,False,True,False,Neutral,62.06,0.21000000000000085,2.039999999999999,3.210000000000001,55.64,-0.269999999999996,2.549999999999997,4.380000000000003,49.43,1.0899999999999963,1.8599999999999994,5.060000000000002,45.76,0.01999999999999602,1.6599999999999966,3.210000000000001
20260709,4722,國精化,,,,,,4,False,True,False,Neutral,61.5,-0.5600000000000023,-0.3500000000000014,1.4799999999999969,54.57,-1.0700000000000003,-1.3399999999999963,1.4799999999999969,49.01,-0.4200000000000017,0.6699999999999946,1.4399999999999977,47.19,1.4299999999999997,1.4499999999999957,3.0899999999999963
20260717,4722,國精化,,,,,,5,False,True,False,Neutral,61.63,0.13000000000000256,-0.4299999999999997,-0.21999999999999886,55.29,0.7199999999999989,-0.3500000000000014,-0.6199999999999974,49.7,0.6900000000000048,0.2700000000000031,1.3599999999999994,47.0,-0.18999999999999773,1.240000000000002,1.259999999999998
20260724,4722,國精化,,,,,,0,False,False,False,Neutral,59.68,-1.9500000000000028,-1.8200000000000003,-2.3800000000000026,53.21,-2.0799999999999983,-1.3599999999999994,-2.4299999999999997,47.47,-2.230000000000004,-1.5399999999999991,-1.9600000000000009,45.65,-1.3500000000000014,-1.5399999999999991,-0.10999999999999943
20260731,4722,國精化,,,,,,1,False,True,False,Neutral,58.39,-1.2899999999999991,-3.240000000000002,-3.1099999999999994,53.25,0.03999999999999915,-2.039999999999999,-1.3200000000000003,47.69,0.21999999999999886,-2.010000000000005,-1.3200000000000003,45.1,-0.5499999999999972,-1.8999999999999986,-2.0899999999999963
20260807,4722,國精化,,,,,,2,True,True,True,Neutral,58.97,0.5799999999999983,-0.7100000000000009,-2.6600000000000037,54.26,1.009999999999998,1.0499999999999972,-1.0300000000000011,50.03,2.3400000000000034,2.5600000000000023,0.3299999999999983,45.69,0.5899999999999963,0.03999999999999915,-1.3100000000000023
20260814,4722,國精化,,,,,,3,False,True,False,Neutral,58.91,-0.060000000000002274,0.519999999999996,-0.7700000000000031,54.2,-0.05999999999999517,0.9500000000000028,0.990000000000002,49.22,-0.8100000000000023,1.5300000000000011,1.75,46.57,0.8800000000000026,1.4699999999999989,0.9200000000000017
20260821,4722,國精化,,,,,,0,False,False,False,Neutral,58.66,-0.25,-0.3100000000000023,0.269999999999996,53.95,-0.25,-0.30999999999999517,0.7000000000000028,48.97,-0.25,-1.0600000000000023,1.2800000000000011,46.32,-0.25,0.6300000000000026,1.2199999999999989
