as_of_date,stock_id,stock_name,theme,retail_ratio,retail_ratio_change_1w,total_shareholders,total_shareholders_change_1w,tdcc_consecutive_up_weeks,all_thresholds_up,high_thresholds_up,four_thresholds_sync_up,theme_breadth_level,over_400_ratio,over_400_change_1w,over_400_change_2w,over_400_change_3w,over_600_ratio,over_600_change_1w,over_600_change_2w,over_600_change_3w,over_800_ratio,over_800_change_1w,over_800_change_2w,over_800_change_3w,over_1000_ratio,over_1000_change_1w,over_1000_change_2w,over_1000_change_3w
20260430,4549,桓達,,,,,,0,False,False,False,Neutral,60.86,,,,59.97,,,,58.74,,,,58.74,,,
20260508,4549,桓達,,,,,,0,False,False,False,Neutral,60.86,0.0,,,59.97,0.0,,,58.74,0.0,,,58.74,0.0,,
20260515,4549,桓達,,,,,,0,False,False,False,Neutral,60.86,0.0,0.0,,59.97,0.0,0.0,,58.74,0.0,0.0,,58.74,0.0,0.0,
20260522,4549,桓達,,,,,,1,False,False,False,Neutral,61.68,0.8200000000000003,0.8200000000000003,0.8200000000000003,59.97,0.0,0.0,0.0,58.74,0.0,0.0,0.0,58.74,0.0,0.0,0.0
20260529,4549,桓達,,,,,,0,False,False,False,Neutral,61.59,-0.0899999999999963,0.730000000000004,0.730000000000004,59.97,0.0,0.0,0.0,58.74,0.0,0.0,0.0,58.74,0.0,0.0,0.0
20260605,4549,桓達,,,,,,1,False,False,False,Neutral,61.61,0.01999999999999602,-0.07000000000000028,0.75,59.97,0.0,0.0,0.0,58.74,0.0,0.0,0.0,58.74,0.0,0.0,0.0
20260612,4549,桓達,,,,,,2,False,False,False,Neutral,61.62,0.00999999999999801,0.02999999999999403,-0.060000000000002274,59.97,0.0,0.0,0.0,58.74,0.0,0.0,0.0,58.74,0.0,0.0,0.0
20260618,4549,桓達,,,,,,0,False,False,False,Neutral,61.62,0.0,0.00999999999999801,0.02999999999999403,59.97,0.0,0.0,0.0,58.74,0.0,0.0,0.0,58.74,0.0,0.0,0.0
20260626,4549,桓達,,,,,,0,False,False,False,Neutral,61.62,0.0,0.0,0.00999999999999801,59.97,0.0,0.0,0.0,58.74,0.0,0.0,0.0,58.74,0.0,0.0,0.0
20260703,4549,桓達,,,,,,1,False,False,False,Neutral,61.64,0.020000000000003126,0.020000000000003126,0.020000000000003126,59.97,0.0,0.0,0.0,58.74,0.0,0.0,0.0,58.74,0.0,0.0,0.0
20260709,4549,桓達,,,,,,0,False,False,False,Neutral,61.64,0.0,0.020000000000003126,0.020000000000003126,59.97,0.0,0.0,0.0,58.74,0.0,0.0,0.0,58.74,0.0,0.0,0.0
20260717,4549,桓達,,,,,,0,False,False,False,Neutral,61.64,0.0,0.0,0.020000000000003126,59.97,0.0,0.0,0.0,58.74,0.0,0.0,0.0,58.74,0.0,0.0,0.0
20260724,4549,桓達,,,,,,1,False,False,False,Neutral,62.51,0.8699999999999974,0.8699999999999974,0.8699999999999974,59.97,0.0,0.0,0.0,58.74,0.0,0.0,0.0,58.74,0.0,0.0,0.0
